year,licitacao_id,modalidade,numero,codigo,objeto,situacao
2023,20404,PRD DISPENSA EXCETO PEQUENO VALOR,38/2023,144,"Trata-se da prestação de serviços na área da saúde, conforme descrito na tabela do consórcio CISMISSÕES para serem utilizados no atendimento a saúde de pacientes encaminhados pela Secretaria Municipal da Saúde.",Homologada
2023,20499,INEXIGIBILIDADE,38/2023,1,Contratação de empresa prestadora do serviço de telefonia fixa para o município no ano de 2024.,Homologada
2023,20500,INEXIGIBILIDADE,39/2023,203,"Contratação do serviço de publicidade para divulgação dos projetos, programas, eventos, campanhas e notícias consideradas relevantes à população, relacionadas a administração municipal, compreendendo órgãos públicos municipais, Gabinete do Prefeito, informativos de eventos, assinaturas de convênios e prestações de contas, quando da necessidade para o ano de 2024.",Homologada
2023,20384,PREGÃO ELETRONICO,39/2023,124,Aquisição de equipamento médico/hospitalar (espirômetro) para uso na unidade de pronto atendimento e para os pacientes que utilizam oxigênio medicinal residencial,Homologada
2023,20414,PRD DISPENSA EXCETO PEQUENO VALOR,39/2023,154,"Termo de colaboração firmado entre o município de São Borja e APAE São Borja com a finalidade de executar o projeto ""Oferta das Ações e Serviços Socioassistenciais""",Homologada
2023,20387,PREGÃO ELETRONICO,40/2023,127,"Registro de preços para aluguéis de concentradores de oxigênio, destinados aos pacientes usuários do SUS, assistidos pela Secretaria Municipal da Saúde, portadores de insuficiência pulmonar que fazem acompanhamento domiciliar, postos de saúde, ambulâncias e Programa SAMU",Homologada
2023,20502,INEXIGIBILIDADE,40/2023,204,"Contratação do serviço de publicidade institucional para divulgação dos projetos, programas, eventos, campanhas e notícias consideradas relevantes à população, relacionadas a administração municipal, compreendendo órgãos públicos municipais, Gabinete do Prefeito, informativos de eventos, assinaturas de convênios e prestações de contas, quando da necessidade, para o ano 2024.",Homologada
2023,20413,PRD DISPENSA EXCETO PEQUENO VALOR,40/2023,153,"Contratação de empresa para a realização de conserto e manutenção de veículo Fiat Cronos, placa JBS 1l71, VTR 337, que sofreu acidente conforme certidão n° 10401.",Homologada
2023,20388,PREGÃO ELETRONICO,41/2023,128,"Registro de preços para contratação de empresa para locação de máquinas, com equipamentos, operadores de máquinas, motoristas, manutenção, filtros, lubrificantes e combustível",Homologada
2023,20420,PRD DISPENSA EXCETO PEQUENO VALOR,41/2023,159,"Locação de imóvel localizado na Rua Deputado Olinto Arami Silva, nº 88, Centro, destinado a instalação da Central de Veículos da Secretaria Municipal de Saúde. Melhor descrito no Termo de Referência e demais documentos que integram o devido processo de Dispensa.",Homologada
2023,20503,INEXIGIBILIDADE,41/2023,205,"Publicidade em rádio AM 1260, referente ao Programa institucional do Município para divulgação dos projetos, programas, eventos, notícias e demais informações de interesse público, de segunda a sexta-feira, por 10 (dez) minutos diários, de janeiro a dezembro de 2024.",Homologada
2023,20464,PRD DISPENSA EXCETO PEQUENO VALOR,42/2023,171,"Contratação do Serviço Nacional de Aprendizagem Comercial - SENAC/RS para ministrar curso de capacitação de boas práticas nas áreas de educação e saúde aos monitores da Casa de Acolhida, para turma única de 30 (trinta) servidores com carga horária total de 30 (trinta) horas.",Homologada
2023,20504,INEXIGIBILIDADE,42/2023,206,Contratação de empresa prestadora do serviço de distribuição de água e esgoto para os diversos prédios do Município para o ano de 2024.,Homologada
2023,20394,PREGÃO ELETRONICO,42/2023,134,"Registro de preços de óleos, lubrificantes e graxas para manutenção das VTRs da frota municipal",Homologada
2023,20505,INEXIGIBILIDADE,43/2023,207,"Contratação de empresa para fornecimento de Vale-Transporte para os servidores públicos municipais, alunos da rede pública e nas unidades subordinadas para o ano de 2024.",Homologada
2023,20467,PRD DISPENSA EXCETO PEQUENO VALOR,43/2023,174,"Aquisição de massa asfáltica usinada à quente (CBUQ) para aplicação a frio, a ser fornecida em sacos de 25Kg, destinado à manutenção (tapa-buraco) de vias pavimentadas na cidade.",Homologada
2023,20397,PREGÃO ELETRONICO,43/2023,137,Registro de preço de materiais laboratoriais para uso no Laboratório Municipal de Fronteira de São Borja,Homologada
2023,20506,INEXIGIBILIDADE,44/2023,208,"Contratação de empresa especializada para prestação de serviços de publicidade legal, com jornal de tiragem semanal no âmbito do Município de São Borja-RS, pertinente a publicação de editais de licitações, contratos, prestação de contas e outros, pelo período de janeiro a dezembro de 2024.",Homologada
2023,20475,PRD DISPENSA EXCETO PEQUENO VALOR,44/2023,180,"Formalização de termo de fomento conforme Decreto Municipal nº 17.206 de 22/05/2017 artigo 5º, envolvendo repasse de recurso através de processo de chamamento público sob nº 001/2023 do COMUI.",Homologada
2023,20409,PREGÃO ELETRONICO,44/2023,149,"Registro de preços de tubos em concreto com o objetivo de manutenção e/ou ampliação de redes de drenagem pluvial em diversos pontos do perímetro urbano, bem como da zona rural do município",Homologada
2023,20415,PREGÃO ELETRONICO,45/2023,155,Contratação de empresa para fornecimento de EPIs e equipamentos destinados ao serviço do SAMU,Homologada
2023,20477,PRD DISPENSA EXCETO PEQUENO VALOR,45/2023,181,"Executar o Projeto ""vestindo a Camiseta"", em regime de mutua colaboração, visando especificamente as pessoas Idosas com 60 anos ou mais, de ambos os sexos, conforme plano de trabalho.",Homologada
2023,20507,INEXIGIBILIDADE,45/2023,209,"Prestação de serviços de publicações legais em âmbito nacional de editais de licitações, dispensas, inexigibilidades, extratos de contratos, editais de chamamento público, entre outros, expedidos pelo Município de São Borja, conforme institui a Lei 8.666/93 no seu Art. 21, inciso I, dispensada a licitação conforme Art. 25, Caput, da Lei 8.666/93 para o ano de 2024.",Homologada
2023,20478,PRD DISPENSA EXCETO PEQUENO VALOR,46/2023,182,"Formalização  do termo de fomento conforme Decreto Municipal nº 17.206 de 22/05/2017 artigo 5º, envolvendo repasse de recursos através do processo de chamamento público  sob nº 001/2023 do COMUI.",Homologada
2023,20416,PREGÃO ELETRONICO,46/2023,156,"Registro de preços de material elétrico para manutenção do sistema de iluminação pública, bem como materiais permanentes/equipamentos elétricos para utilização no Município",Homologada
2023,20417,PREGÃO ELETRONICO,47/2023,157,"Registro de preços para aquisição de pneus, câmaras e colarinhos novos para a frota municipal",Homologada
2023,20480,PRD DISPENSA EXCETO PEQUENO VALOR,47/2023,184,"Formalização  do termo de fomento conforme Decreto Municipal nº 17.206 de 22/05/2017 artigo 5º, envolvendo repasse de recursos através do processo de chamamento público  sob nº 001/2023 do COMUI.",Homologada
2023,20421,PREGÃO ELETRONICO,48/2023,160,"Contratação de empresa especializada para a prestação de serviço de instalação, manutenção preventiva e corretiva de equipamentos odontológicos e autoclaves dos consultórios odontológicos, ambulatórios (ESFs, Samu, Melhor em Casa e PAM) e laboratório de prótese dentária da Secretaria Municipal de Saúde de São Borja-RS",Homologada
2023,20479,PRD DISPENSA EXCETO PEQUENO VALOR,48/2023,183,"Executar o Projeto ""Novos ares...respirando conforto"", em regime de mutua colaboração, visando especificamente as pessoas Idosas com 60 anos ou mais, de ambos os sexos, conforme plano de trabalho.",Homologada
2023,20422,PREGÃO ELETRONICO,49/2023,161,"Registro de preços de massa asfáltica de Concreto Betuminoso Usinado a Quente (CBUQ) para aplicação a frio e emulsão asfáltica, destinada à melhoria e manutenção de vias públicas.",Homologada
2023,20481,PRD DISPENSA EXCETO PEQUENO VALOR,49/2023,185,"Formalização  do termo de fomento conforme Decreto Municipal nº 17.206 de 22/05/2017 artigo 5º, envolvendo repasse de recursos através do processo de chamamento público  sob nº 001/2023 do COMUI.",Homologada
2023,20423,PREGÃO ELETRONICO,50/2023,162,"Registro de preço de materiais educativos e esportivos a serem utilizados nos grupos de convivênciregistro de preço de materiais educativos e esportivos a serem utilizados nos grupos de convivência dos CRAS ( Centro, Arneldo Matter, Paraboi, Leonel Brizola e Passo )a dos CRAS ( Centro, Arneldo Matter, Paraboi, Leonel Brizola e Passo ).",Homologada
2023,20482,PRD DISPENSA EXCETO PEQUENO VALOR,50/2023,186,"Dispensa emergencial de licitação para aquisição de equipamentos odontológicos, destinados aos usuários do Sistema Único de Saúde - SUS, da secretaria Municipal de Saúde.",Homologada
2023,20484,PRD DISPENSA EXCETO PEQUENO VALOR,51/2023,188,"Contratação de empresa de prestação de serviços de organização, planejamento e execução da programação natalina, conforme adesão ao convênio com o Governo Estadual e do edital Sedac nº 03/2023 de chamada pública de coinventimentos. Inclui-se na contratação, demandas de iluminação, contratação de profissionais para apresentações artísticas, encenação de Mamãe e Papai Noel, realização de atividades e oficinas pedagógicas, além de serviços de ornamentação, decoração e iluminação natalina. Ademais, está no plano de trabalho a construção e ornamentação da Casa do Casal Noel, confecção de materiais para ação educativa e de divulgação e publicidade da programação, e a disponibilização de banheiro químico.",Homologada
2023,20424,PREGÃO ELETRONICO,51/2023,163,Aquisição de material e equipamentos destinados ao uso das crianças e adolescentes residentes na Casa de Acolhida.,Homologada
2023,20490,PRD DISPENSA EXCETO PEQUENO VALOR,52/2023,194,Auxílio financeiro destinado à realização do Carnaval de rua 2024.,Homologada
2023,20425,PREGÃO ELETRONICO,52/2023,164,"Registro de preço para aquisição de materiais de consumo odontológico e medicamentos de uso odontológico, a fim de atender as necessidades da Secretaria Municipal da Saúde",Homologada
2023,20494,PRD DISPENSA EXCETO PEQUENO VALOR,53/2023,198,Dispensa emergencial de licitação para aquisição de cestas básicas para famílias em situação de vulnerabilidade social.,Homologada
2023,20428,PREGÃO ELETRONICO,53/2023,167,Registro de preços de carrinhos e cadeiras de alimentação para uso nas Escolas Municipais de Educação Infantil do município,Homologada
2023,20429,PREGÃO ELETRONICO,54/2023,168,"Registro de preços para aquisição de medicamentos para os usuários do SUS, assistidos pela Secretaria Municipal da Saúde.",Homologada
2023,20495,PRD DISPENSA EXCETO PEQUENO VALOR,54/2023,199,"Termo de colaboração celebrado entre o Município de São Borja e a Comunidade Terapêutica Chico Xavier, a fim de executar o projeto ""Custeio"", cujo objetivo é oportunizar tratamento para os pacientes que sofrem transtornos decorrentes da dependência de substâncias psicoativas.",Homologada
2023,20501,PRD DISPENSA EXCETO PEQUENO VALOR,55/2023,2,"Contratação de empresa fornecedora de energia elétrica para os prédios públicos, semáforos incluindo os pagamentos de taxa de administração PARA O ANO DE 2024.",Homologada
2023,20463,PREGÃO ELETRONICO,55/2023,170,"Registro de preços para aquisição de equipamentos odontológicos, a fim de atender as necessidades da Secretaria Municipal da Saúde",Homologada
2023,20470,PREGÃO ELETRONICO,56/2023,177,"Registro de preço para aquisição de material instrumental odontológico, a fim de atender as necessidades da Secretaria Municipal da Saúde.",Homologada
2023,20498,PRD DISPENSA EXCETO PEQUENO VALOR,56/2023,202,"Prestação de serviços de publicações legais em âmbito estadual de editais de licitações, dispensas, inexigibilidades, extratos de contratos, editais de chamamento público, entre outros, expedidos pelo Município de São Borja, conforme institui a Lei 8.666/93 no seu Art. 21, inciso II, dispensada a licitação conforme Art. 24, VIII, da Lei 8.666/93 para o ano 2024.",Homologada
2023,20471,PREGÃO ELETRONICO,57/2023,178,"Registro de preço para aquisição de crachás destinados ao uso dos servidores da Prefeitura de São Borja, bem como suas unidades subordinadas",Homologada
2023,20472,PREGÃO ELETRONICO,58/2023,179,"O objeto da presente licitação é a aquisição \r\n de material educativo e esportivo, equipamentos e material\r\npermanente destinado ao uso no Centro Dia do Idoso  CDI, projetos É Melhor Viver, Mobilidade e\r\nAconchego, conforme resoluções nº 09, 10 e 11, para melhorias dos serviços da instituição aos idosos\r\natendidos, conforme projetos e planos de trabalho aprovados pelo Conselho Municipal do Idoso - COMUI.",Homologada
2023,20483,PREGÃO ELETRONICO,59/2023,187,"Registro de preço de materiais e equipamentos médico hospitalar e ambulatorial, visando atender as necessidades dos setores e serão utilizados em procedimentos de pacientes que necessitam de assistência nas ESFs, CEMAE, CER, CASA SAMU e PAM",Homologada
2023,20488,PREGÃO ELETRONICO,60/2023,192,Registro de preço de materiais esportivos para prática desportiva da comunidade.,Homologada
2024,20512,CHAMADA PÚBLICA/PNAE,1/2024,7,"Chamada Pública n° 01/2024,  para gêneros alimentícios a serem distribuídos nas Escolas Municipais de Ensino Fundamental, Educação Infantil, EJA.",Homologada
2024,20509,INEXIGIBILIDADE,1/2024,4,"O objeto da presente inexigibilidade de licitação é a contratação da banda Sambaiaiá, através de sua empresária exclusiva, Sra. Luciene Leszczynski Nunes, para a animação do concurso da escolha da corte do carnaval de São Borja  2024, que ocorrerá no dia 20/01/2023 no Cais do Porto, com horário previsto para as 23:30 horas. Maiores detalhes estão descritos no Termo de Referência, aprovado pelo Prefeito e pelo Secretário, e demais documentos que integram o devido processo de Inexigibilidade.",Homologada
2024,20508,PREGÃO LEI 14.133/21 ELETRÔNICO,1/2024,3,Contratação de empresa para prestação de serviço contínuo de transporte escolar da Secretaria Municipal de Educação  SMEd da Prefeitura de São Borja no ano letivo de 2024.,Em Andamento
2024,20534,CONCORRÊNCIA LEI 14.133/21 ELETRÔNICA,1/2024,27,"Contratação de empresa para a execução de 16.117,03m² (dezesseis mil, cento e dezessete metros com três centímetros quadrados) de capeamento e recapeamento asfáltico com CBUQ  Concreto Betuminoso Usinado a Quente, em diversas ruas da cidade, TRECHO 01 (Norte).",Homologada
2024,20841,REGISTRO DE PREÇO DE OUTRO ÓRGÃO,1/2024,303,Adesão à Ata de Registro de Preços de outro órgão para aquisição de 01 (um) ônibus rural escolar do tipo ORE 1,Homologada
2024,20510,PRD DISPENSA EXCETO PEQUENO VALOR,1/2024,5,"Termo de Colaboração nº 25/2023/CS com objetivo de execução do Projeto ""Promovendo Atenção a Saúde"" em regime de mutua colaboração, para execução de atividades de pessoas com deficiência.",Homologada
2024,20686,CHAMAMENTO PÚBLICO/CREDENCIAMENTO,1/2024,155,"CREDENCIAMENTO de pessoas jurídicas ou físicas para prestação de serviços de: Consultas médicas nas especialidades de Dermatologia Clínica, de Clínica Cirúrgica, de Endocrinologia e Procedimentos cirúrgicos ambulatoriais de pequeno e médio porte nas especialidades de Dermatologia e Cirurgião Geral.",Julgada
2024,20535,CONCORRÊNCIA LEI 14.133/21 ELETRÔNICA,2/2024,28,"Contratação de empresa para a execução de 38.288,95m² (trinta e oito mil, duzentos e oito e oito metros com noventa e cinco centímetros quadrados) de capeamento e recapeamento asfáltico com CBUQ  Concreto Betuminoso Usinado a Quente, em diversas ruas da cidade, TRECHO 02 (Sul).",Homologada
2024,20511,PRD DISPENSA EXCETO PEQUENO VALOR,2/2024,6,Auxílio financeiro  na realização do Carnaval de Rua 2024.,Homologada
2024,20513,CHAMADA PÚBLICA/PNAE,2/2024,8,"Gêneros alimentícios oriundos das Agroindústrias destinados para a Alimentação Escolar Municipal do Ensino Fundamental, Educação Infantil (Creche e Pré-Escola ) e EJA.",Homologada
2024,20515,PREGÃO LEI 14.133/21 ELETRÔNICO,2/2024,10,Contratação de empresa especializada para a organização do Desfile de Carnaval de Rua do ano de 2024,Julgada
2024,20518,INEXIGIBILIDADE,2/2024,13,"O objeto da presente inexigibilidade de licitação é a contratação da banda Tropical, através de seu empresário exclusivo, Sr. João Vitor Borges da Silva, para a animação dos eventos Cais Folia, que ocorrerá do dia 10/02/2024 a 13/02/2024, e Desfile de Carnaval de Rua que tem data a ser definida pela administração. Maiores detalhes estão descritos no Termo de Referência, aprovado pelo Prefeito e pelo Secretário, e demais documentos que integram o devido processo de Inexigibilidade.",Homologada
2024,20718,CHAMAMENTO PÚBLICO/CREDENCIAMENTO,2/2024,184,"CREDENCIAMENTO de pessoas jurídicas para fornecimento de curso de especialização e atualização para condutor de veículos de emergência (CVE), juntamente as respectivas provas teóricas aos motoristas da Central de Veículos, que fazem o transporte dos pacientes atendidos pela Secretaria Municipal de Saúde de São Borja/RS.",Homologada
