year,licitacao_id,modalidade,numero,codigo,objeto,situacao
2020,365,PREGÃO ELETRONICO,8/2020,67,"Aquisição de equipamentos para a Agroindústria Familiar, conforme  Convênio FPE nº 1499/2018 (Consulta Popular 2018).",Homologada
2020,337,TOMADA DE PREÇO,8/2020,44,"Contratação de empresa para a execução de obras de terraplanagem, drenagem pluvial, pavimentação, obras complementares e sinalização, passeios e acessibilidade, na Rua Pedro Américo, Rua General Vargas, Rua Tupi Caldas, Rua Carlos Gomes e Rua Castro Alves, na cidade de São Borja. Pró- Transporte  PAC II  Lote IV - H. Contrato de Financiamento Nº 399.644-00/2013.",Homologada
2020,303,DISPENSA DE LICITAÇÃO,8/2020,16,"Dispensa de Licitação para contratação dos serviços de distribuição de energia elétrica para os prédios do município. Contratada: RGE SUL DISTRIBUIDORA DE ENERGIA S.A.; CNPJ/MF n° 02.016.440/0001-62. CGM 54776. Valor estimado para o exercício de 2020: R$ 1.846.347,26 Rubrica: 3.3.90.39.43.00.00.00. Amparo Legal: Artigo 24, XXII, c/c Art. 26, ambos da Lei 8.666/93.",Homologada
2020,19606,PREGÃO ELETRONICO,9/2020,72,Registro de preço para contratação de empresa especializada na área de controle de pragas em especial roedores - Desratização,Anulada
2020,330,PREGÃO PRESENCIAL,9/2020,37,"Registro de preço de uniformes e EPI's, destinados ao uso do efetivo do 3° Pelotão de Bombeiros Militar.",Em Andamento
2020,338,TOMADA DE PREÇO,9/2020,45,"contratação de empresa para a execução de obras de terraplanagem, drenagem pluvial, pavimentação, obras complementares e sinalização, passeios e acessibilidade, na Rua João Dallaporta, David Tavares, Alcides Ferreira Arce, Cândido Dallenogare, Arlindo Neto Machado, Leonel Martins dos Santos e Boa Ventura Peruzzi, na cidade de São Borja. Recurso oriundo do Pró- Transporte  PAC II  Lote IV - I. Contrato de Financiamento Nº 399.644-00/2013.",Homologada
2020,320,INEXIGIBILIDADE,9/2020,28,"Inexigibilidade de Licitação para Divulgação de campanhas relativas a área da saúde, pelo período de janeiro a junho/2020, compreendendo 10 anúncios. Contratada: TANIA MARIA FRAGOSO FALCÃO - ME - CNPJ 11.482.442/0001-38. Valor estimado: R$ 9.000,00. Rubrica: 2092.3.3.90.39.00.00.00.00.4502-3649; Base legal. Art. 25, da Lei 8.666/93.",Homologada
2020,316,DISPENSA DE LICITAÇÃO,9/2020,24,"Dispensa de Licitação para Execução de obras de adequações para instalação do elevador junto \r\n\r\nao prédio onde localiza-se o Centro Administrativo Salvador Lionço Pereira Alvarez.  Contratada:  INOVE ARQUITETURA E ENGENHARIA LTDA, inscrita no CNPJ/MF n° 36.419.348/0001-65.Base legal: art. 24, IV, Lei 8.666/93. Valor total: R$ 36.986,25. \r\n\r\nRubrica: 4.4.90.51.00.00.00.00 (180).",Homologada
2020,324,DISPENSA DE LICITAÇÃO,10/2020,32,"Aquisição de medicamentos de uso contínuo que estão sendo dispensados para 60 dias de tratamento, devido a pandemia do COVID-19. Estes medicamentos serão distribuídos gratuitamente aos pacientes nas Farmácias Básica Centro e Passo e nas ESFs de nosso município. Tendo em vista o art. 24 da Lei 8.666/93 e o Decreto municipal n° 18.394/2020 e tendo em vista a não ocorrência da licitação do Processo de Compra nº 6377/2020 (protocolo nº 4479/2020), foi solicitada a aquisição por compra direta.",Homologada
2020,332,INEXIGIBILIDADE,10/2020,39,"Inexigibilidade de licitação para aquisição de licença de banco de preços (software). Contratada: NP CAPACITAÇÃO E SOLUÇÕES TECNOLÓGICAS LTDA - CNPJ 07.797.967/0001-95. Prazo: 12 meses. Valor total: R$ 17.950,00. Rubrica: 3.3.9.0.40.06.00.00. Base legal: art. 25, I, da Lei 8.666/93.",Homologada
2020,335,PREGÃO PRESENCIAL,10/2020,42,"Aquisição de equipamentos domésticos, informática e de mobiliários, destinados aos projetos Despertando Valores e Casa da Acolhida.",Homologada
2020,340,TOMADA DE PREÇO,10/2020,46,"Contratação de empresa para a execução de obras de terraplanagem, drenagem pluvial, pavimentação, obras complementares e sinalização, passeios e acessibilidade, na Rua João Manoel, Travessa José P. Alvarez, Travessa Quirino Mendes, Travessa Paraguai e Rua Djalma Falcão, na cidade de São Borja, RS. Recurso oriundo do Pró- Transporte  PAC II  Lote IV, J- Contrato de Financiamento Nº 399.644-00/2013",Homologada
2020,19633,PREGÃO ELETRONICO,10/2020,95,Registro de preços de cartuchos de tinta HP 82 e papel sulfite para impressora Plotter HP Designjet 510,Homologada
2020,19635,PREGÃO ELETRONICO,11/2020,97,"Aquisição veículo para apoio às ações de assistência técnica e extensão rural, conforme contrato de repasse 871046/2018/MAPA/CAIXA.",Homologada
2020,367,TOMADA DE PREÇO,11/2020,68,Contratação de empresa especializada do ramo de Engenharia Civil para execução de obra de reforma do Centro Dia do Idoso.,Em Andamento
2020,341,PREGÃO PRESENCIAL,11/2020,47,"Registro de Preços para aquisição de medicamentos - I destinados à distribuição aos pacientes do SUS, junto às Farmácias Básicas do Município.",Homologada
2020,343,DISPENSA DE LICITAÇÃO,11/2020,49,"Contratação do sistema denominado WCompras, para realização de licitação em meio digital, por intermédio da rede mundial de computadores, especificamente na modalidade Pregão, em todas as suas formas",Homologada
2020,19640,INEXIGIBILIDADE,11/2020,102,"Divulgação de informações relativas ao combate e prevenção contra o COVID-19, pelo período de julho e agosto/2020, consoante termo de referência que integra a presente.",Julgada
2020,19677,INEXIGIBILIDADE,12/2020,138,"Autorização de repasse de recursos Federal, incremento Teto MAC, média e alta complexidade, emenda parlamentar de bancada, Portaria 957/2020 para ASSOCIAÇÃO DE PAIS E AMIGOS  DOS EXCEPCIONAIS- APAE,  destinado ao custeio de ações e serviços públicos de saúde MAC, constantes nos planos operativos em anexo.",Homologada
2020,352,PREGÃO PRESENCIAL,12/2020,58,"Registro de preços de água mineral, para todas as secretarias, cujas especificações detalhadas encontram-se no item 1.2. de acordo com o termo de referência e processo de compra nº 7631/2020.",Homologada
2020,344,DISPENSA DE LICITAÇÃO,12/2020,50,EPI'S,Homologada
2020,19629,TOMADA DE PREÇO,12/2020,91,Contratação de empresa para execução de obras de pavimentação asfáltica para recuperação das vias que sofreram intervenções da CORSAN.,Em Andamento
2020,19643,PREGÃO ELETRONICO,12/2020,105,TRATOR,Homologada
2020,353,PREGÃO PRESENCIAL,13/2020,59,"Registro de preço para Gás Liquefeito de Petróleo, visando atender as necessidades de todas as Secretarias Municipais",Homologada
2020,19696,INEXIGIBILIDADE,13/2020,157,"Contrato de prestação de Serviços a ser firmado com a Clínica Renal Ivan Goulart para execução de serviços técnico-profissionais na área de hemodiálise de média e alta complexidade, a serem prestados ao indivíduo que deles necessitem.",Homologada
2020,19632,TOMADA DE PREÇO,13/2020,94,Contratação de empresa para execução de obras e serviços de complementação do Quartel do Corpo de Bombeiros de São Borja.,Homologada
2020,19644,PREGÃO ELETRONICO,13/2020,106,"A aquisição de mobiliários e equipamentos destinados ao uso no SAE (Serviço de Atendimento Especializado), Farmácia Especializada e Central de Vacinas",Homologada
2020,345,DISPENSA DE LICITAÇÃO,13/2020,51,ESF4,Homologada
2020,346,DISPENSA DE LICITAÇÃO,14/2020,52,"Termo de Fomento que celebram entre si o Município de São Borja e o Asilo São Vicente de Paula, objetivando mútua cooperação para promover a execução de atividades da área dos Direitos dos Idosos, Projeto ""Renovar para qualificar o atendimento aos idosos do Asilo São Vicente de Paula""",Julgada
2020,19738,INEXIGIBILIDADE,14/2020,199,Serviços de publicidade legal.,Homologada
2020,354,PREGÃO PRESENCIAL,14/2020,60,"Registro de preço de materiais de construção  I, para todas as secretarias",Homologada
2020,19653,PREGÃO ELETRONICO,14/2020,115,Registro de preços de aparelhos de ar condicionado.,Homologada
2020,19647,TOMADA DE PREÇO,14/2020,109,"Contratação de empresa especializada no ramo de engenharia para execução de obras de terraplanagem, drenagem pluvial, pavimentação, obras complementares, sinalização, passeios e acessibilidade, conforme atendimento do Contrato de Repasse n.º 885.421/2019/MDR/CAIXA  Operação 1064237-55, nos seguintes trechos: - Rua Eddie Freire Nunes  D=214,51m: Trecho entre a Rua Simões Lopes Neto, distante 110m da Rua Dorval Nólibos, São Borja/RS; - Rua Sepé Tiaraju  D=351,27m: Trecho entre a Rua Coronel Lago e Rua João Lunardini, São Borja/RS; - Rua Monteiro Lobato  D=142,93m: Trecho entre a Rua Coronel Lago e Rua Eddie Freire Nunes, São Borja/RS; - Rua João Palmeiro  D=87,43m: Trecho entre a Rua Simões Lopes Neto e Rua Sepé Tiaraju, São Borja/RS; - Rua Otaviano Mendes  D=190,49m: Trecho entre a Rua Maurício Augusto Machado e Avenida Viriato Vargas, São Borja/RS.",Homologada
2020,355,PREGÃO PRESENCIAL,15/2020,61,"Registro de preço de materiais de construção  II, para todas as secretarias.",Homologada
2020,19666,PREGÃO ELETRONICO,15/2020,128,"Aquisição de câmara para conservação de vacinas, destinado a Central de Vacinas",Homologada
2020,19739,INEXIGIBILIDADE,15/2020,200,"Contratação da empresa Planalto Transportes Ltda para aquisição de passagens rodoviárias, com seguro, para as cidades de Santa Maria e Porto Alegre, destinada a usuários do SUS, que necessitem de tratamento médico de média e alta complexidade que no município não dispôe.",Homologada
2020,19648,TOMADA DE PREÇO,15/2020,110,Contratação de empresa especializada do ramo de Engenharia Civil para execução de obra de reforma do Centro Dia do Idoso.,Fracassada
2020,347,DISPENSA DE LICITAÇÃO,15/2020,53,Termo de Fomento entre Município e APAE objetivando mútua cooperação para o provimento de vagas e atendimentos educacional especial de alunos com deficiência intelectual e múltipla,Homologada
2020,19667,PREGÃO ELETRONICO,16/2020,129,"Aquisição veículo novo, tipo camionete pick-up, zero quilometro, para apoio às ações de vistorias, fiscalização, atendimentos a denúncias e licenciamento ambiental",Homologada
2020,359,PREGÃO PRESENCIAL,16/2020,65,Registro de preços para aquisição de Uniformes e EPIs destinados aos servidores da SMIESUST,Homologada
2020,349,DISPENSA DE LICITAÇÃO,16/2020,55,"Termo de Fomento para execução do projeto ""Ampliando atendimentos: Vida Saudável por meio da Água"", cfe projeto aprovado pelo Edital 002/2019, Ata nº 062/2020, resolução nº 004/2020 COMDICA.",Homologada
2020,19760,INEXIGIBILIDADE,16/2020,221,"inexigibilidade de licitação para contratação do seguinte fornecedor: ANDRES EDITORA JORNALÍSTICA Ltda. inscrita no CNPJ sob número 07.759.909/0001-77.  CGM 46.766, para os serviços de publicidade legal. A presente inexigibilidade se justifica pelo fato de a empresa supracitada, ser a única que veicula jornal de circulação bissemanal no âmbito do município de São Borja, inexigível, portanto, a abertura de processo licitatório",Homologada
2020,19673,TOMADA DE PREÇO,16/2020,135,"Contratação de empresa para execução de obras de pavimentação asfáltica para recuperação das vias que sofreram intervenções da CORSAN, segundo normas DNIT 031/2006-ES e DNIT 145/2012-ES, nos seguintes trechos:\r\n- Rua Almirante Gonçalves  trecho entre as ruas Curupaiti e General Hipólito (área 2.646 m²)\r\n- Rua General Hipólito  trecho entre a rua Almirante Gonçalves e Avenida Júlio Tróis (área 1.302 m²)",Homologada
2020,19678,TOMADA DE PREÇO,17/2020,139,Contratação de empresa especializada do ramo de Engenharia Civil para execução de obra de revitalização do Parque Missioneiro do Horto Florestal.,Fracassada
2020,350,DISPENSA DE LICITAÇÃO,17/2020,56,"Termo de Fomento para execução do projeto ""Mãos na Massa"", cfe projeto aprovado pelo Edital 002/2019, Ata nº 062/2020, resolução nº 003/2020 COMDICA.",Julgada
2020,19668,PREGÃO ELETRONICO,17/2020,130,"Registro de preço de equipamentos de proteção de individual (EPIs), para todas as secretarias",Homologada
2020,19607,PREGÃO PRESENCIAL,17/2020,73,"Registro de preço de Cargas de Oxigênio Medicinal, destinados aos pacientes usuários do SUS, portadores de insuficiência pulmonar que fazem acompanhamento domiciliar, ambulâncias e Programa SAMU",Em Andamento
2020,19608,PREGÃO PRESENCIAL,18/2020,74,"Registro de preço para contratação de serviços de transporte terceirizado de pacientes usuários do SUS, para realização de consultas, cirurgias e exames, de média e alta complexidade, especialidades que o município não possui e referências regionais e estaduais",Homologada
2020,368,DISPENSA DE LICITAÇÃO,18/2020,69,Aquisição de EPI's para uso dos profissionais da área da saúde que estão da linha de frente ao combate e prevenção da COVID-19.,Homologada
2020,19674,PREGÃO ELETRONICO,18/2020,136,"Registro de preços de material de construção  III, para reparos, manutenção e restauração em vias públicas da cidade",Homologada
2020,19692,TOMADA DE PREÇO,18/2020,153,"Contratação de empresa para elaboração de projeto de recuperação de área degradada por Resíduos Sólidos Urbanos, de acordo com Termo de Referência, Licença de Operação nº278/2020/FEPAM",Homologada
2020,19604,DISPENSA DE LICITAÇÃO,19/2020,70,PRESTAÇÃO DE SERVIÇOS NA ÁREA DA SAÚDE,Homologada
2020,19675,PREGÃO ELETRONICO,19/2020,137,"Aquisição veículo modelo furgão, zero quilometro, devidamente transformado em ambulância, para a Secretaria da Saúde",Homologada
2020,19619,PREGÃO PRESENCIAL,19/2020,82,"RP de óculos simples e bifocal, para serem dispensados aos pacientes do SUS, cadastrados juntos ao CEMAE",Homologada
2020,19718,TOMADA DE PREÇO,19/2020,179,"Contratação de empresa especializada do ramo de Engenharia Civil para execução de obra da reforma  do ESF 11, situado na Rua dos Andradas nº 640, Vila Jaguari.",Deserta
2020,19621,PREGÃO PRESENCIAL,20/2020,84,"Registro de preços de uniformes e EPIs, destinados ao uso do efetivo do 3° Pelotão de Bombeiros Milita",Homologada
2020,19605,DISPENSA DE LICITAÇÃO,20/2020,71,PRESTAÇÃO DE SERVIÇOS DE INFORMÁTICA - EMULAÇÃO DE TERMINAL E IMPRESSA E SERVIÇO DE REDE ESPECIALIZADA.,Homologada
2020,19681,PREGÃO ELETRONICO,20/2020,142,"Registro de preço de Cargas de Oxigênio Medicinal, destinados aos pacientes usuários do SUS, portadores de insuficiência pulmonar que fazem acompanhamento domiciliar, ambulâncias e Programa SAMU",Revogada
2020,19727,TOMADA DE PREÇO,20/2020,188,"Contratação de empresa especializada do ramo de Engenharia Civil para execução de obra de revitalização do Parque Missioneiro do Horto Florestal, convênio nº 870724/2018/Ministério do Turismo/Caixa,",Homologada
2020,19613,DISPENSA DE LICITAÇÃO,21/2020,76,Aquisição de material de acondicionamento e embalagem destinado a doação de alimentos às pessoas em situação de vulnerabilidade social em decorrência do COVID-19.,Homologada
2020,19637,PREGÃO PRESENCIAL,21/2020,99,Registro de preço de tintas e materiais para sinalização viária para as vias públicas do município,Homologada
2020,19682,PREGÃO ELETRONICO,21/2020,143,"Registro de preços de concreto usinado, para uso em reparos, manutenção e restauração em vias públicas da cidade",Homologada
2020,19731,TOMADA DE PREÇO,21/2020,192,"Contratação de empresa para execução de pavimentação com pedras irregulares,a Rua Santos Reis no seguinte trecho:\r\n- Rua Engenheiro Manoel L. Fagundes até 289,57m da Rua Manoel A. Fronner, São Borja  RS, totalizando uma área de 4.938,26m². Despesa será oriundo do Contrato de Repasse nº 885423/2019/MDR/CAIXA.",Homologada
2020,19614,DISPENSA DE LICITAÇÃO,22/2020,77,"Aquisição de EPIs para uso dos profissionais da Secretaria visando sua prevenção e proteção contra o COVID-19 quando do desempenho de suas atividades, melhor descrito no Termo de Referência e demais documentos que integram o pedido.",Homologada
2020,19691,PREGÃO PRESENCIAL,22/2020,152,"Registro de preço de material hidráulico, para manutenção nas redes de esgoto da Prefeitura Municipal e unidades subordinadas.",Em Andamento
2020,19683,PREGÃO ELETRONICO,22/2020,144,"Aquisição veículo novo, tipo automóvel Sedan, zero quilômetro, para ser utilizado pela Secretaria da Saúde. Proposta nº 10610.784000/1190-02/Ministério da Saúde, termo de referência e laudo técnico nº 203/2020.",Homologada
2020,19734,TOMADA DE PREÇO,22/2020,195,"Contratação de empresa para execução de pavimentação com pedras irregulares, terraplanagem, drenagem pluvial, passeios com acessibilidade e sinalização viária na Rua Viriato Vargas, trecho entre a Rua Gustavo Sampaio até a Rua Frei Caneca, São Borja, RS, totalizando uma área de 4.009,84m², de acordo com Termo de Referência, Memorial Descritivo, projeto e planilhas, anexas, conforme contrato de repasse nº 894.064/2019/MDR/Caixa, recurso 1298.",Homologada
2020,19615,DISPENSA DE LICITAÇÃO,23/2020,78,Aquisição de peças para veículos utilizados nas ações de combate e prevenção do COVID-19.,Homologada
2020,19737,TOMADA DE PREÇO,23/2020,198,"Contratação de empresa especializada do ramo de Engenharia Civil para execução de obra de reforma  do Prédio do CAPS I  Caio Escobar, situado na Rua Eddie Freire Nunes, nº 496, em São Borja/RS.",Deserta
2020,19684,PREGÃO ELETRONICO,23/2020,145,"Registro de preço de baterias novas, destinada a frota municipal.",Homologada
2020,19705,PREGÃO PRESENCIAL,23/2020,166,"Registro de preços de gêneros alimentícios perecíveis - V, para todas as secretarias.",Homologada
2020,19707,PREGÃO PRESENCIAL,24/2020,168,"Registro de preço de gêneros alimentícios perecíveis  VI, para todas as secretarias,",Homologada
2020,19747,TOMADA DE PREÇO,24/2020,208,"Contratação de empresa para execução de pavimentação com pedras irregulares, na Rua Tupi Caldas, trecho:\r\n- Rua Henrique Dias até Rua Floriano Peixoto, São Borja  RS, totalizando uma área de 2.007,98m²  Contrato de Repasse nº 889.192/2019/MDR/CAIXA.",Homologada
2020,19616,DISPENSA DE LICITAÇÃO,24/2020,79,"Aquisição de equipamentos destinados a melhoria, manutenção e conservação de máquinas junto ao CRAS, a fim de propiciar melhorias no atendimento e orientação aos usuários do serviços de assistência social no combate e prevenção do COVID-19, melhor descrito no Termo de Referência e demais documentos que integram o pedido.",Homologada
2020,19685,PREGÃO ELETRONICO,24/2020,146,"RP de material educativo e esportivo - I, destinado ao uso nas atividades do CAPS AD III, CAPS I, NASF, CER e PIM.",Homologada
2020,19748,TOMADA DE PREÇO,25/2020,209,"Contratação de empresa para execução de pavimentação com pedras irregulares, na Rua Cristóvão Colombo, trecho:\r\n- Rua Pedro Américo até Rua Carlos Gomes, São Borja  RS, totalizando uma área de 2.261,00m².  Contrato de Repasse nº 894.073/2019/MDR/CAIXA.",Homologada
2020,19686,PREGÃO ELETRONICO,25/2020,147,"RP de material educativo e esportivo - II, destinado ao uso nas atividades do CAPS AD III, CAPS I, NASF, CER e PIM.",Homologada
2020,19617,DISPENSA DE LICITAÇÃO,25/2020,80,Aquisição de equipamentos destinados a melhorias na estruturação dos serviços ofertados pelos CRAS e CREAS.,Homologada
2020,19712,PREGÃO PRESENCIAL,25/2020,173,"Registro de preço de material hidráulico, para manutenção nas redes de esgoto da Prefeitura Municipal e unidades subordinadas",Homologada
2020,19687,PREGÃO ELETRONICO,26/2020,148,"RP de material educativo e esportivo - III, destinado ao uso nas atividades do CAPS AD III, CAPS I, NASF, CER e PIM.",Homologada
2020,19620,DISPENSA DE LICITAÇÃO,26/2020,83,"Aquisição de uniformes (conjunto pijama cirúrgico, manga curta, 100% algodão, na cor bege, com bolso na camisa), para uso dos profissionais da área da saúde que estão na linha de frente ao combate e à prevenção da Covid-19",Homologada
2020,19721,PREGÃO PRESENCIAL,26/2020,182,Registro de preço de locação de máquinas para execução de serviços dentro do perímetro urbano e rural do município.,Em Andamento
2020,19694,PREGÃO ELETRONICO,27/2020,155,"Registro de preço de medicamentos  - I, destinados a distribuição aos pacientes usuários do SUS.",Homologada
2020,19622,DISPENSA DE LICITAÇÃO,27/2020,85,"Aquisição de Material para manutenção do veículo Placas IVE 3571 Ford Transit ano 2013, utilizado pela Secretaria de Desenvolvimento Social nas ações de combate e prevenção do COVID-19, melhor descrito no Termo de Referência e demais documentos que integram o pedido.",Homologada
2020,19735,PREGÃO PRESENCIAL,27/2020,196,"REGISTRO DE PREÇOS para Aquisição de Complementos Alimentares (cestas básicas), destinadas as doação no exercício 2020/2021, nos Centros de Referência de Assistência Social (CRAS)",Homologada
2020,19755,PREGÃO PRESENCIAL,28/2020,216,"Aquisição de equipamento de processamento de dados (tabletes), destinados aos Agentes Comunitários de Saúde",Homologada
2020,19623,DISPENSA DE LICITAÇÃO,28/2020,86,Dispensa de licitação para celebração de convênio visando o repasse de auxílio financeiro emergencial oriundo da União (Lei Federal nº 13.995/2020) destinado ao combate e prevenção do COVID-19.,Homologada
2020,19695,PREGÃO ELETRONICO,28/2020,156,"Registro de preço de medicamentos  - II, destinados a distribuição aos pacientes usuários do SUS",Homologada
2020,19700,PREGÃO ELETRONICO,29/2020,161,"contratação de empresa para realizar serviço de monitoramento eletrônico (alarme monitoramento e circuito fechado de televisão) e visita/vistoria  aos chamados de disparo/detecção de alarmes, compreendendo monitoramento de imagens e de alarmes, instalação e manutenção com fornecimento de equipamento em comodato para atender as necessidades da Prefeitura Municipal de São Borja",Homologada
2020,19624,DISPENSA DE LICITAÇÃO,29/2020,87,"Dispensa de licitação para reforma e restauração de beiral junto ao prédio do CRAS Centro, anexo a Casa de Acolhida, conforme termo de referência e documentos anexos.",Homologada
2020,19702,PREGÃO ELETRONICO,30/2020,163,"Aquisição de descascador de mandioca, equipamento para a  Agroindústria Familiar, Convênio FPE 1499/2018.",Homologada
2020,19630,DISPENSA DE LICITAÇÃO,30/2020,92,Aquisição de equipamentos (estabilizador modelo C) destinado a melhoria na estruturação dos serviços ofertados pelos CRAS e CREAS.,Homologada
2020,19704,PREGÃO ELETRONICO,31/2020,165,"Registro de preços de gêneros alimentícios IIII, para todas as secretarias.",Homologada
2020,19631,DISPENSA DE LICITAÇÃO,31/2020,93,Aquisição de equipamentos (mobiliário em geral e demais aparelhos e utensílios domésticos) destinados a melhorias na estruturação dos serviços ofertados pelos CRAS e CREAS.,Homologada
2020,19706,PREGÃO ELETRONICO,32/2020,167,"registro de preço de gêneros alimentícios  IV para todas as secretarias,",Homologada
2020,19634,DISPENSA DE LICITAÇÃO,32/2020,96,"Aquisição de peças para conserto do veículo CITROEN JUMPER VTR, Placas ISA 6994, utilizado nas ações de combate e prevenção do COVID-19, com fornecimento de mão de obra, melhor descrito no Termo de Referência e demais documentos que integram o pedido.",Homologada
2020,19636,DISPENSA DE LICITAÇÃO,33/2020,98,"Aquisição de 8 monitores de vídeo, modelo C  2018, para o Centro de Triagem e Vigilância da Secretaria Municipal da Saúde, necessários para a continuidade do atendimento adequado e satisfatório aos munícipes no que diz respeito a prevenção e combate do COVID-19.",Homologada
2020,19708,PREGÃO ELETRONICO,33/2020,169,"Registro de preço contratação de empresa para serviços de arbitragem de jogos oficiais para a realização do Campeonato de Futebol Amador de São Borja, Jogos da Primavera e demais eventos esportivos",Homologada
2020,19638,DISPENSA DE LICITAÇÃO,34/2020,100,"Aquisição de materiais de limpeza e higienização destinados as Unidades de Saúde da Secretaria, para uso dos profissionais e usuários dos sus nos cuidados de higiene individual no enfrentamento ao COVID-19, melhor descritas no Termo de Referência e demais documentos que integram o devido processo de Dispensa.",Homologada
2020,19713,PREGÃO ELETRONICO,34/2020,174,Registro de preços de material para manutenção nas viaturas pesadas utilizadas pelo Parque de Máquinas,Homologada
2020,19715,PREGÃO ELETRONICO,35/2020,176,Aquisição de MONITORES para unidades da SMS,Homologada
2020,19639,DISPENSA DE LICITAÇÃO,35/2020,101,"Aquisição de medicamentos destinados aos pacientes que procuram atendimento no Centro de Triagem ao COVID-19, melhor descritas no Termo de Referência e demais documentos que integram o devido processo de Dispensa.",Homologada
2020,19716,PREGÃO ELETRONICO,36/2020,177,"Registro de preços de testes rápidos para o COVID-19, destinados ao Laboratório Municipal de Fronteira e Centro de Triagem, para os usuários do SUS,",Homologada
2020,19641,DISPENSA DE LICITAÇÃO,36/2020,103,"Aquisição de material de cama, mesa e banho para o uso do público em situação  de abrigamento, e ou rua e vulnerabilidade social em virtude do  COVID-19.",Homologada
2020,19717,PREGÃO ELETRONICO,37/2020,178,"Aquisição de álcool gel, destinados s profissionais e alunos no retorno das aulas nas Escolas Municipais  Programa Saúde na Escola",Homologada
2020,19642,DISPENSA DE LICITAÇÃO,37/2020,104,"Espaço de publicidade no jornal de Tânia Maria fragoso -ME- O Regional, com anúncio de uma página, visando a divulgação de conteúdo elaborado pela Secretaria Municipal de Saúde, de modo a levar informações de conscientização sobre medidas de prevenção e enfrentamento ao COVID-19, melhor descritas no Termo de Referência e demais documentos que integram o devido processo de Dispensa.",Homologada
2020,19645,DISPENSA DE LICITAÇÃO,38/2020,107,"Aquisição de materiais ambulatoriais destinados ao Centro de Triagem e Apoio, em prevenção e combate ao COVID-19, melhor descritas no Termo de Referência e demais documentos que integram o devido processo de Dispensa.",Homologada
2020,19719,PREGÃO ELETRONICO,38/2020,180,"Registro de preço de materiais de limpeza e produtos de higienização  I, para uso nas dependências da Prefeitura Municipal de São Borja",Homologada
2020,19646,DISPENSA DE LICITAÇÃO,39/2020,108,"A contratação de uma empresa para fornecimento de testes destinados aos profissionais de saúde e pacientes que necessitam de comprovação através de testes rápidos, nas ações de combate e prevenção da COVID-19, melhor descritas no Termo de Referência e demais documentos que integram o devido processo de Dispensa.",Homologada
2020,19720,PREGÃO ELETRONICO,39/2020,181,"Registro de preço de materiais de limpeza e produtos de higienização  II, para uso nas dependências da Prefeitura Municipal de São Borja",Homologada
2020,19722,PREGÃO ELETRONICO,40/2020,183,Registro de preços de materiais elétricos - I.,Em Andamento
2020,19649,DISPENSA DE LICITAÇÃO,40/2020,111,"A Contratação de laboratório para prestação de serviços em exames laboratoriais destinados aos usuários do SUS, para assegurar a liberação precoce e alta de isolamento com segurança em casos atípicos descritas no Termo de Referência e demais documentos que integram o devido processo de Dispensa.",Homologada
2020,19650,DISPENSA DE LICITAÇÃO,41/2020,112,"A Contratação da empresa para fornecimento de alimentos ricos em proteínas destinados aos idosos em acolhimento institucional junto ao Asilo São Vicente de Paula, melhor descritas no Termo de Referência e demais documentos que integram o devido processo de Dispensa.",Homologada
2020,19723,PREGÃO ELETRONICO,41/2020,184,Registro de preços de materiais elétricos - II,Homologada
2020,19724,PREGÃO ELETRONICO,42/2020,185,Registro de preços de materiais elétricos - III,Homologada
2020,19651,DISPENSA DE LICITAÇÃO,42/2020,113,"A Contratação da empresa para fornecimento de alimentos ricos em proteínas destinados aos idosos em acolhimento institucional junto ao Asilo São Vicente de Paula, melhor descritas no Termo de Referência e demais documentos que integram o devido processo de Dispensa.",Homologada
2020,19725,PREGÃO ELETRONICO,43/2020,186,"Registro de preços de Macacão de Segurança Tyvek (EPIs), destinado aos profissionais de saúde do SAMU da SMS.",Homologada
2020,19652,DISPENSA DE LICITAÇÃO,43/2020,114,"Aquisição do medicamento  destinados aos pacientes que procuram atendimento no Centro de Triagem ao COVID-19, melhor descritas no Termo de Referência e demais documentos que integram o devido processo de Dispensa.",Homologada
2020,19736,PREGÃO ELETRONICO,44/2020,197,"Aquisição de cadeiras odontológicas completa destinados ao CEO, ESFs e Centro de Atendimento a Saúde",Homologada
2020,19654,DISPENSA DE LICITAÇÃO,44/2020,116,"A Contratação de laboratório para prestação de serviços em exames laboratoriais destinados aos pacientes acamados do Programa Melhor em Casa, para  atender as demandas devido a pandemia do Covid-19 descritas no Termo de Referência e demais documentos que integram o devido processo de Dispensa.",Homologada
2020,19655,DISPENSA DE LICITAÇÃO,45/2020,117,"Dispensa de licitação para custeio de ações e serviços públicos de saúde para o enfrentamento da emergência de saúde pública decorrente do COVID-19, que será realizado em ação conjunta entre o ente Público Municipal e Fundação Ivan Goulart, melhor descritas no Termo de Referência e demais documentos que integram o devido processo de Dispensa, conforme parecer jurídico.",Homologada
2020,19743,PREGÃO ELETRONICO,45/2020,204,"Registro de preço material gráfico - I, destinado ao uso nas atividades de todas as secretarias",Homologada
2020,19745,PREGÃO ELETRONICO,46/2020,206,"Registro de preço material gráfico - II, destinado ao uso nas atividades de todas as secretarias.",Homologada
