cnpj,nome_credor,territorial_class,instituicao,empenho,funcao,subfuncao,programa,acao,rubrica,recurso,data,pago_R$
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,3 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-01-19,0.98
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,13 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-01-27,60.61
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,15 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-01-27,5.41
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,25 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-02-10,19.52
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,26 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-02-10,26.16
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,28 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-02-19,0.98
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,31 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-02-23,1.74
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,38 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-02-27,58.76
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,44 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-02-27,7.26
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,47 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-03-02,13.08
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,49 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-03-02,2.25
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,54 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-03-10,45.68
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,58 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-03-19,0.98
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,61 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-03-23,5.41
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,68 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-03-25,58.76
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,71 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-03-27,1.85
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,76 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-04-06,1.25
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,82 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-04-08,45.68
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,88 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-04-24,45.68
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,92 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-04-29,7.26
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,97 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-05-04,2.61
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,100 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-05-05,14.25
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,107 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-05-06,26.54
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,108 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-05-07,19.52
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,110 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-05-12,0.98
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,116 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-05-20,46.06
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,120 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-05-25,1.85
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,122 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-05-27,5.41
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,128 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-06-01,13.27
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,134 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-06-02,28.03
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,135 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-06-10,9.76
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,142 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-06-23,46.06
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,148 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-06-25,7.34
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,150 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-07-01,0.98
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,153 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-07-02,13.27
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,160 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-07-07,46.06
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,162 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-07-21,2.61
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,167 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-07-22,46.06
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,171 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-07-23,5.41
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,173 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-07-24,1.93
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,178 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-07-31,13.27
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,182 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-08-03,13.27
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,188 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-08-11,46.06
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,189 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-08-11,1.93
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,191 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-08-24,5.41
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,200 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos",2026-08-25,48.71
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,AG MUN DE REG DOS SERV PUB DELEGADOS DE SÃO BORJA,203 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,REGULAÇÃO DA AGESB,REGULAÇÃO E MANUTENÇÃO DA AGESB,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,AGÊNCIA MUNIC. SERV. PÚBLICOS - AGESB,2026-08-26,0.98
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,PREFEITURA MUNICIPAL DE SÃO BORJA,114 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,APOIO ADMINISTRATIVO,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,RECURSO LIVRE,2026-01-05,175.57
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,PREFEITURA MUNICIPAL DE SÃO BORJA,116 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,APOIO ADMINISTRATIVO,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,RECURSO LIVRE,2026-01-06,21.56
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,PREFEITURA MUNICIPAL DE SÃO BORJA,122 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,APOIO ADMINISTRATIVO,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,RECURSO LIVRE,2026-01-07,26.16
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,PREFEITURA MUNICIPAL DE SÃO BORJA,123 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,APOIO ADMINISTRATIVO,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,RECURSO LIVRE,2026-01-07,76.35
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,PREFEITURA MUNICIPAL DE SÃO BORJA,124 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,APOIO ADMINISTRATIVO,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,RECURSO LIVRE,2026-01-07,13.08
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,PREFEITURA MUNICIPAL DE SÃO BORJA,126 / 2026,URBANISMO,INFRA-ESTRUTURA URBANA,DESENVOLVIMENTO DA INFRA-ESTRUTURA URBAN,MANUTENÇÃO DO FUNDO MUNICIPAL DE ILUMINA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,FUNDO MUNICIPAL DE ILUMINAÇÃO PÚBLICA,2026-01-07,13.08
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,PREFEITURA MUNICIPAL DE SÃO BORJA,127 / 2026,SEGURANÇA PÚBLICA,POLICIAMENTO,SEGURANÇA DO CIDADÃO,MANUTENÇÃO DOS SERVIÇOS DE SEGURANÇA NO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,Recursos Vinculados a Fundos,2026-01-07,13.08
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,PREFEITURA MUNICIPAL DE SÃO BORJA,135 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,APOIO ADMINISTRATIVO,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,RECURSO LIVRE,2026-01-08,13.08
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,PREFEITURA MUNICIPAL DE SÃO BORJA,136 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,APOIO ADMINISTRATIVO,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,RECURSO LIVRE,2026-01-08,47.45
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,PREFEITURA MUNICIPAL DE SÃO BORJA,137 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,APOIO ADMINISTRATIVO,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,RECURSO LIVRE,2026-01-08,130.8
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,PREFEITURA MUNICIPAL DE SÃO BORJA,138 / 2026,URBANISMO,INFRA-ESTRUTURA URBANA,DESENVOLVIMENTO DA INFRA-ESTRUTURA URBAN,MANUTENÇÃO DO FUNDO MUNICIPAL DE ILUMINA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,FUNDO MUNICIPAL DE ILUMINAÇÃO PÚBLICA,2026-01-08,13.08
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,PREFEITURA MUNICIPAL DE SÃO BORJA,140 / 2026,ASSISTÊNCIA SOCIAL,ASSISTÊNCIA COMUNITÁRIA,SEGURANÇA ALIMENTAR E NUTRICIONAL,MANUTENÇÃO DO RESTAURANTE POPULAR,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,RESTAURANTE POPULAR-FMAS,2026-01-08,39.24
00000000018724,BANCO DO BRASIL S/A,LOCAL_EXACT_ACTIVE,PREFEITURA MUNICIPAL DE SÃO BORJA,183 / 2026,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,APOIO ADMINISTRATIVO,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,RECURSO LIVRE,2026-01-09,112.16
