item,cluster_id,descricao_item,quantidade,rank_final,cnpj,nome_participante,status_final,valor_global_final_R$,valor_unitario_final_R$,territorial_class,geo_tier,uf,municipio,root_local_active_count,winner_cnpj,winner_geo_tier,winner_value_global_R$,premium_vs_winner_pct
41,T03,"CABO FLEXiVEL 16,00 MM 0,6/1KV - PRETO, ATOX",1500,5,39538437000119,UTILAR COMERCIO DE FERRAGEM LTDA,Classificado,256755.0,171.17,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ITAQUI,0,05117514000145,RS_OTHER,28500.0,800.8947
41,T03,"CABO FLEXiVEL 16,00 MM 0,6/1KV - PRETO, ATOX",1500,6,11175931000147,MASTERFER COMERCIO DE FERRAGENS LTDA,Classificado,15000000.0,10000.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ERECHIM,0,05117514000145,RS_OTHER,28500.0,52531.5789
41,T03,"CABO FLEXiVEL 16,00 MM 0,6/1KV - PRETO, ATOX",1500,7,17379156000128,JOÃO BATISTA SANCHES SILVA E CIA LTDA,Desclassificado,10140.0,6.76,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ALEGRETE,0,05117514000145,RS_OTHER,28500.0,
41,T03,"CABO FLEXiVEL 16,00 MM 0,6/1KV - PRETO, ATOX",1500,8,28927340000181,COMERCIAL DE TINTAS SANTO ANTONIO LTDA,Desclassificado,10350.0,6.9,LOCAL_EXACT_ACTIVE,SAO_BORJA,RS,SAO BORJA,2,05117514000145,RS_OTHER,28500.0,
49,T06,"CABO MULTIPLEX 4 X 16,00 MM 1KV - ALUMiNIO",3820,1,64436697000120,ILUMINA GOIAS ILUMINACAO LTDA,Arrematante,25441.2,6.66,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,GO,NEROPOLIS,0,64436697000120,OTHER_UF,25441.2,0.0
49,T06,"CABO MULTIPLEX 4 X 16,00 MM 1KV - ALUMiNIO",3820,2,13338681000144,COMERCIAL SPONCHIADO LTDA,Classificado,25517.6,6.68,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,FREDERICO WESTPHALEN,0,64436697000120,OTHER_UF,25441.2,0.3003
49,T06,"CABO MULTIPLEX 4 X 16,00 MM 1KV - ALUMiNIO",3820,3,60699174000116,60.699.174 ALANA GABRIELLI SANTOS ARAUJO,Classificado,27274.8,7.14,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,PORTAO,0,64436697000120,OTHER_UF,25441.2,7.2072
49,T06,"CABO MULTIPLEX 4 X 16,00 MM 1KV - ALUMiNIO",3820,4,50246619000159,D33D COMERCIO LTDA,Classificado,27771.4,7.27,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,RJ,NOVA FRIBURGO,0,64436697000120,OTHER_UF,25441.2,9.1592
49,T06,"CABO MULTIPLEX 4 X 16,00 MM 1KV - ALUMiNIO",3820,5,37683566000175,TIAGO TURCHETTO PESSOTTO,Classificado,32852.0,8.6,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,TAQUARUCU DO SUL,0,64436697000120,OTHER_UF,25441.2,29.1291
49,T06,"CABO MULTIPLEX 4 X 16,00 MM 1KV - ALUMiNIO",3820,6,61772337000101,SOUZA & RICETTI ESTRATEGIA PUBLICA LTDA,Classificado,33616.0,8.8,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,PR,CURITIBA,0,64436697000120,OTHER_UF,25441.2,32.1321
49,T06,"CABO MULTIPLEX 4 X 16,00 MM 1KV - ALUMiNIO",3820,7,49392317000290,SOLARSERV PC MATERIAIS E SOLUCOES FOTOVOLTAICAS LTDA,Classificado,34150.8,8.94,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,SC,FLORIANOPOLIS,0,64436697000120,OTHER_UF,25441.2,34.2342
49,T06,"CABO MULTIPLEX 4 X 16,00 MM 1KV - ALUMiNIO",3820,8,56004897000186,TRIUNFO ILUMINACAO LTDA,Classificado,36022.6,9.43,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,GO,GOIANIA,0,64436697000120,OTHER_UF,25441.2,41.5916
49,T06,"CABO MULTIPLEX 4 X 16,00 MM 1KV - ALUMiNIO",3820,9,05117514000145,Instalart Materiais Elétricos LTDA,Classificado,37436.0,9.8,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ESPUMOSO,0,64436697000120,OTHER_UF,25441.2,47.1471
49,T06,"CABO MULTIPLEX 4 X 16,00 MM 1KV - ALUMiNIO",3820,10,21867049000116,USIFER - TERMO CONEXOES LTDA,Classificado,37779.8,9.89,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,MG,POCOS DE CALDAS,0,64436697000120,OTHER_UF,25441.2,48.4985
49,T06,"CABO MULTIPLEX 4 X 16,00 MM 1KV - ALUMiNIO",3820,11,28927340000181,COMERCIAL DE TINTAS SANTO ANTONIO LTDA,Classificado,37894.4,9.92,LOCAL_EXACT_ACTIVE,SAO_BORJA,RS,SAO BORJA,2,64436697000120,OTHER_UF,25441.2,48.9489
49,T06,"CABO MULTIPLEX 4 X 16,00 MM 1KV - ALUMiNIO",3820,12,23143410000197,DFER DISTRIBUIDORA DE FERRAGENS LTDA,Classificado,38849.4,10.17,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,PELOTAS,0,64436697000120,OTHER_UF,25441.2,52.7027
49,T06,"CABO MULTIPLEX 4 X 16,00 MM 1KV - ALUMiNIO",3820,13,46423434000103,ATRIUM INDUSTRIA E COMERCIO DE FERRAGENS LTDA,Classificado,41294.2,10.81,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ERECHIM,0,64436697000120,OTHER_UF,25441.2,62.3123
49,T06,"CABO MULTIPLEX 4 X 16,00 MM 1KV - ALUMiNIO",3820,14,55073244000196,KP MATERIAIS ELETRICO E CONSTRUCAO LTDA,Classificado,43013.2,11.26,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,MT,CUIABA,0,64436697000120,OTHER_UF,25441.2,69.0691
49,T06,"CABO MULTIPLEX 4 X 16,00 MM 1KV - ALUMiNIO",3820,15,52299446000162,LUX COMERCIAL LTDA,Classificado,57300.0,15.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,SALVADOR DO SUL,0,64436697000120,OTHER_UF,25441.2,125.2252
49,T06,"CABO MULTIPLEX 4 X 16,00 MM 1KV - ALUMiNIO",3820,16,01189295000159,Ricardo Ferreira de Carvalho,Classificado,95500.0,25.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,PORTO ALEGRE,0,64436697000120,OTHER_UF,25441.2,275.3754
49,T06,"CABO MULTIPLEX 4 X 16,00 MM 1KV - ALUMiNIO",3820,17,11175931000147,MASTERFER COMERCIO DE FERRAGENS LTDA,Classificado,38200000.0,10000.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ERECHIM,0,64436697000120,OTHER_UF,25441.2,150050.1502
78,T07,CABO FLEXiVEL DE COBRE 6MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,1,17379156000128,JOÃO BATISTA SANCHES SILVA E CIA LTDA,Arrematante,6960.0,1.74,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ALEGRETE,0,17379156000128,RS_OTHER,6960.0,0.0
78,T07,CABO FLEXiVEL DE COBRE 6MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,2,47812320000100,CBX COMERCIAL IMPORTADORA LTDA,Classificado,7040.0,1.76,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,SP,SAO PAULO,0,17379156000128,RS_OTHER,6960.0,1.1494
78,T07,CABO FLEXiVEL DE COBRE 6MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,3,37683566000175,TIAGO TURCHETTO PESSOTTO,Classificado,11400.0,2.85,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,TAQUARUCU DO SUL,0,17379156000128,RS_OTHER,6960.0,63.7931
78,T07,CABO FLEXiVEL DE COBRE 6MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,4,32246085000189,R. BUSETTO & F. KRUGER LTDA,Classificado,16000.0,4.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ERECHIM,0,17379156000128,RS_OTHER,6960.0,129.8851
78,T07,CABO FLEXiVEL DE COBRE 6MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,5,32005178000111,EMGESA EMPRESA DE GERENCIAMENTO DE SOBRESSALENTES E AUTOMACAO EIRELI,Classificado,16800.0,4.2,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,SP,SAO PAULO,0,17379156000128,RS_OTHER,6960.0,141.3793
78,T07,CABO FLEXiVEL DE COBRE 6MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,6,01189295000159,Ricardo Ferreira de Carvalho,Classificado,16800.0,4.2,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,PORTO ALEGRE,0,17379156000128,RS_OTHER,6960.0,141.3793
78,T07,CABO FLEXiVEL DE COBRE 6MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,7,50246619000159,D33D COMERCIO LTDA,Classificado,17160.0,4.29,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,RJ,NOVA FRIBURGO,0,17379156000128,RS_OTHER,6960.0,146.5517
78,T07,CABO FLEXiVEL DE COBRE 6MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,8,05117514000145,Instalart Materiais Elétricos LTDA,Classificado,24000.0,6.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ESPUMOSO,0,17379156000128,RS_OTHER,6960.0,244.8276
78,T07,CABO FLEXiVEL DE COBRE 6MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,9,21867049000116,USIFER - TERMO CONEXOES LTDA,Classificado,26800.0,6.7,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,MG,POCOS DE CALDAS,0,17379156000128,RS_OTHER,6960.0,285.0575
78,T07,CABO FLEXiVEL DE COBRE 6MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,10,28927340000181,COMERCIAL DE TINTAS SANTO ANTONIO LTDA,Classificado,32400.0,8.1,LOCAL_EXACT_ACTIVE,SAO_BORJA,RS,SAO BORJA,2,17379156000128,RS_OTHER,6960.0,365.5172
78,T07,CABO FLEXiVEL DE COBRE 6MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,11,52299446000162,LUX COMERCIAL LTDA,Classificado,60000.0,15.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,SALVADOR DO SUL,0,17379156000128,RS_OTHER,6960.0,762.069
78,T07,CABO FLEXiVEL DE COBRE 6MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,12,11175931000147,MASTERFER COMERCIO DE FERRAGENS LTDA,Classificado,40000000.0,10000.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ERECHIM,0,17379156000128,RS_OTHER,6960.0,574612.6437
79,T07,CABO FLEXiVEL DE COBRE 6MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM. A autenticidade do documento pode ser verificada no site https://validaarquivo.portaldecompraspublicas.com.br Documento gerado eletronicamente no Portal de Compras Públicas em 25/08/2026 às 14:44:29. Código verificador: 176D2C9 Página 167 de 229,4000,1,17379156000128,JOÃO BATISTA SANCHES SILVA E CIA LTDA,Arrematante,6960.0,1.74,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ALEGRETE,0,17379156000128,RS_OTHER,6960.0,0.0
79,T07,CABO FLEXiVEL DE COBRE 6MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM. A autenticidade do documento pode ser verificada no site https://validaarquivo.portaldecompraspublicas.com.br Documento gerado eletronicamente no Portal de Compras Públicas em 25/08/2026 às 14:44:29. Código verificador: 176D2C9 Página 167 de 229,4000,2,47812320000100,CBX COMERCIAL IMPORTADORA LTDA,Classificado,7040.0,1.76,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,SP,SAO PAULO,0,17379156000128,RS_OTHER,6960.0,1.1494
79,T07,CABO FLEXiVEL DE COBRE 6MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM. A autenticidade do documento pode ser verificada no site https://validaarquivo.portaldecompraspublicas.com.br Documento gerado eletronicamente no Portal de Compras Públicas em 25/08/2026 às 14:44:29. Código verificador: 176D2C9 Página 167 de 229,4000,3,37683566000175,TIAGO TURCHETTO PESSOTTO,Classificado,11400.0,2.85,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,TAQUARUCU DO SUL,0,17379156000128,RS_OTHER,6960.0,63.7931
79,T07,CABO FLEXiVEL DE COBRE 6MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM. A autenticidade do documento pode ser verificada no site https://validaarquivo.portaldecompraspublicas.com.br Documento gerado eletronicamente no Portal de Compras Públicas em 25/08/2026 às 14:44:29. Código verificador: 176D2C9 Página 167 de 229,4000,4,32246085000189,R. BUSETTO & F. KRUGER LTDA,Classificado,16000.0,4.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ERECHIM,0,17379156000128,RS_OTHER,6960.0,129.8851
79,T07,CABO FLEXiVEL DE COBRE 6MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM. A autenticidade do documento pode ser verificada no site https://validaarquivo.portaldecompraspublicas.com.br Documento gerado eletronicamente no Portal de Compras Públicas em 25/08/2026 às 14:44:29. Código verificador: 176D2C9 Página 167 de 229,4000,5,32005178000111,EMGESA EMPRESA DE GERENCIAMENTO DE SOBRESSALENTES E AUTOMACAO EIRELI,Classificado,16800.0,4.2,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,SP,SAO PAULO,0,17379156000128,RS_OTHER,6960.0,141.3793
79,T07,CABO FLEXiVEL DE COBRE 6MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM. A autenticidade do documento pode ser verificada no site https://validaarquivo.portaldecompraspublicas.com.br Documento gerado eletronicamente no Portal de Compras Públicas em 25/08/2026 às 14:44:29. Código verificador: 176D2C9 Página 167 de 229,4000,6,50246619000159,D33D COMERCIO LTDA,Classificado,17160.0,4.29,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,RJ,NOVA FRIBURGO,0,17379156000128,RS_OTHER,6960.0,146.5517
79,T07,CABO FLEXiVEL DE COBRE 6MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM. A autenticidade do documento pode ser verificada no site https://validaarquivo.portaldecompraspublicas.com.br Documento gerado eletronicamente no Portal de Compras Públicas em 25/08/2026 às 14:44:29. Código verificador: 176D2C9 Página 167 de 229,4000,7,05117514000145,Instalart Materiais Elétricos LTDA,Classificado,24000.0,6.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ESPUMOSO,0,17379156000128,RS_OTHER,6960.0,244.8276
79,T07,CABO FLEXiVEL DE COBRE 6MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM. A autenticidade do documento pode ser verificada no site https://validaarquivo.portaldecompraspublicas.com.br Documento gerado eletronicamente no Portal de Compras Públicas em 25/08/2026 às 14:44:29. Código verificador: 176D2C9 Página 167 de 229,4000,8,01189295000159,Ricardo Ferreira de Carvalho,Classificado,26000.0,6.5,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,PORTO ALEGRE,0,17379156000128,RS_OTHER,6960.0,273.5632
79,T07,CABO FLEXiVEL DE COBRE 6MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM. A autenticidade do documento pode ser verificada no site https://validaarquivo.portaldecompraspublicas.com.br Documento gerado eletronicamente no Portal de Compras Públicas em 25/08/2026 às 14:44:29. Código verificador: 176D2C9 Página 167 de 229,4000,9,21867049000116,USIFER - TERMO CONEXOES LTDA,Classificado,26800.0,6.7,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,MG,POCOS DE CALDAS,0,17379156000128,RS_OTHER,6960.0,285.0575
79,T07,CABO FLEXiVEL DE COBRE 6MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM. A autenticidade do documento pode ser verificada no site https://validaarquivo.portaldecompraspublicas.com.br Documento gerado eletronicamente no Portal de Compras Públicas em 25/08/2026 às 14:44:29. Código verificador: 176D2C9 Página 167 de 229,4000,10,28927340000181,COMERCIAL DE TINTAS SANTO ANTONIO LTDA,Classificado,32400.0,8.1,LOCAL_EXACT_ACTIVE,SAO_BORJA,RS,SAO BORJA,2,17379156000128,RS_OTHER,6960.0,365.5172
79,T07,CABO FLEXiVEL DE COBRE 6MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM. A autenticidade do documento pode ser verificada no site https://validaarquivo.portaldecompraspublicas.com.br Documento gerado eletronicamente no Portal de Compras Públicas em 25/08/2026 às 14:44:29. Código verificador: 176D2C9 Página 167 de 229,4000,11,52299446000162,LUX COMERCIAL LTDA,Classificado,60000.0,15.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,SALVADOR DO SUL,0,17379156000128,RS_OTHER,6960.0,762.069
79,T07,CABO FLEXiVEL DE COBRE 6MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM. A autenticidade do documento pode ser verificada no site https://validaarquivo.portaldecompraspublicas.com.br Documento gerado eletronicamente no Portal de Compras Públicas em 25/08/2026 às 14:44:29. Código verificador: 176D2C9 Página 167 de 229,4000,12,11175931000147,MASTERFER COMERCIO DE FERRAGENS LTDA,Classificado,40000000.0,10000.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ERECHIM,0,17379156000128,RS_OTHER,6960.0,574612.6437
80,T07,CABO FLEXiVEL DE COBRE 6MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,1,47812320000100,CBX COMERCIAL IMPORTADORA LTDA,Arrematante,9640.0,2.41,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,SP,SAO PAULO,0,47812320000100,OTHER_UF,9640.0,0.0
80,T07,CABO FLEXiVEL DE COBRE 6MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,2,37683566000175,TIAGO TURCHETTO PESSOTTO,Classificado,11400.0,2.85,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,TAQUARUCU DO SUL,0,47812320000100,OTHER_UF,9640.0,18.2573
80,T07,CABO FLEXiVEL DE COBRE 6MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,3,17379156000128,JOÃO BATISTA SANCHES SILVA E CIA LTDA,Classificado,13000.0,3.25,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ALEGRETE,0,47812320000100,OTHER_UF,9640.0,34.8548
80,T07,CABO FLEXiVEL DE COBRE 6MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,4,32246085000189,R. BUSETTO & F. KRUGER LTDA,Classificado,16800.0,4.2,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ERECHIM,0,47812320000100,OTHER_UF,9640.0,74.2739
80,T07,CABO FLEXiVEL DE COBRE 6MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,5,32005178000111,EMGESA EMPRESA DE GERENCIAMENTO DE SOBRESSALENTES E AUTOMACAO EIRELI,Classificado,16800.0,4.2,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,SP,SAO PAULO,0,47812320000100,OTHER_UF,9640.0,74.2739
80,T07,CABO FLEXiVEL DE COBRE 6MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,6,50246619000159,D33D COMERCIO LTDA,Classificado,18520.0,4.63,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,RJ,NOVA FRIBURGO,0,47812320000100,OTHER_UF,9640.0,92.1162
80,T07,CABO FLEXiVEL DE COBRE 6MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,7,05117514000145,Instalart Materiais Elétricos LTDA,Classificado,24000.0,6.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ESPUMOSO,0,47812320000100,OTHER_UF,9640.0,148.9627
80,T07,CABO FLEXiVEL DE COBRE 6MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,8,01189295000159,Ricardo Ferreira de Carvalho,Classificado,26000.0,6.5,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,PORTO ALEGRE,0,47812320000100,OTHER_UF,9640.0,169.7095
80,T07,CABO FLEXiVEL DE COBRE 6MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,9,21867049000116,USIFER - TERMO CONEXOES LTDA,Classificado,26800.0,6.7,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,MG,POCOS DE CALDAS,0,47812320000100,OTHER_UF,9640.0,178.0083
80,T07,CABO FLEXiVEL DE COBRE 6MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,10,60699174000116,60.699.174 ALANA GABRIELLI SANTOS ARAUJO,Classificado,34320.0,8.58,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,PORTAO,0,47812320000100,OTHER_UF,9640.0,256.0166
80,T07,CABO FLEXiVEL DE COBRE 6MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,11,28927340000181,COMERCIAL DE TINTAS SANTO ANTONIO LTDA,Classificado,54800.0,13.7,LOCAL_EXACT_ACTIVE,SAO_BORJA,RS,SAO BORJA,2,47812320000100,OTHER_UF,9640.0,468.4647
80,T07,CABO FLEXiVEL DE COBRE 6MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,12,52299446000162,LUX COMERCIAL LTDA,Classificado,60000.0,15.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,SALVADOR DO SUL,0,47812320000100,OTHER_UF,9640.0,522.4066
80,T07,CABO FLEXiVEL DE COBRE 6MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 6MM.,4000,13,11175931000147,MASTERFER COMERCIO DE FERRAGENS LTDA,Classificado,40000000.0,10000.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ERECHIM,0,47812320000100,OTHER_UF,9640.0,414837.7593
81,T08,CABO FLEXiVEL DE COBRE 10MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,1,17379156000128,JOÃO BATISTA SANCHES SILVA E CIA LTDA,Arrematante,12750.0,5.1,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ALEGRETE,0,17379156000128,RS_OTHER,12750.0,0.0
81,T08,CABO FLEXiVEL DE COBRE 10MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,2,37683566000175,TIAGO TURCHETTO PESSOTTO,Classificado,12875.0,5.15,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,TAQUARUCU DO SUL,0,17379156000128,RS_OTHER,12750.0,0.9804
81,T08,CABO FLEXiVEL DE COBRE 10MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,3,32246085000189,R. BUSETTO & F. KRUGER LTDA,Classificado,17400.0,6.96,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ERECHIM,0,17379156000128,RS_OTHER,12750.0,36.4706
81,T08,CABO FLEXiVEL DE COBRE 10MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,4,50246619000159,D33D COMERCIO LTDA,Classificado,17700.0,7.08,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,RJ,NOVA FRIBURGO,0,17379156000128,RS_OTHER,12750.0,38.8235
81,T08,CABO FLEXiVEL DE COBRE 10MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,5,56004897000186,TRIUNFO ILUMINACAO LTDA,Classificado,18000.0,7.2,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,GO,GOIANIA,0,17379156000128,RS_OTHER,12750.0,41.1765
81,T08,CABO FLEXiVEL DE COBRE 10MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,6,60699174000116,60.699.174 ALANA GABRIELLI SANTOS ARAUJO,Classificado,21450.0,8.58,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,PORTAO,0,17379156000128,RS_OTHER,12750.0,68.2353
