item,cluster_id,descricao_item,quantidade,rank_final,cnpj,nome_participante,status_final,valor_global_final_R$,valor_unitario_final_R$,territorial_class,geo_tier,uf,municipio,root_local_active_count,winner_cnpj,winner_geo_tier,winner_value_global_R$,premium_vs_winner_pct
81,T08,CABO FLEXiVEL DE COBRE 10MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,7,01189295000159,Ricardo Ferreira de Carvalho,Classificado,22750.0,9.1,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,PORTO ALEGRE,0,17379156000128,RS_OTHER,12750.0,78.4314
81,T08,CABO FLEXiVEL DE COBRE 10MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,8,32005178000111,EMGESA EMPRESA DE GERENCIAMENTO DE SOBRESSALENTES E AUTOMACAO EIRELI,Classificado,22875.0,9.15,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,SP,SAO PAULO,0,17379156000128,RS_OTHER,12750.0,79.4118
81,T08,CABO FLEXiVEL DE COBRE 10MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,9,05117514000145,Instalart Materiais Elétricos LTDA,Classificado,27500.0,11.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ESPUMOSO,0,17379156000128,RS_OTHER,12750.0,115.6863
81,T08,CABO FLEXiVEL DE COBRE 10MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,10,21867049000116,USIFER - TERMO CONEXOES LTDA,Classificado,28650.0,11.46,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,MG,POCOS DE CALDAS,0,17379156000128,RS_OTHER,12750.0,124.7059
81,T08,CABO FLEXiVEL DE COBRE 10MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,11,28927340000181,COMERCIAL DE TINTAS SANTO ANTONIO LTDA,Classificado,34250.0,13.7,LOCAL_EXACT_ACTIVE,SAO_BORJA,RS,SAO BORJA,2,17379156000128,RS_OTHER,12750.0,168.6275
81,T08,CABO FLEXiVEL DE COBRE 10MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,12,52299446000162,LUX COMERCIAL LTDA,Classificado,37500.0,15.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,SALVADOR DO SUL,0,17379156000128,RS_OTHER,12750.0,194.1176
81,T08,CABO FLEXiVEL DE COBRE 10MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,13,11175931000147,MASTERFER COMERCIO DE FERRAGENS LTDA,Classificado,25000000.0,10000.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ERECHIM,0,17379156000128,RS_OTHER,12750.0,195978.4314
82,T08,CABO FLEXiVEL DE COBRE 10MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,1,17379156000128,JOÃO BATISTA SANCHES SILVA E CIA LTDA,Arrematante,12750.0,5.1,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ALEGRETE,0,17379156000128,RS_OTHER,12750.0,0.0
82,T08,CABO FLEXiVEL DE COBRE 10MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,2,37683566000175,TIAGO TURCHETTO PESSOTTO,Classificado,12875.0,5.15,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,TAQUARUCU DO SUL,0,17379156000128,RS_OTHER,12750.0,0.9804
82,T08,CABO FLEXiVEL DE COBRE 10MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,3,32246085000189,R. BUSETTO & F. KRUGER LTDA,Classificado,17400.0,6.96,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ERECHIM,0,17379156000128,RS_OTHER,12750.0,36.4706
82,T08,CABO FLEXiVEL DE COBRE 10MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,4,50246619000159,D33D COMERCIO LTDA,Classificado,17700.0,7.08,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,RJ,NOVA FRIBURGO,0,17379156000128,RS_OTHER,12750.0,38.8235
82,T08,CABO FLEXiVEL DE COBRE 10MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,5,56004897000186,TRIUNFO ILUMINACAO LTDA,Classificado,18000.0,7.2,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,GO,GOIANIA,0,17379156000128,RS_OTHER,12750.0,41.1765
82,T08,CABO FLEXiVEL DE COBRE 10MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,6,60699174000116,60.699.174 ALANA GABRIELLI SANTOS ARAUJO,Classificado,21450.0,8.58,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,PORTAO,0,17379156000128,RS_OTHER,12750.0,68.2353
82,T08,CABO FLEXiVEL DE COBRE 10MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,7,01189295000159,Ricardo Ferreira de Carvalho,Classificado,22750.0,9.1,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,PORTO ALEGRE,0,17379156000128,RS_OTHER,12750.0,78.4314
82,T08,CABO FLEXiVEL DE COBRE 10MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,8,32005178000111,EMGESA EMPRESA DE GERENCIAMENTO DE SOBRESSALENTES E AUTOMACAO EIRELI,Classificado,22875.0,9.15,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,SP,SAO PAULO,0,17379156000128,RS_OTHER,12750.0,79.4118
82,T08,CABO FLEXiVEL DE COBRE 10MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,9,05117514000145,Instalart Materiais Elétricos LTDA,Classificado,27500.0,11.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ESPUMOSO,0,17379156000128,RS_OTHER,12750.0,115.6863
82,T08,CABO FLEXiVEL DE COBRE 10MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,10,21867049000116,USIFER - TERMO CONEXOES LTDA,Classificado,28650.0,11.46,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,MG,POCOS DE CALDAS,0,17379156000128,RS_OTHER,12750.0,124.7059
82,T08,CABO FLEXiVEL DE COBRE 10MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,11,28927340000181,COMERCIAL DE TINTAS SANTO ANTONIO LTDA,Classificado,34250.0,13.7,LOCAL_EXACT_ACTIVE,SAO_BORJA,RS,SAO BORJA,2,17379156000128,RS_OTHER,12750.0,168.6275
82,T08,CABO FLEXiVEL DE COBRE 10MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,12,52299446000162,LUX COMERCIAL LTDA,Classificado,37500.0,15.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,SALVADOR DO SUL,0,17379156000128,RS_OTHER,12750.0,194.1176
82,T08,CABO FLEXiVEL DE COBRE 10MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,13,11175931000147,MASTERFER COMERCIO DE FERRAGENS LTDA,Classificado,25000000.0,10000.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ERECHIM,0,17379156000128,RS_OTHER,12750.0,195978.4314
83,T08,CABO FLEXiVEL DE COBRE 10MM VERMELHO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,1,17379156000128,JOÃO BATISTA SANCHES SILVA E CIA LTDA,Arrematante,12750.0,5.1,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ALEGRETE,0,17379156000128,RS_OTHER,12750.0,0.0
83,T08,CABO FLEXiVEL DE COBRE 10MM VERMELHO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,2,37683566000175,TIAGO TURCHETTO PESSOTTO,Classificado,12875.0,5.15,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,TAQUARUCU DO SUL,0,17379156000128,RS_OTHER,12750.0,0.9804
83,T08,CABO FLEXiVEL DE COBRE 10MM VERMELHO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,3,32246085000189,R. BUSETTO & F. KRUGER LTDA,Classificado,17400.0,6.96,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ERECHIM,0,17379156000128,RS_OTHER,12750.0,36.4706
83,T08,CABO FLEXiVEL DE COBRE 10MM VERMELHO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,4,56004897000186,TRIUNFO ILUMINACAO LTDA,Classificado,18000.0,7.2,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,GO,GOIANIA,0,17379156000128,RS_OTHER,12750.0,41.1765
83,T08,CABO FLEXiVEL DE COBRE 10MM VERMELHO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,5,50246619000159,D33D COMERCIO LTDA,Classificado,20575.0,8.23,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,RJ,NOVA FRIBURGO,0,17379156000128,RS_OTHER,12750.0,61.3725
83,T08,CABO FLEXiVEL DE COBRE 10MM VERMELHO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,6,01189295000159,Ricardo Ferreira de Carvalho,Classificado,22750.0,9.1,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,PORTO ALEGRE,0,17379156000128,RS_OTHER,12750.0,78.4314
83,T08,CABO FLEXiVEL DE COBRE 10MM VERMELHO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,7,32005178000111,EMGESA EMPRESA DE GERENCIAMENTO DE SOBRESSALENTES E AUTOMACAO EIRELI,Classificado,22875.0,9.15,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,SP,SAO PAULO,0,17379156000128,RS_OTHER,12750.0,79.4118
83,T08,CABO FLEXiVEL DE COBRE 10MM VERMELHO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,8,05117514000145,Instalart Materiais Elétricos LTDA,Classificado,27500.0,11.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ESPUMOSO,0,17379156000128,RS_OTHER,12750.0,115.6863
83,T08,CABO FLEXiVEL DE COBRE 10MM VERMELHO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,9,21867049000116,USIFER - TERMO CONEXOES LTDA,Classificado,28650.0,11.46,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,MG,POCOS DE CALDAS,0,17379156000128,RS_OTHER,12750.0,124.7059
83,T08,CABO FLEXiVEL DE COBRE 10MM VERMELHO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,10,52299446000162,LUX COMERCIAL LTDA,Classificado,37500.0,15.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,SALVADOR DO SUL,0,17379156000128,RS_OTHER,12750.0,194.1176
83,T08,CABO FLEXiVEL DE COBRE 10MM VERMELHO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,11,28927340000181,COMERCIAL DE TINTAS SANTO ANTONIO LTDA,Classificado,85000.0,34.0,LOCAL_EXACT_ACTIVE,SAO_BORJA,RS,SAO BORJA,2,17379156000128,RS_OTHER,12750.0,566.6667
83,T08,CABO FLEXiVEL DE COBRE 10MM VERMELHO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 10MM.,2500,12,11175931000147,MASTERFER COMERCIO DE FERRAGENS LTDA,Classificado,25000000.0,10000.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ERECHIM,0,17379156000128,RS_OTHER,12750.0,195978.4314
84,T09,CABO FLEXiVEL DE COBRE 25MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,1,37683566000175,TIAGO TURCHETTO PESSOTTO,Arrematante,23400.0,18.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,TAQUARUCU DO SUL,0,37683566000175,RS_OTHER,23400.0,0.0
84,T09,CABO FLEXiVEL DE COBRE 25MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,2,32246085000189,R. BUSETTO & F. KRUGER LTDA,Classificado,23400.0,18.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ERECHIM,0,37683566000175,RS_OTHER,23400.0,0.0
84,T09,CABO FLEXiVEL DE COBRE 25MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,3,32005178000111,EMGESA EMPRESA DE GERENCIAMENTO DE SOBRESSALENTES E AUTOMACAO EIRELI,Classificado,24570.0,18.9,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,SP,SAO PAULO,0,37683566000175,RS_OTHER,23400.0,5.0
84,T09,CABO FLEXiVEL DE COBRE 25MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,4,50246619000159,D33D COMERCIO LTDA,Classificado,25090.0,19.3,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,RJ,NOVA FRIBURGO,0,37683566000175,RS_OTHER,23400.0,7.2222
84,T09,CABO FLEXiVEL DE COBRE 25MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,5,01189295000159,Ricardo Ferreira de Carvalho,Classificado,28600.0,22.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,PORTO ALEGRE,0,37683566000175,RS_OTHER,23400.0,22.2222
84,T09,CABO FLEXiVEL DE COBRE 25MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,6,05117514000145,Instalart Materiais Elétricos LTDA,Classificado,36400.0,28.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ESPUMOSO,0,37683566000175,RS_OTHER,23400.0,55.5556
84,T09,CABO FLEXiVEL DE COBRE 25MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,7,21867049000116,USIFER - TERMO CONEXOES LTDA,Classificado,36946.0,28.42,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,MG,POCOS DE CALDAS,0,37683566000175,RS_OTHER,23400.0,57.8889
84,T09,CABO FLEXiVEL DE COBRE 25MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,8,28927340000181,COMERCIAL DE TINTAS SANTO ANTONIO LTDA,Classificado,44200.0,34.0,LOCAL_EXACT_ACTIVE,SAO_BORJA,RS,SAO BORJA,2,37683566000175,RS_OTHER,23400.0,88.8889
84,T09,CABO FLEXiVEL DE COBRE 25MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,9,52299446000162,LUX COMERCIAL LTDA,Classificado,130000.0,100.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,SALVADOR DO SUL,0,37683566000175,RS_OTHER,23400.0,455.5556
84,T09,CABO FLEXiVEL DE COBRE 25MM AZUL - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,10,11175931000147,MASTERFER COMERCIO DE FERRAGENS LTDA,Classificado,13000000.0,10000.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ERECHIM,0,37683566000175,RS_OTHER,23400.0,55455.5556
85,T09,CABO FLEXiVEL DE COBRE 25MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,1,32246085000189,R. BUSETTO & F. KRUGER LTDA,Arrematante,23400.0,18.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ERECHIM,0,32246085000189,RS_OTHER,23400.0,0.0
85,T09,CABO FLEXiVEL DE COBRE 25MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,2,32005178000111,EMGESA EMPRESA DE GERENCIAMENTO DE SOBRESSALENTES E AUTOMACAO EIRELI,Classificado,24570.0,18.9,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,SP,SAO PAULO,0,32246085000189,RS_OTHER,23400.0,5.0
85,T09,CABO FLEXiVEL DE COBRE 25MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,3,37683566000175,TIAGO TURCHETTO PESSOTTO,Classificado,24635.0,18.95,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,TAQUARUCU DO SUL,0,32246085000189,RS_OTHER,23400.0,5.2778
85,T09,CABO FLEXiVEL DE COBRE 25MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,4,50246619000159,D33D COMERCIO LTDA,Classificado,25090.0,19.3,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,RJ,NOVA FRIBURGO,0,32246085000189,RS_OTHER,23400.0,7.2222
85,T09,CABO FLEXiVEL DE COBRE 25MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,5,01189295000159,Ricardo Ferreira de Carvalho,Classificado,28600.0,22.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,PORTO ALEGRE,0,32246085000189,RS_OTHER,23400.0,22.2222
85,T09,CABO FLEXiVEL DE COBRE 25MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,6,05117514000145,Instalart Materiais Elétricos LTDA,Classificado,36400.0,28.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ESPUMOSO,0,32246085000189,RS_OTHER,23400.0,55.5556
85,T09,CABO FLEXiVEL DE COBRE 25MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,7,21867049000116,USIFER - TERMO CONEXOES LTDA,Classificado,36946.0,28.42,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,MG,POCOS DE CALDAS,0,32246085000189,RS_OTHER,23400.0,57.8889
85,T09,CABO FLEXiVEL DE COBRE 25MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,8,28927340000181,COMERCIAL DE TINTAS SANTO ANTONIO LTDA,Classificado,44200.0,34.0,LOCAL_EXACT_ACTIVE,SAO_BORJA,RS,SAO BORJA,2,32246085000189,RS_OTHER,23400.0,88.8889
85,T09,CABO FLEXiVEL DE COBRE 25MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,9,52299446000162,LUX COMERCIAL LTDA,Classificado,195000.0,150.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,SALVADOR DO SUL,0,32246085000189,RS_OTHER,23400.0,733.3333
85,T09,CABO FLEXiVEL DE COBRE 25MM VERDE - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,10,11175931000147,MASTERFER COMERCIO DE FERRAGENS LTDA,Classificado,13000000.0,10000.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ERECHIM,0,32246085000189,RS_OTHER,23400.0,55455.5556
86,T09,CABO FLEXiVEL DE COBRE 25MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,1,32005178000111,EMGESA EMPRESA DE GERENCIAMENTO DE SOBRESSALENTES E AUTOMACAO EIRELI,Arrematante,24570.0,18.9,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,SP,SAO PAULO,0,32005178000111,OTHER_UF,24570.0,0.0
86,T09,CABO FLEXiVEL DE COBRE 25MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,2,37683566000175,TIAGO TURCHETTO PESSOTTO,Classificado,24635.0,18.95,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,TAQUARUCU DO SUL,0,32005178000111,OTHER_UF,24570.0,0.2646
86,T09,CABO FLEXiVEL DE COBRE 25MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,3,50246619000159,D33D COMERCIO LTDA,Classificado,27482.0,21.14,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,RJ,NOVA FRIBURGO,0,32005178000111,OTHER_UF,24570.0,11.8519
86,T09,CABO FLEXiVEL DE COBRE 25MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,4,01189295000159,Ricardo Ferreira de Carvalho,Classificado,28600.0,22.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,PORTO ALEGRE,0,32005178000111,OTHER_UF,24570.0,16.4021
86,T09,CABO FLEXiVEL DE COBRE 25MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,5,05117514000145,Instalart Materiais Elétricos LTDA,Classificado,36400.0,28.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ESPUMOSO,0,32005178000111,OTHER_UF,24570.0,48.1481
86,T09,CABO FLEXiVEL DE COBRE 25MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,6,21867049000116,USIFER - TERMO CONEXOES LTDA,Classificado,36946.0,28.42,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,OTHER_UF,MG,POCOS DE CALDAS,0,32005178000111,OTHER_UF,24570.0,50.3704
86,T09,CABO FLEXiVEL DE COBRE 25MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,7,28927340000181,COMERCIAL DE TINTAS SANTO ANTONIO LTDA,Classificado,44200.0,34.0,LOCAL_EXACT_ACTIVE,SAO_BORJA,RS,SAO BORJA,2,32005178000111,OTHER_UF,24570.0,79.8942
86,T09,CABO FLEXiVEL DE COBRE 25MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,8,52299446000162,LUX COMERCIAL LTDA,Classificado,130000.0,100.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,SALVADOR DO SUL,0,32005178000111,OTHER_UF,24570.0,429.1005
86,T09,CABO FLEXiVEL DE COBRE 25MM PRETO - COM ISOLAMENTO EM PVC 70C SEM ALUMINIO. ESPESSURA 25MM.,1300,9,11175931000147,MASTERFER COMERCIO DE FERRAGENS LTDA,Classificado,13000000.0,10000.0,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,RS_OTHER,RS,ERECHIM,0,32005178000111,OTHER_UF,24570.0,52810.0529
