cnpj,nome_credor,rubrica,pago_R$,semantic_class
94389400000184,MCW PRODUTOS MEDICOS E HOSPITALARES,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",10297.13,UNCLASSIFIED
44133337000142,ANA CAROLINE PHILIPPSEN CRUZ 09914014925,EQUIPAMENTOS E MATERIAL PERMANENTE,10235.96,UNCLASSIFIED
28337943000123,CA COMERCIO DE ALIMENTOS EIRELI,MATERIAL DE CONSUMO,9796.68,UNCLASSIFIED
23310852000261,MURIEL A. BLAU & CIA LTDA,MATERIAL DE CONSUMO,9688.05,UNCLASSIFIED
65996648000105,TPS COMERCIAL LTDA,MATERIAL DE CONSUMO,9639.6,UNCLASSIFIED
66610727000107,66.610.727 JARI LOURENZO TERRES JUNIOR,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,9500.0,UNCLASSIFIED
55571406000116,55.571.406 NELCI DILLY SCHUMACHER,EQUIPAMENTOS E MATERIAL PERMANENTE,9490.0,UNCLASSIFIED
20784313000195,RM COMERCIO DE MERCADORIAS E MATERIAIS L,MATERIAL DE CONSUMO,9478.93,UNCLASSIFIED
19639940000315,TCJM DISTRIBUIDORA E IMPORTADORA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,9294.0,UNCLASSIFIED
46381269000166,"NUTRI-ELE DISTRIBUIDORA DE NUTRICAO, COR","MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",9222.5,UNCLASSIFIED
42227547000174,MED4 IMPORTADORA E DISTRIBUIDORA LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",9122.05,UNCLASSIFIED
03725725000135,LEIS LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,9075.33,UNCLASSIFIED
35215257000145,DENTAL PREMIUM LTDA,MATERIAL DE CONSUMO,9052.38,UNCLASSIFIED
02310921000186,IEM INSTITUTO DE ESTUDOS MUNICIPAIS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,8953.75,UNCLASSIFIED
07052779000138,ALCI N. BECKER & CIA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,8940.0,UNCLASSIFIED
93088649000197,ABASE SISTEMAS E SOLUÇÕES LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,8932.35,UNCLASSIFIED
06867357000158,DISTRIBUIDORA PARANHOS ARTIGOS PARA LABO,MATERIAL DE CONSUMO,8760.0,UNCLASSIFIED
29757279000134,MEDIACUSTICA SOLUCOES EM EQUIPAMENTOS A,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,8660.0,UNCLASSIFIED
43496899000198,ALS UNIFORMES PROFISSIONAIS LTDA,MATERIAL DE CONSUMO,8536.36,UNCLASSIFIED
55675690000170,DENTAL MED PLUS LTDA,MATERIAL DE CONSUMO,8447.62,UNCLASSIFIED
61602199023244,COMPANHIA ULTRAGAZ S.A.,MATERIAL DE CONSUMO,8400.0,UNCLASSIFIED
01952684000194,G3 COMERCIAL LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",8369.79,UNCLASSIFIED
04531195000157,GESTOR UM CONSULTORIA & AUDITORIA S/S L,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,8200.0,UNCLASSIFIED
63732144000152,PEPCON COMERCIAL LTDA,MATERIAL DE CONSUMO,8066.12,UNCLASSIFIED
73865008000194,E.  D.  AZAMBUJA & CIA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,7951.4,UNCLASSIFIED
13229567000186,VENEZA - DISTRIB. DE PROD. HOSP. LTDA -,MATERIAL DE CONSUMO,7920.0,UNCLASSIFIED
18274923000105,MASTERSUL EQUIPAMENTOS DE SEGURANCA LTDA,MATERIAL DE CONSUMO,7670.12,UNCLASSIFIED
55589237000141,LICITAPRO COMERCIO CONSTRUCOES E SERVICO,MATERIAL DE CONSUMO,7553.4,UNCLASSIFIED
01656038000775,ITAIMBÉ AUTOMÓVEIS LTDA,MATERIAL DE CONSUMO,7452.75,UNCLASSIFIED
06037744000167,ADILSON MOURA DE ALMEIDA,MATERIAL DE CONSUMO,7405.0,UNCLASSIFIED
10573521000191,MERCADO PAGOINSTITUIÇAO DE PAGAMENTO LTD,EQUIPAMENTOS E MATERIAL PERMANENTE,7360.24,UNCLASSIFIED
48057203000140,TACCUINO DISTRIBUIDORA DE MATERIAIS LTDA,MATERIAL DE CONSUMO,7304.2,UNCLASSIFIED
02672248000124,AGIP-ASSOC.GAÚCHA DE INSTIT. DE PREVID.,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,7100.0,UNCLASSIFIED
63732144000152,PEPCON COMERCIAL LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,7027.5,UNCLASSIFIED
20992564000165,HELPFIX ATACADO DE PAPELARIA LTDA-ME,MATERIAL DE CONSUMO,7026.51,UNCLASSIFIED
11461374000120,DIALUZ DILAMAR BERNARDI,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",7000.0,UNCLASSIFIED
42753718000107,CASTRO EQUIPAMENTOS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,6999.9,UNCLASSIFIED
28677530000198,AUGUSTO SOSTA MARTINS 25510225840,EQUIPAMENTOS E MATERIAL PERMANENTE,6975.0,UNCLASSIFIED
25341162000114,"MEGA DENTAL IMPORTACAO, EXPORTACAO E COM",MATERIAL DE CONSUMO,6612.3,UNCLASSIFIED
07675477000116,IGAM CORPORATIVO CURSOS E ASSESSORIA S/S,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,6594.29,UNCLASSIFIED
92885888000105,PAUSE & PERIN - ADVOGADOS ASSOCIADOS,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,6530.0,UNCLASSIFIED
30644818000108,CALMED SERVIÇOS TÉCNICOS E DISTRIBUIDORA,MATERIAL DE CONSUMO,6420.0,UNCLASSIFIED
33683111000107,SERVICO FEDERAL DE PROCESSAMENTO DE DADO,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,6408.54,UNCLASSIFIED
18876112000176,GIBBOR PUBLICIDADE E PUBLICAÇÕES DE EDIT,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,6346.8,UNCLASSIFIED
02012862000160,TAM LINHAS AEREAS S/A.,PASSAGENS E DESPESAS COM LOCOMOÇÃO,6158.5,UNCLASSIFIED
22525517000137,J.F COMERCIO DE MATERIAL E MEDICAMENTOS,EQUIPAMENTOS E MATERIAL PERMANENTE,6015.0,UNCLASSIFIED
43613995000179,43.613.995 MHAGALDY MARJA DOMINGO BUENO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,6000.0,UNCLASSIFIED
00358519000146,"RCC - DISTRIBUIDORA DE MEDICAMENTOS, COR","MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",5990.0,UNCLASSIFIED
89818686000136,ULFRO - UNIÃO LEGISLATIVOS FRONTEIRA OES,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,5905.69,UNCLASSIFIED
51659136000149,SOUL DISTRIBUIDORA DE PRODUTOS E EQUIPAM,EQUIPAMENTOS E MATERIAL PERMANENTE,5902.82,UNCLASSIFIED
44918033000190,DIP IMPORTACAO E COMERCIO DE MATERIAIS L,EQUIPAMENTOS E MATERIAL PERMANENTE,5850.0,UNCLASSIFIED
24738613000199,MEGA PAPELARIA E ESPORTES EIRELI ME,MATERIAL DE CONSUMO,5669.25,UNCLASSIFIED
40260072000192,CAROLINE DISQUE DA SILVA 43529436810,EQUIPAMENTOS E MATERIAL PERMANENTE,5600.0,UNCLASSIFIED
48994988000188,SUL PRIME LUB LTDA,MATERIAL DE CONSUMO,5599.86,UNCLASSIFIED
04812021000162,NOROESTE MAQUINAS E EQUIPAMENTOS LTDA,MATERIAL DE CONSUMO,5401.75,UNCLASSIFIED
30986684000103,WE COMERCIO DE PRODUTOS E UTILIDADES DOM,MATERIAL DE CONSUMO,5362.76,UNCLASSIFIED
13903994000106,GAVEA COMERCIO DE BANDEIRAS E EMBALAGENS,MATERIAL DE CONSUMO,5360.0,UNCLASSIFIED
47484691000100,MAIS ESPORTE COMERCIO DE ARTIGOS ESPORTI,MATERIAL DE CONSUMO,5350.95,UNCLASSIFIED
59131363000109,IX MEDICAL LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,5315.0,UNCLASSIFIED
61198164000160,PORTO SEGURO COMPANHIA DE SEGUROS GERAIS,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,5296.65,UNCLASSIFIED
04196645000100,IMPRENSA NACIONAL,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,5235.98,UNCLASSIFIED
56004897000186,TRIUNFO ILUMINACAO LTDA,MATERIAL DE CONSUMO,5174.7,UNCLASSIFIED
51892897000146,JT MEDICAMENTOS LTDA,MATERIAL DE CONSUMO,5137.6,UNCLASSIFIED
49673898000158,CB ELETRO E INFORMATICA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,5115.79,UNCLASSIFIED
22252006000199,ZEFERINA PAULINA AMALIA MULLER SCHERER,MATERIAL DE CONSUMO,5100.0,UNCLASSIFIED
03426592000104,FLAVIO IVAN DOS PRAZERES DE DEUS,MATERIAL DE CONSUMO,5084.6,UNCLASSIFIED
13229567000186,VENEZA - DISTRIB. DE PROD. HOSP. LTDA -,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",5069.1,UNCLASSIFIED
19555146000121,2B DISTRIBUIDORA LTDA,MATERIAL DE CONSUMO,5040.6,UNCLASSIFIED
91083212000135,DENTÁRIA E DIST.  HOSP.  PORTO ALEGRENSE,MATERIAL DE CONSUMO,5039.42,UNCLASSIFIED
30644818000108,CALMED SERVIÇOS TÉCNICOS E DISTRIBUIDORA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4900.0,UNCLASSIFIED
07978004000198,DENTAL MED EQUIP.MAT ODONT.E HOSPITALARE,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",4730.0,UNCLASSIFIED
27298119000149,GESTOR UM CONSULTORIA FINANCEIRA LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4723.02,UNCLASSIFIED
60173263000124,IMPACTO ADMINISTRACAO E EFICIENCIA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,4653.99,UNCLASSIFIED
50301713000163,ELETRO CENTER ILUMINACAO LTDA,MATERIAL DE CONSUMO,4540.0,UNCLASSIFIED
40044357000196,CJC COMERCIO VAREJISTA E ATACADISTA DE F,MATERIAL DE CONSUMO,4518.6,UNCLASSIFIED
31401798000107,DENTAL BH BRASIL,MATERIAL DE CONSUMO,4434.2,UNCLASSIFIED
54084848000175,GESTOR UM EDUCACAO LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4421.0,UNCLASSIFIED
25310339000115,BRUNO PINTO MARIAN,MATERIAL DE CONSUMO,4380.6,UNCLASSIFIED
48670007000147,IRM COMERCIO DE EQUIPAMENTOS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,4379.2,UNCLASSIFIED
58421861000123,VANINHA UTILIDADES LTDA,MATERIAL DE CONSUMO,4365.82,UNCLASSIFIED
30644818000108,CALMED SERVIÇOS TÉCNICOS E DISTRIBUIDORA,EQUIPAMENTOS E MATERIAL PERMANENTE,4305.0,UNCLASSIFIED
39886474000118,JK CASA E CONSTRUCAO LTDA,MATERIAL DE CONSUMO,4284.0,UNCLASSIFIED
26348306000127,"T&T INDUSTRIA, COMERCIO, IMPORTACAO E EX",MATERIAL DE CONSUMO,4188.45,UNCLASSIFIED
59777691000187,HELLA COMERCIO E SERVICOS LTDA,MATERIAL DE CONSUMO,4175.95,UNCLASSIFIED
34637297000112,LIFE CARE DIAGNOSTICOS EIRELI,MATERIAL DE CONSUMO,4140.88,UNCLASSIFIED
05462743000954,ABORGAMA DO BRASIL LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4100.0,UNCLASSIFIED
17500279000175,ABS SOLUCOES TECNICAS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4037.6,UNCLASSIFIED
11108062000138,ENTELCO TECNOLOGIA EM REDES DE DADOS LTD,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3998.0,UNCLASSIFIED
32593430000150,M CARREGA COMÉRCIO DE PRODUTOS HOSPITALA,MATERIAL DE CONSUMO,3900.0,UNCLASSIFIED
89100135000132,UNIMED PLANALTO CENTRAL RS - COOPERATIVA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3900.0,UNCLASSIFIED
12581380000184,ALF COMERCIO DE ELETRODOMESTICOS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,3894.0,UNCLASSIFIED
21112395000194,CIRURGICA LAJEADENSE LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,3859.0,UNCLASSIFIED
33484825000188,CONSELHO NACIONAL DE SEC. DE MUNICIPAIS,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3840.0,UNCLASSIFIED
05387322000159,UNIÃO DOS DIRIGENTES MUNICIPAIS DE EDUCA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3815.0,UNCLASSIFIED
01656038000775,ITAIMBÉ AUTOMÓVEIS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3803.53,UNCLASSIFIED
23597822000105,SERRA SAUDE COMERCIO DE EQUIPAMENTOS MED,MATERIAL DE CONSUMO,3786.98,UNCLASSIFIED
07978004000198,DENTAL MED EQUIP.MAT ODONT.E HOSPITALARE,MATERIAL DE CONSUMO,3740.9,UNCLASSIFIED
10583148000150,ANGELO CELESTINO FLAIN PETRINI JUNIOR,MATERIAL DE CONSUMO,3712.8,UNCLASSIFIED
24241038000114,PARASOU E-COMMERCE LTDA,MATERIAL DE CONSUMO,3674.4,UNCLASSIFIED
21112395000194,CIRURGICA LAJEADENSE LTDA,MATERIAL DE CONSUMO,3657.5,UNCLASSIFIED
07381576000195,DRC MATERIAIS DE CONSTRUCAO LTDA,MATERIAL DE CONSUMO,3507.0,UNCLASSIFIED
12541620000117,SERIBAND INDÚSTRIA E COMERCIO DE CONFECÇ,EQUIPAMENTOS E MATERIAL PERMANENTE,3414.0,UNCLASSIFIED
52996455000102,ELEVATE UTILIDADES LTDA,MATERIAL DE CONSUMO,3404.7,UNCLASSIFIED
17417852000181,GRÁFICA DIRETA LTDA -ME,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3376.5,UNCLASSIFIED
12418191000195,CONQUISTA DISTRIBUIDORA DE MEDICAMENTOS,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",3355.0,UNCLASSIFIED
37885137000180,AMB DISTRIBUIDORA DE MEDICAMENTO E MATER,EQUIPAMENTOS E MATERIAL PERMANENTE,3300.0,UNCLASSIFIED
72150550000106,JULIANO DE COSTA LTDA  EPP,MATERIAL DE CONSUMO,3248.1,UNCLASSIFIED
28075541000106,INTEGRA GEOLOGIA AMBIENTAL LTDA ME,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3200.0,UNCLASSIFIED
11262969000157,SUPRAMIL COMERCIAL LTDA,MATERIAL DE CONSUMO,3151.2,UNCLASSIFIED
08476288000187,DENISE ELISANDRA COUTO FERON,MATERIAL DE CONSUMO,3108.3,UNCLASSIFIED
24402903000167,NACIONAL SAFETY EQUIPAMENTOS DE SEGURANC,MATERIAL DE CONSUMO,3101.59,UNCLASSIFIED
50445599000145,K2M MAQUINAS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,3080.0,UNCLASSIFIED
43074841000156,AGIL STOCK COMERCIO DE MEDICAMENTOS LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",3054.94,UNCLASSIFIED
03961467000196,MULTI QUADROS E VIDROS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,3020.7,UNCLASSIFIED
30632911000100,C. F. MELGARECHO,EQUIPAMENTOS E MATERIAL PERMANENTE,3000.0,UNCLASSIFIED
04709243000154,BS EQUIPAMENTOS INDUSTRIA E COMERCIO LTD,EQUIPAMENTOS E MATERIAL PERMANENTE,2990.0,UNCLASSIFIED
37364053000100,CASA & CORES COMERCIO DE MATERIAIS DE CO,MATERIAL DE CONSUMO,2985.0,UNCLASSIFIED
06175908000112,BIO LOGICA DISTRIBUIDORA LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2980.0,UNCLASSIFIED
91083212000135,DENTÁRIA E DIST.  HOSP.  PORTO ALEGRENSE,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2980.0,UNCLASSIFIED
42496258000170,METTA FARMACEUTICA LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2848.86,UNCLASSIFIED
51740794000160,YNEMED PRODUTOS MEDICOS E HOSPITALARES L,EQUIPAMENTOS E MATERIAL PERMANENTE,2838.0,UNCLASSIFIED
45232778000164,INOVARE COMERCIO DE SUPRIMENTOS DE INFOR,MATERIAL DE CONSUMO,2833.25,UNCLASSIFIED
25433520000119,RMS ELETRO REFRIGERACAO E DISTRIBUIDORA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2831.0,UNCLASSIFIED
44223526000106,DISTRIBUIDORA AGUA BOA LTDA,MATERIAL DE CONSUMO,2806.08,UNCLASSIFIED
50210605000185,GT COMERCIO E LICITACOES LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,2787.8,UNCLASSIFIED
60845283000102,GJ MOVEIS E DECORACOES LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,2760.0,UNCLASSIFIED
18740207000168,JOHAN E STEFANI LTDA - ME,MATERIAL DE CONSUMO,2750.0,UNCLASSIFIED
32121534000162,ADEMIR ABRAO BRUSTOLIN 62179330049,MATERIAL DE CONSUMO,2719.0,UNCLASSIFIED
34098668000216,SULPASSO COMERCIO DE CAMINHOES LTDA,MATERIAL DE CONSUMO,2707.53,UNCLASSIFIED
18527195000198,DOMINIO COMERCIO DE EQUIPAMENTOS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,2688.92,UNCLASSIFIED
46615867000152,LCA INDUSTRIA E COMERCIO DE CORDAS E RED,MATERIAL DE CONSUMO,2684.0,UNCLASSIFIED
37406687000170,INFRASEG EQUIPAMENTOS DE PROTEÇÃO LTDA,MATERIAL DE CONSUMO,2672.4,UNCLASSIFIED
55240764000146,NOROESTE SUPRIMENTOS LTDA,MATERIAL DE CONSUMO,2656.24,UNCLASSIFIED
23588621000133,VITOR DIOGO WENDLING,EQUIPAMENTOS E MATERIAL PERMANENTE,2656.0,UNCLASSIFIED
23217514000107,HUBNET E-COMMERCE EIRELI,EQUIPAMENTOS E MATERIAL PERMANENTE,2624.95,UNCLASSIFIED
17605216000183,EFICAZ MED COMERCIO DE PRODUTOS HOSPITAL,EQUIPAMENTOS E MATERIAL PERMANENTE,2580.0,UNCLASSIFIED
07014318000170,CISCRE IMPORTACAO E DISTRIBUICAO DE PROD,MATERIAL DE CONSUMO,2551.54,UNCLASSIFIED
30401055000174,ARMACOES NORTE COMERCIO DE FERRAGENS LTD,MATERIAL DE CONSUMO,2507.5,UNCLASSIFIED
59058520000106,RZN COMERCIO LTDA,MATERIAL DE CONSUMO,2490.0,UNCLASSIFIED
11175931000147,MASTERFER COMERCIO DE FERRAGENS LTDA,MATERIAL DE CONSUMO,2483.8,UNCLASSIFIED
26769011000124,GRAFICA JHZ LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2430.0,UNCLASSIFIED
54647123000148,JT COMERCIO DE PRODUTOS MEDICOS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,2430.0,UNCLASSIFIED
04892707000100,DNIT-DEPARTAMENTO NACIONAL DE INFRAEST D,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2424.6,UNCLASSIFIED
63679550000107,VERLUMA COMERCIO LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,2415.0,UNCLASSIFIED
50591089000186,A2XR COMERCIAL LTDA,MATERIAL DE CONSUMO,2401.3,UNCLASSIFIED
42422253000101,EMPRESA DE TECNOLOGIA E INFORMACOES DA P,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2400.0,UNCLASSIFIED
21227039000116,LIFE CENTER COMERCIO E DISTRIBUIDORA DE,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2261.9,UNCLASSIFIED
23218942000146,SW VETTORAZZI LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,2200.0,UNCLASSIFIED
61518314000175,BOMPP - DISTRIBUIDORA DE NUTRICAO E MEDI,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2198.0,UNCLASSIFIED
54808865000108,JRMA DISTRIBUIDORA DE EQUIPAMENTOS E MAT,EQUIPAMENTOS E MATERIAL PERMANENTE,2190.0,UNCLASSIFIED
30380856000109,"EXXITUS COMERCIO ATACADISTA, VAREJISTA E",MATERIAL DE CONSUMO,2150.5,UNCLASSIFIED
54152890000186,TMD E-COMMERCE LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,2118.0,UNCLASSIFIED
50373558000190,VENGUER INDUSTRIA E COMERCIO LTDA,MATERIAL DE CONSUMO,2100.0,UNCLASSIFIED
15152448000106,REGIS AZEVEDO KAPP,EQUIPAMENTOS E MATERIAL PERMANENTE,2088.0,UNCLASSIFIED
01935819000103,DETRAN/RS - DEPART. ESTADUAL DE TRÂNSITO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2087.47,UNCLASSIFIED
36047635000191,AJP COMERCIO ATACADO E VAREJO DE PRODUTO,MATERIAL DE CONSUMO,2083.0,UNCLASSIFIED
52339425000123,N M LICITACOES LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2062.0,UNCLASSIFIED
16989002000276,ELIANE RESTA DAL ROSSO GOYA /ME,EQUIPAMENTOS E MATERIAL PERMANENTE,2060.3,UNCLASSIFIED
62925921000112,62925921 TEREZA WENDLER MORAIS,EQUIPAMENTOS E MATERIAL PERMANENTE,1989.9,UNCLASSIFIED
81706251000198,PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPI,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1914.0,UNCLASSIFIED
18336780000100,PLENARIA ASSESSRIA E GESTAO DE EVENTOS L,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1874.0,UNCLASSIFIED
08459946000122,RETROPARTES PEÇAS E SERVIÇOS LTDA,MATERIAL DE CONSUMO,1818.0,UNCLASSIFIED
22113603000132,ROBERTO KRELING NASCIMENTO ME,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1742.0,UNCLASSIFIED
00358519000146,"RCC - DISTRIBUIDORA DE MEDICAMENTOS, COR",MATERIAL DE CONSUMO,1710.0,UNCLASSIFIED
24864422000173,C E C IMPORTACAO E COMERCIO DE PRODUTOS,EQUIPAMENTOS E MATERIAL PERMANENTE,1690.0,UNCLASSIFIED
10573521000191,MERCADO PAGOINSTITUIÇAO DE PAGAMENTO LTD,MATERIAL DE CONSUMO,1687.3,UNCLASSIFIED
06175908000112,BIO LOGICA DISTRIBUIDORA LTDA,MATERIAL DE CONSUMO,1667.3,UNCLASSIFIED
62234180000123,CHSF DISTRIBUIDORA TEXTIL LTDA,MATERIAL DE CONSUMO,1659.6,UNCLASSIFIED
54084848000175,GESTOR UM EDUCACAO LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1650.0,UNCLASSIFIED
22850731000169,BMH MATERIAIS HIDRULICOS LTDA ME,MATERIAL DE CONSUMO,1645.8,UNCLASSIFIED
24550559000153,WORKOUT COMERCIO DE PRODUTOS PARA SAUDE,MATERIAL DE CONSUMO,1633.55,UNCLASSIFIED
11933619000175,UNIAO NACIONAL DOS CONSELHOS MUNICIPAIS,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1631.5,UNCLASSIFIED
30759356000174,BEATRIZ SULZBACH CORNELIUS LTDA,MATERIAL DE CONSUMO,1626.0,UNCLASSIFIED
19139482000193,DSL COMERCIO DE COMBUSTIVEIS LTDA,MATERIAL DE CONSUMO,1615.17,UNCLASSIFIED
44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICO,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1595.0,UNCLASSIFIED
44880091000172,EVO SISTEMAS INTELIGENTES LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1590.0,UNCLASSIFIED
74386038000695,J.C. DURIGAM COMERCIO DE AUTOPECAS LTDA,MATERIAL DE CONSUMO,1563.0,UNCLASSIFIED
03426592000104,FLAVIO IVAN DOS PRAZERES DE DEUS,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1560.0,UNCLASSIFIED
92823764000103,DIRCEU LONGO & CIA LTDA - EPP,EQUIPAMENTOS E MATERIAL PERMANENTE,1558.98,UNCLASSIFIED
49644526000101,BNP ASSESSORIA E PRODUTOS PARA SAUDE LTD,MATERIAL DE CONSUMO,1511.76,UNCLASSIFIED
11383230000101,AMAZONAS COMERCIO DE ADESIVOS E BRINDES,MATERIAL DE CONSUMO,1502.4,UNCLASSIFIED
58472229000109,58.472.229 JEFERSON LEON MACHADO DA SILV,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1500.0,UNCLASSIFIED
82225947000165,A.  G.  KIENEN & CIA.  LTDA.,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1491.0,UNCLASSIFIED
75014167000100,NUNESFARMA PRODUTOS FARMACEUTICOS LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1440.0,UNCLASSIFIED
46924137000133,"MM DISTRIBUIDORA, INDUSTRIA E COMÉRCIO L",MATERIAL DE CONSUMO,1436.8,UNCLASSIFIED
29404097000180,OCTO FARMACO LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1422.0,UNCLASSIFIED
00072182000106,ROSSI PRODUTOS HOSPITALARES LTDA.,MATERIAL DE CONSUMO,1407.84,UNCLASSIFIED
52932346000121,VTR COMERCIAL LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1400.0,UNCLASSIFIED
12130958000186,NADJA MARINA PIRES,EQUIPAMENTOS E MATERIAL PERMANENTE,1399.0,UNCLASSIFIED
10907550000142,QUERENCIA COMERCIAL E DISTRIBUIDORA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1380.0,UNCLASSIFIED
08427697000193,VILSON AMAURI SOARES DE SOARES,EQUIPAMENTOS E MATERIAL PERMANENTE,1377.0,UNCLASSIFIED
18828722000102,POLISPORT ARTIGOS ESPORTIVOS E CONFECCOE,MATERIAL DE CONSUMO,1377.0,UNCLASSIFIED
21112395000194,CIRURGICA LAJEADENSE LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1376.5,UNCLASSIFIED
01634429000101,J.    P.    GOLLEM INDUSTRIA E COMÉRCIO,MATERIAL DE CONSUMO,1372.0,UNCLASSIFIED
23143410000197,DFER DISTRIBUIDORA DE FERRAGENS LTDA,MATERIAL DE CONSUMO,1370.0,UNCLASSIFIED
