id_credor,cnpj,nome_credor,pago_R$,classificacao,exact_situacao,exact_uf,exact_municipio_tom,exact_municipio_nome,root_local_active_count
141689,41032927000190,RODNEI ROBERTO DE LIMA CAETANO,38997.32,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
88811,03775069001076,SERVICO NACIONAL DE APRENDIZAGEM INDUSTR,38880.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8847,SANTA ROSA,0
152444,61645182000142,ROGERIO MOLLMANN,38865.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
155052,27343163000123,RD INFORMATICA LTDA,38340.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,SP,6969,RIBEIRAO PRETO,0
154043,06244192000168,MSM CREATIVE CONFECCOES LTDA,38256.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8449,BROCHIER,0
59126,19054118000120,JULIANO UGGERI FERREIRA,38219.8,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
97958,18136904000104,GUILHERME XAVIER PIVA LTDA,37854.75,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8591,CARAZINHO,0
137196,34015868000187,NARA REGINA CAVALHEIRO DOS SANTOS,37105.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
14479,90073974000198,MARKEL COMERCIO DE BATERIAS LTDA,36621.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
138464,36591545000167,CLINICA VANESSA  TEICHMANN - ATENDIMENTO,35653.9,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
19036,87519237000161,TELEVISAO URUGUAIANA LTDA.,35000.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8951,URUGUAIANA,0
144046,31676209000101,RS CONSULTORIA GESTAO EMPRESARIAL - LTDA,34577.45,EXTERNAL_NO_LOCAL_FOOTPRINT,02,DF,9701,BRASILIA,0
56718,17090276000100,EDUARDO MARTINS GOMES 01802881050,34110.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
154852,08070693000109,COSTA PLANO DE ASSISTENCIA FAMILIAR E EM,34000.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8929,TAQUARI,0
141295,18740207000168,JOHAN E STEFANI LTDA - ME,33170.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8633,ENCANTADO,0
137996,24230368000104,ORTOMOBIL INDÚSTRIA E COMÉRCIO LTDA,32267.76,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,6043,SAO PEDRO DA SERRA,0
153543,53800800000153,NOBRE HORSE LTDA,32216.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8939,TRES DE MAIO,0
152314,37952262000166,SC COMERCIO DE PNEUS LTDA,32200.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,SC,8165,ITAPIRANGA,0
128191,15759650000192,TAIUR SCHUMACHER - ME,31867.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8679,GIRUA,0
144979,25386019000149,FARMODONTO PRODUTOS HOSPITALARES LTDA -,31158.5,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0
127118,00390052000111,CONTRANSIN - INDUSTRIA E COMERCIO LTDA,30690.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,MG,5385,TRES CORACOES,0
17647,89511083000197,RODA PNEUS E ACESSORIOS LTDA.,30262.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
149616,01952684000194,G3 COMERCIAL LTDA,28986.77,EXTERNAL_NO_LOCAL_FOOTPRINT,02,SC,8175,JARAGUA DO SUL,0
141395,36757380000150,MEDSANTA COMERCIO DE MEDICAMENTOS E MATE,28226.82,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8841,SANTA MARIA,0
134906,32398233000180,A. S. GARCIA COMERCIO DE PNEUS LTDA,27999.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
148612,34883104000103,RAPIDA INDUSTRIA DE PRODUTOS PARA SAUDE,27880.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8637,ERECHIM,0
145050,09031569000199,CITTA INFORMATICA LTDA,27871.48,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8737,MARAU,0
154945,49648233000194,SSZ DISTRIBUIDORA DE MEDICAMENTOS LTDA,27733.4,EXTERNAL_NO_LOCAL_FOOTPRINT,02,PR,7493,CASCAVEL,0
151300,58951274000146,RAFAEL L. SCHRAMM,27681.79,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,0994,MACAMBARA,0
152451,42572060000129,PORTO ATACADISTA LTDA,27267.06,EXTERNAL_NO_LOCAL_FOOTPRINT,02,SC,8081,CHAPECO,0
152790,24802687000309,"HS COMERCIO, LOCACAO E MANUTENCAO DE EQU",27170.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,ES,5625,CARIACICA,0
48095,87296026014833,BENOIT ELETRODOMÉSTICOS LTDA.,26757.7,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
91698,04998667000186,EQUIPAR GASTRO ACESSÓRIOS LTDA,26700.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8853,SANTO ANGELO,0
103440,34028316002661,EMPRESA BRASILEIRA DE CORREIOS E TELEGRA,26573.87,ROOT_WITH_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,3
136852,23639923000193,CONS. INTERM. DE DESENV. DO PAMPA,26195.6,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8531,BAGE,0
128123,13021017000177,DPM EDUCAÇÃO LTDA,26114.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0
146988,31228836000171,ORTOBRAS INDUSTRIA E COMERCIO DE ORTOPED,26094.85,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8485,BARAO,0
151730,11417674000455,ACTE-ASSOCIAÇÃO COMUNIDADE TERAPEUTICA E,25996.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8773,OSORIO,0
151526,51365151000184,VIGA PRE MOLDADOS LTDA,25983.11,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8705,IJUI,0
129716,04939481000156,FUNMISSÕES - FUND. MUNIC. MISSÕES,25830.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8601,CERRO LARGO,0
154774,65120204000101,65.120.204 LEONARDO GUILET MACHADO,25200.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
70463,94516671000153,CIRURGICA SANTA CRUZ COM. PROD. HOSP. LT,25048.04,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8839,SANTA CRUZ DO SUL,0
42333,06636589000103,DAGOBERTO DOS SANTOS HOLKEM,25009.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
151754,57775539000130,GEO MARKT COMUNICACAO ESTRATEGICA LTDA,24980.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,PR,7505,CIANORTE,0
140513,38303545000140,ANGELICA LOPES SAUERESSIG,24567.15,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
131270,89989255000132,ASSOCIACAO DOS MUNICIPIOS DAS MISSOES,23930.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8601,CERRO LARGO,0
145854,47701463000144,SILVIO GREI BAZ MACHADO,23876.79,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
145785,33159931000196,PORTO UNIAO COMERCIO E REPRESENTACAO LTD,23531.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,SC,8175,JARAGUA DO SUL,0
148316,00472805000308,TRACADO CONSTRUCOES E SERVICOS LTDA,23492.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8785,PASSO FUNDO,0
126164,98102924000101,DELTASUL UTILIDADES LTDA,22600.0,ROOT_WITH_LOCAL_FOOTPRINT,02,RS,8839,SANTA CRUZ DO SUL,1
138303,36138462000117,ALESSANDRO ORTIZ BARBIERI,22560.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
150841,14137626000159,FUNDO ESTADUAL DE DEFESA CIVIL DO ESTADO,22547.53,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0
46385,08955458000106,DOLORES ANI HECK OLIVEIRA,22320.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
49463,11273797000117,R. S. SCHMIDT  CIA LTDA,22056.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
70492,23720752000122,JARDIM DISTRIBUIDORA DE COSMETICOS LTDA,21870.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8533,BARAO DE COTEGIPE,0
128163,14481040000107,GRÁFICA GRGRAF EIRELI,21301.02,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0
127164,00703157000183,CONFEDERAÇÃO NACIONAL DE MUNICIPIOS - CN,21282.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,DF,9701,BRASILIA,0
147446,10759369000136,ARGAVALE DISTRIBUIDORA DE MATERIAIS DE C,20769.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8729,LAJEADO,0
11674,93583912000114,L M VIEIRA,20604.21,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
154622,47459386000168,ANDRELIS DISTRIBUIDORA LTDA,20449.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,SC,8205,MARAVILHA,0
149777,52977047000103,52.977.047 JONAS ADAIR RODRIGUES SARTURI,20000.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
151456,59584939000193,RD COMERCIO OPTICO LTDA,19101.05,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
151657,09654067000114,EXCLUSIVACAO - EDUCACAO E DESENVOLVIMENT,19000.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,SC,8165,ITAPIRANGA,0
140325,37766833000178,JOSÉ ANTÔNIO GOULART ANDRADES,18900.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
128345,27171625000172,KENYA OLIVEIRA FERNANDES LIMA SOARES ME,18799.86,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8713,ITAQUI,0
96692,14157326000131,FUNDO ESPECIAL DE SEGURANÇA PUBLICA,18709.56,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0
152752,58390067000160,"BERTANI, OLIVEIRA & HASSTENTEUFEL ADVOGA",18700.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8729,LAJEADO,0
58321,87124582000104,PROCERGS - CENTRO DE TECNOLOGIA DA INFO,18455.2,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0
144506,19498639000177,BERTA INDUSTRIA E COMERCIO DE FRALDAS LT,18000.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,7309,VILA MARIA,0
154365,53696164000161,AK INOVACOES LTDA,17774.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,PR,7583,GUARAPUAVA,0
141449,40031401000123,FREDERICO VIERO DE OLIVEIRA,17577.58,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
143380,23969712000119,L.J. BREDOW REPRESENTAÇÕES,17487.95,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,1008,NOVO CABRAIS,0
70491,11145401000156,L.A DALLA PORTA JUNIOR,17387.32,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8841,SANTA MARIA,0
55284,15701365000110,CRISTIAN CAVALHEIRO DOS SANTOS,17100.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
153928,47076858000101,SPORTSUL EVENTOS ESPORTIVOS LTDA,17080.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,9821,TEUTONIA,0
48248,10790611000134,FLAVIO WALAU VALANDRO,16523.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
151687,60453656000191,CAVALEIROS DA FRONTEIRA,16500.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
147119,46388826000170,OCIAN  COMERCIAL FARMACEUTICA UNIPESSOAL,16496.7,EXTERNAL_NO_LOCAL_FOOTPRINT,02,SP,6635,LEME,0
153027,97530228000125,R. DE O. SANTIL EPI,16200.5,EXTERNAL_NO_LOCAL_FOOTPRINT,02,SP,6697,MINEIROS DO TIETE,0
154322,03404393000197,JS SERVICOS DE ENGENHARIA LTDA,16099.2,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8785,PASSO FUNDO,0
141793,31912337000107,SB EMPRESA DE MIDIA E NOTICIA LTDA,16000.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
43681,72309164000297,BATAIOLLI BOMBAS INJETORAS LTDA - FILIAL,15980.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,2
145205,28114183000195,CONSULTORIA EDUCACAO E ACAO LTDA,15980.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8679,GIRUA,0
153621,42338388000185,42.338.388 CARLOS ANSELMO FONTANELLA,15866.21,EXTERNAL_NO_LOCAL_FOOTPRINT,02,SC,8327,SAO JOSE,0
154961,51954194000103,ZAMPIERE VOLPATTO SOLUCOES INTEGRADAS LT,15839.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,PR,7535,CURITIBA,0
141093,30644818000108,CALMED SERVIÇOS TÉCNICOS E DISTRIBUIDORA,15625.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8561,CACHOEIRINHA,0
148107,40214888000180,CLS SERVICOS E ASSESSORIA LTDA.,15589.9,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8599,CAXIAS DO SUL,0
148109,48346978000136,DAMED DISTRIBUIDORA DE MEDICAMENTOS E MA,15505.8,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8841,SANTA MARIA,0
128335,26270786000150,BAGE ELEVADORES LTDA,15493.15,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,1164,ROLADOR,0
70479,00802002000102,ALTERMED MATERIAL MEDICO HOSPITALAR LTDA,15212.39,EXTERNAL_NO_LOCAL_FOOTPRINT,02,SC,8291,RIO DO SUL,0
20610,03549816000167,M. A. FERROS E CHAPAS LTDA,15211.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
153443,63732144000152,PEPCON COMERCIAL LTDA,15093.62,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8881,SAO LUIZ GONZAGA,0
70475,76386283000113,DIMEVA DISTRIBUIDORA DE MEDICAMENTOS LTD,15039.94,EXTERNAL_NO_LOCAL_FOOTPRINT,02,PR,7751,PATO BRANCO,0
155241,35011420000158,35.011.420 JOSE DESIDERIO LUZ DE SOUZA,15000.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8881,SAO LUIZ GONZAGA,0
155240,18342297000139,SANDRO ALEXANDRE COELHO LTDA,15000.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8589,CANOAS,0
17195,96418264002859,LOJAS QUERO-QUERO S.A.,14881.4,LOCAL_EXACT,02,RS,8863,SAO BORJA,3
153703,64313681000120,64.313.681 PEDRO IZAIAS ROSO LAGO,14734.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
128340,26979673000129,JARDEL JACOBS PEREIRA DA SILVA,14726.4,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,6029,COLINAS,0
80717,02016440005040,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,14503.56,LOCAL_EXACT,02,RS,8863,SAO BORJA,5
154534,12541620000117,SERIBAND INDÚSTRIA E COMERCIO DE CONFECÇ,14498.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8517,ARATIBA,0
152659,62201240000101,RENATO CESAR PRAUCHNER LTDA,14164.4,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
24296,05700555000160,CLÁUDIO LUIS POPEK,14028.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
151539,59820838000174,DAGOBERTO HOLKEM REPARAÇAO DE CAMINHOES,14025.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
70467,04071245000160,"LICIMED DISTRIBUIDORA DE MEDICAMENTOS, C",13920.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0
154319,01568077003655,B-GREEN GESTÃO AMBIENTAL S.A.,13850.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8943,TRIUNFO,0
716,92581933000138,ALBERI PINTON,13799.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
136838,24531333000105,NEOFINE PIGMENTOS E DISPERSÕES INDÚS,13750.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8761,NOVA BASSANO,0
153661,35250918000173,L FERREIRA DA COSTA DISTRIBUIDORA DE MED,13738.25,EXTERNAL_NO_LOCAL_FOOTPRINT,02,PR,7565,FRANCISCO BELTRAO,0
127330,02150800000114,KALINOVSKI E KALINOVSKI LTDA,13570.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8637,ERECHIM,0
141174,34034228000114,NOVO HORIZONTE COMERCIO DE PRODUTOS E AC,13467.49,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8533,BARAO DE COTEGIPE,0
43563,07793561000134,IMPRIME SOLUÇÕES GRÁFICAS LTDA,13296.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
70522,07797967000195,NP TECNOLOGIA E GESTAO DE DADOS LTDA,13291.98,EXTERNAL_NO_LOCAL_FOOTPRINT,02,PR,7885,SAO JOSE DOS PINHAIS,0
51367,03422707000184,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCI,13158.78,ROOT_WITH_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,1
128133,13229567000186,VENEZA - DISTRIB. DE PROD. HOSP. LTDA -,12989.1,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8533,BARAO DE COTEGIPE,0
145784,23457564000153,AJM INSUMOS INDUSTRIAIS EIRELI,12871.67,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8561,CACHOEIRINHA,0
129779,05836388000189,JOAO FRANCISCO DA SILVA DORNELLES,12770.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
137775,35186472000165,ODAIR DE OLIVEIRA CERENTINI,12540.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
151782,40331916000149,RAFHAELA BUENO DE LOURENCO,12396.03,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8881,SAO LUIZ GONZAGA,0
70460,92859768000133,CONS. SEC. MUNIC. SAÚDE RS - COSEMS-RS,12334.08,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0
149731,41507227000105,JAB COMERCIO E DISTRIBUICAO DE PRODUTOS,12292.07,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8911,SERTAO,0
147441,37954602000198,USIBRAS INDUSTRIA E COMERCIO DE VIDROS L,12240.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0
45313,07239059000186,BARROSO & MACHADO LTDA,12205.7,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
144352,22673037000113,SINALIR JOSE DOTTO,12198.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8713,ITAQUI,0
127255,01484706000139,IGAM-INSTIT.GAMMA DE ASSES.ORGAO PUBL.S/,12170.17,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0
128253,19822275000139,BRUNA SANTOS DE ALMEIDA 03124299086,12000.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8569,CAMAQUA,0
149322,32819954000389,PPD COMERCIO DE ELETRONICOS LTDA,11995.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
66923,28717167000197,ELITE ASSESSORIA EM SEGURANCA E MEDICINA,11874.93,LOCAL_EXACT,02,RS,8863,SAO BORJA,2
153253,55875621000100,BS COLORS COMERCIO DE TINTAS LTDA,11830.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,SC,8075,CAPINZAL,0
131224,88993175000198,UVERGS-UNIAO DOS VEREADORES DO RS.,11640.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0
128934,92021062000106,HOSPITAL SÃO VICENTE DE PAULA,11500.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8785,PASSO FUNDO,0
149768,13062485000270,TIO MARIO EMBALAGENS LTDA,11427.9,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8881,SAO LUIZ GONZAGA,0
4399,90791377000107,COMERCIAL DE MATERIAIS ESPORTIVOS SURUBI,11415.75,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
78990,01656038000775,ITAIMBÉ AUTOMÓVEIS LTDA,11256.28,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8705,IJUI,0
152735,52496119000109,B. D. R. COMERCIO DE EQUIPAMENTOS LTDA,11150.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,SP,6155,ARACATUBA,0
151185,17983017000109,CASSIANO RICARDO FROES SUTHERLAND,11068.86,EXTERNAL_NO_LOCAL_FOOTPRINT,02,PR,7535,CURITIBA,0
150799,58158024000153,MECANICAR SERVICOS E REPAROS LTDA,10935.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
153539,15318347000154,D.S.E. INDUSTRIA E COMERCIO DE MOVEIS DE,10817.32,EXTERNAL_NO_LOCAL_FOOTPRINT,02,PR,7777,PONTA GROSSA,0
130484,27403752000150,KAPRICHO DITRIBUIDORA LTDA,10794.3,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8511,ALVORADA,0
143248,22862531000126,TOP NORTE COMERCIO DE MATERIAL MEDICO HO,10762.12,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8533,BARAO DE COTEGIPE,0
148562,48911914000130,D S J CONFECCOES LTDA,10680.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,PR,7571,GUAIRA,0
131073,76535764000143,OI S.A. - EM RECUPERACAO JUDICIAL,10512.51,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RJ,6001,RIO DE JANEIRO,0
149705,44639579000102,OESTE PRODUTOS DE LIMPEZA LTDA,10474.3,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8811,REDENTORA,0
140437,27075106000100,NOVIDÁ INDÚSTRIA E COMÉRCIO DE MÓVEIS LT,10444.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8763,NOVA BRESCIA,0
140932,94389400000184,MCW PRODUTOS MEDICOS E HOSPITALARES,10297.13,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8957,VERA CRUZ,0
153616,44133337000142,ANA CAROLINE PHILIPPSEN CRUZ 09914014925,10235.96,EXTERNAL_NO_LOCAL_FOOTPRINT,02,SC,8205,MARAVILHA,0
70419,02310921000186,IEM INSTITUTO DE ESTUDOS MUNICIPAIS LTDA,10226.25,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0
131452,93088649000197,ABASE SISTEMAS E SOLUÇÕES LTDA,10208.4,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8939,TRES DE MAIO,0
44887,08628327000114,PAULO RENATO MAIDANA ODY,10183.35,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
120689,88894548002389,SICREDI UNIÃO RS,9979.12,ROOT_WITH_LOCAL_FOOTPRINT,02,RS,8861,SANTO CRISTO,3
144263,28337943000123,CA COMERCIO DE ALIMENTOS EIRELI,9796.68,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8619,CRUZ ALTA,0
149688,23310852000261,MURIEL A. BLAU & CIA LTDA,9688.05,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8729,LAJEADO,0
154724,65996648000105,TPS COMERCIAL LTDA,9639.6,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8541,BENTO GONCALVES,0
66651,28499301000120,JULIO CESAR REGINALDO 52490670000,9564.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
143036,20784313000195,RM COMERCIO DE MERCADORIAS E MATERIAIS L,9519.82,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8667,FREDERICO WESTPHALEN,0
155239,66610727000107,66.610.727 JARI LOURENZO TERRES JUNIOR,9500.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8791,PELOTAS,0
131561,95300489000123,CENTRO DE FOLCLORE E TRADIÇÕES GAÚCHAS F,9500.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
3799,88814785000187,CENTRO NATIVISTA BOITATA,9500.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
129610,03575238000133,SESC - ADM REG NO ESTADO DO RIO GRANDE D,9500.0,ROOT_WITH_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,1
150417,55571406000116,55.571.406 NELCI DILLY SCHUMACHER,9490.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8679,GIRUA,0
150769,19639940000315,TCJM DISTRIBUIDORA E IMPORTADORA LTDA,9294.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,SC,8025,ARAQUARI,0
145955,46381269000166,"NUTRI-ELE DISTRIBUIDORA DE NUTRICAO, COR",9222.5,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0
130220,15457786000148,BERNARDO EMMANUELLI - ME,9150.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
147863,42227547000174,MED4 IMPORTADORA E DISTRIBUIDORA LTDA,9122.05,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8589,CANOAS,0
137298,03725725000135,LEIS LTDA,9075.33,EXTERNAL_NO_LOCAL_FOOTPRINT,02,SC,8163,ITAPEMA,0
152286,35215257000145,DENTAL PREMIUM LTDA,9052.38,EXTERNAL_NO_LOCAL_FOOTPRINT,02,PR,7927,TOLEDO,0
144081,10573521000191,MERCADO PAGOINSTITUIÇAO DE PAGAMENTO LTD,9047.54,EXTERNAL_NO_LOCAL_FOOTPRINT,02,SP,6789,OSASCO,0
45997,09126634000160,COMERCIO DE JORNAIS PEDROLO LTDA,8992.86,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
127804,07052779000138,ALCI N. BECKER & CIA LTDA,8940.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8501,AGUDO,0
4732,87975280000131,CASA DOS RADIADORES COMÉRCIO DE PEÇAS E,8910.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
128278,21112395000194,CIRURGICA LAJEADENSE LTDA,8893.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8729,LAJEADO,0
59393,17695813000146,JP SANTA LUCIA COMERCIO DE COMBUSTIVEIS,8776.66,ROOT_WITH_LOCAL_FOOTPRINT,02,RS,8841,SANTA MARIA,2
142419,06867357000158,DISTRIBUIDORA PARANHOS ARTIGOS PARA LABO,8760.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,MG,4123,BELO HORIZONTE,0
152481,35480107000169,MARCELO AUGUSTO MARQUES STEIN 0315940409,8700.0,LOCAL_EXACT,02,RS,8863,SAO BORJA,1
140841,29757279000134,MEDIACUSTICA SOLUCOES EM EQUIPAMENTOS A,8660.0,EXTERNAL_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0
146152,43496899000198,ALS UNIFORMES PROFISSIONAIS LTDA,8536.36,EXTERNAL_NO_LOCAL_FOOTPRINT,02,SC,8183,LAGES,0
