period,emit_setor,int_rs,ouf,ext,demanda_rs,n_ncm,part_rs,dependencia_nt,taxonomy_snapshot,additivity_rule,natureza
2025-01,CURTIMENTO DE COURO,99120251.0,58461615.0,8715855.0,166297721.0,15,0.5960409463458612,FORA_DAS_FAIXAS_NT,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,DEFENSIVOS AGRÍCOLAS,22050179.0,316209961.0,22201477.0,360461617.0,7,0.06117205816118835,ALTA,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,DESTILADOS,245830340.0,125141042.0,21359886.0,392331268.0,8,0.626588702076124,FORA_DAS_FAIXAS_NT,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,ELETROELETRÔNICO,754441768.0,1803020335.0,304881923.0,2862344026.0,135,0.26357480482676265,MEDIA,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,EMBALAGENS,480590352.0,475259168.0,23857047.0,979706567.0,23,0.4905451981113443,FORA_DAS_FAIXAS_NT,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,FERTILIZANTES,244191892.0,46829840.0,767449859.0,1058471591.0,9,0.23070235807585315,MEDIA,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,LEITE,438703592.0,311414674.0,2910021.0,753028287.0,14,0.5825858066338483,FORA_DAS_FAIXAS_NT,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,MADEIRAS,365128594.0,257662937.0,6972650.0,629764181.0,35,0.5797862200105026,FORA_DAS_FAIXAS_NT,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,MEDICAMENTOS,18610644.0,605567872.0,63175.0,624241691.0,19,0.029813202591750635,CRITICA,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,METALURGIA,1901260316.0,2008367274.0,324705359.0,4234332949.0,130,0.449010585350642,FORA_DAS_FAIXAS_NT,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,MÁQUINAS E EQUIPAMENTOS,1671243016.0,2286353011.0,457758561.0,4415354588.0,209,0.3785070899044179,FORA_DAS_FAIXAS_NT,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,MÓVEIS,381025438.0,283227923.0,16798338.0,681051699.0,20,0.559466246922908,FORA_DAS_FAIXAS_NT,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,OUTRAS BEBIDAS,266004789.0,92570077.0,7329392.0,365904258.0,2,0.7269792115947445,FORA_DAS_FAIXAS_NT,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,OUTRAS INDÚSTRIAS,1279761015.0,845122930.0,96995148.0,2221879093.0,80,0.5759813929713231,FORA_DAS_FAIXAS_NT,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,OUTROS AGRO,655781292.0,73013126.0,8784996.0,737579414.0,14,0.8890992339978729,FORA_DAS_FAIXAS_NT,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,OUTROS METAL MECÂN.,2110491972.0,2333024504.0,474983059.0,4918499535.0,184,0.42909264440949063,FORA_DAS_FAIXAS_NT,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,OUTROS PRODUTOS DE PAPEL,369620224.0,661651817.0,4121403.0,1035393444.0,30,0.3569852852960502,FORA_DAS_FAIXAS_NT,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,OUTROS QUÍMICOS,606612679.0,1307011042.0,143959976.0,2057583697.0,138,0.2948179847480586,MEDIA,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,PEÇAS E ACESSÓRIOS PARA VEÍCULOS,764185485.0,883710210.0,297457482.0,1945353177.0,47,0.392826091444474,FORA_DAS_FAIXAS_NT,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,PLÁSTICOS,1516719722.0,1681402311.0,353418563.0,3551540596.0,115,0.4270596607309624,FORA_DAS_FAIXAS_NT,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,PNEUMÁTICOS E BORRACHA,274191534.0,524060240.0,113665865.0,911917639.0,23,0.3006757653034059,FORA_DAS_FAIXAS_NT,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,PRODUTOS DE LIMPEZA,122287627.0,248029825.0,12245626.0,382563078.0,19,0.319653500383014,FORA_DAS_FAIXAS_NT,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
2025-01,RAÇÃO ANIMAL,666903473.0,552649416.0,0.0,1219552889.0,8,0.5468426002802081,FORA_DAS_FAIXAS_NT,2026-08,NAO_ADITIVO_ENTRE_SETORES_PORTFOLIO,DADO_CALCULADO_SOBRE_DADOS_OFICIAIS
