_annex_requested,_exercise,anexo,cod_conta,cod_ibge,coluna,conta,exercicio,rotulo
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.2.1.8.01.0.0,4318002,Receitas Brutas Realizadas,1.2.1.8.01.0.0 - Contribuição do Servidor Civil para o Plano de Seguridade Social - CPSSS - Específico de EST/DF/MUN,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.2.1.8.01.1.0,4318002,Receitas Brutas Realizadas,1.2.1.8.01.1.0 - CPSSS do Servidor Civil Ativo,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.2.1.8.01.2.0,4318002,Receitas Brutas Realizadas,1.2.1.8.01.2.0 - CPSSS do Servidor Civil Inativo,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.2.1.8.01.3.0,4318002,Receitas Brutas Realizadas,1.2.1.8.01.3.0 - CPSSS do Servidor Civil - Pensionistas,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.2.1.8.02.0.0,4318002,Receitas Brutas Realizadas,1.2.1.8.02.0.0 - CPSSS - Parcelamentos - Específico de EST/DF/MUN,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.2.1.8.02.1.0,4318002,Receitas Brutas Realizadas,1.2.1.8.02.1.0 - CPSSS - Parcelamentos - do Servidor Civil Ativo,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.2.4.0.00.0.0,4318002,Receitas Brutas Realizadas,1.2.4.0.00.0.0 - Contribuição para o Custeio do Serviço de Iluminação Pública,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.3.0.0.00.0.0,4318002,Receitas Brutas Realizadas,1.3.0.0.00.0.0 - Receita Patrimonial,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.3.0.0.00.0.0,4318002,Outras Deduções da Receita,1.3.0.0.00.0.0 - Receita Patrimonial,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.3.1.0.00.0.0,4318002,Receitas Brutas Realizadas,1.3.1.0.00.0.0 - Exploração do Patrimônio Imobiliário do Estado,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.3.1.0.00.0.0,4318002,Outras Deduções da Receita,1.3.1.0.00.0.0 - Exploração do Patrimônio Imobiliário do Estado,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.3.1.0.01.0.0,4318002,Receitas Brutas Realizadas,"1.3.1.0.01.0.0 - Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação",2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.3.1.0.01.0.0,4318002,Outras Deduções da Receita,"1.3.1.0.01.0.0 - Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação",2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.3.1.0.01.1.0,4318002,Receitas Brutas Realizadas,1.3.1.0.01.1.0 - Aluguéis e Arrendamentos,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.3.1.0.01.2.0,4318002,Receitas Brutas Realizadas,"1.3.1.0.01.2.0 - Foros, Laudêmios e Tarifas de Ocupação",2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.3.1.0.01.2.0,4318002,Outras Deduções da Receita,"1.3.1.0.01.2.0 - Foros, Laudêmios e Tarifas de Ocupação",2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.3.2.0.00.0.0,4318002,Receitas Brutas Realizadas,1.3.2.0.00.0.0 - Valores Mobiliários,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.3.2.1.00.0.0,4318002,Receitas Brutas Realizadas,1.3.2.1.00.0.0 - Juros e Correções Monetárias,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.3.2.1.00.1.0,4318002,Receitas Brutas Realizadas,1.3.2.1.00.1.0 - Remuneração de Depósitos Bancários,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.3.2.1.00.4.0,4318002,Receitas Brutas Realizadas,1.3.2.1.00.4.0 - Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.3.2.1.00.5.0,4318002,Receitas Brutas Realizadas,1.3.2.1.00.5.0 - Juros de Títulos de Renda,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.3.6.0.00.0.0,4318002,Receitas Brutas Realizadas,1.3.6.0.00.0.0 - Cessão de Direitos,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.6.0.0.00.0.0,4318002,Receitas Brutas Realizadas,1.6.0.0.00.0.0 - Receita de Serviços,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.6.1.0.00.0.0,4318002,Receitas Brutas Realizadas,1.6.1.0.00.0.0 - Serviços Administrativos e Comerciais Gerais,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.6.1.0.02.0.0,4318002,Receitas Brutas Realizadas,1.6.1.0.02.0.0 - Inscrição em Concursos e Processos Seletivos,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.6.9.0.00.0.0,4318002,Receitas Brutas Realizadas,1.6.9.0.00.0.0 - Outros Serviços,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.6.9.0.99.0.0,4318002,Receitas Brutas Realizadas,1.6.9.0.99.0.0 - Outros Serviços,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.0.0.00.0.0,4318002,Receitas Brutas Realizadas,1.7.0.0.00.0.0 - Transferências Correntes,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.0.0.00.0.0,4318002,Deduções - FUNDEB,1.7.0.0.00.0.0 - Transferências Correntes,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.0.0.00.0.0,4318002,Outras Deduções da Receita,1.7.0.0.00.0.0 - Transferências Correntes,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.0.00.0.0,4318002,Receitas Brutas Realizadas,1.7.1.0.00.0.0 - Transferências da União e de suas Entidades,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.0.00.0.0,4318002,Deduções - FUNDEB,1.7.1.0.00.0.0 - Transferências da União e de suas Entidades,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.00.0.0,4318002,Receitas Brutas Realizadas,"1.7.1.8.00.0.0 Transferências da União - Específicas de Estados, DF e Municípios",2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.00.0.0,4318002,Deduções - FUNDEB,"1.7.1.8.00.0.0 Transferências da União - Específicas de Estados, DF e Municípios",2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.01.0.0,4318002,Receitas Brutas Realizadas,1.7.1.8.01.0.0 Participação na Receita da União,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.01.0.0,4318002,Deduções - FUNDEB,1.7.1.8.01.0.0 Participação na Receita da União,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.01.2.0,4318002,Receitas Brutas Realizadas,1.7.1.8.01.2.0 Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.01.2.0,4318002,Deduções - FUNDEB,1.7.1.8.01.2.0 Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.01.3.0,4318002,Receitas Brutas Realizadas,1.7.1.8.01.3.0 Cota-Parte do Fundo de Participação do Municípios ¿ 1% Cota entregue no mês de dezembro,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.01.4.0,4318002,Receitas Brutas Realizadas,1.7.1.8.01.4.0 Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.01.5.0,4318002,Receitas Brutas Realizadas,1.7.1.8.01.5.0 Cota-Parte do Imposto Sobre a Propriedade Territorial Rural,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.01.5.0,4318002,Deduções - FUNDEB,1.7.1.8.01.5.0 Cota-Parte do Imposto Sobre a Propriedade Territorial Rural,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.02.0.0,4318002,Receitas Brutas Realizadas,1.7.1.8.02.0.0 Transferência da Compensação Financeira pela Exploração de Recursos Naturais,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.02.6.0,4318002,Receitas Brutas Realizadas,1.7.1.8.02.6.0 Cota-Parte do Fundo Especial do Petróleo ¿ FEP,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.03.0.0,4318002,Receitas Brutas Realizadas,"1.7.1.8.03.0.0 Transferência de Recursos do Sistema Único de Saúde ¿ 
 SUS ¿ Bloco Custeio das Ações e Serviços Públicos de Saúde",2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.03.1.0,4318002,Receitas Brutas Realizadas,1.7.1.8.03.1.0 - Transferência de Recursos do SUS ¿ Atenção Básica,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.03.2.0,4318002,Receitas Brutas Realizadas,1.7.1.8.03.2.0 - Transferência de Recursos do SUS ¿ Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.03.3.0,4318002,Receitas Brutas Realizadas,1.7.1.8.03.3.0 - Transferência de Recursos do SUS ¿ Vigilância em Saúde,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.03.4.0,4318002,Receitas Brutas Realizadas,1.7.1.8.03.4.0 - Transferência de Recursos do SUS ¿ Assistência Farmacêutica,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.03.5.0,4318002,Receitas Brutas Realizadas,1.7.1.8.03.5.0 - Transferência de Recursos do SUS ¿ Gestão do SUS,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.04.0.0,4318002,Receitas Brutas Realizadas,1.7.1.8.04.0.0 Transferências de Recursos do Sistema Único de Saúde ¿ SUS - Bloco Investimentos na Rede de Serviços Públicos de Saúde,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.04.1.0,4318002,Receitas Brutas Realizadas,1.7.1.8.04.1.0 - Transferências de Recursos do Sistema Único de Saúde ¿ SUS destinados à Atenção Básica,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.05.0.0,4318002,Receitas Brutas Realizadas,1.7.1.8.05.0.0 Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação ¿ FNDE,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.05.1.0,4318002,Receitas Brutas Realizadas,1.7.1.8.05.1.0 Transferências do Salário-Educação,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.05.3.0,4318002,Receitas Brutas Realizadas,1.7.1.8.05.3.0 Transferências Diretas do FNDE referentes ao Programa Nacional de Alimentação Escolar ¿ PNAE,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.05.4.0,4318002,Receitas Brutas Realizadas,1.7.1.8.05.4.0 Transferências Diretas do FNDE referentes ao Programa Nacional de Apoio ao Transporte do Escolar ¿ PNATE,2019,Padrão
DCA-Anexo I-C,2019,DCA-Anexo I-C,RO1.7.1.8.08.0.0,4318002,Receitas Brutas Realizadas,1.7.1.8.08.0.0 Transferências Advindas de Emendas Parlamentares Individuais,2019,Padrão
