_annex_requested,_exercise,anexo,cod_conta,cod_ibge,coluna,conta,exercicio,rotulo
DCA-Anexo I-D,2020,DCA-Anexo I-D,DI3.1.91.00.00.00,4318002,Inscrição de Restos a Pagar Não Processados,"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DI3.1.91.00.00.00,4318002,Inscrição de Restos a Pagar Processados,"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DI3.1.91.13.00.00,4318002,Despesas Empenhadas,3.1.91.13.00 - Contribuições Patronais,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DI3.1.91.13.00.00,4318002,Despesas Liquidadas,3.1.91.13.00 - Contribuições Patronais,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DI3.1.91.13.00.00,4318002,Despesas Pagas,3.1.91.13.00 - Contribuições Patronais,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DI3.1.91.13.00.00,4318002,Inscrição de Restos a Pagar Não Processados,3.1.91.13.00 - Contribuições Patronais,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DI3.1.91.13.00.00,4318002,Inscrição de Restos a Pagar Processados,3.1.91.13.00 - Contribuições Patronais,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DI3.1.91.13.08.00,4318002,Despesas Empenhadas,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DI3.1.91.13.08.00,4318002,Despesas Liquidadas,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DI3.1.91.13.08.00,4318002,Despesas Pagas,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DI3.1.91.13.08.00,4318002,Inscrição de Restos a Pagar Não Processados,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DI3.1.91.13.08.00,4318002,Inscrição de Restos a Pagar Processados,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.2.00.00.00.00,4318002,Despesas Empenhadas,3.2.00.00.00 - Juros e Encargos da Dívida,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.2.00.00.00.00,4318002,Despesas Liquidadas,3.2.00.00.00 - Juros e Encargos da Dívida,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.2.00.00.00.00,4318002,Despesas Pagas,3.2.00.00.00 - Juros e Encargos da Dívida,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.2.90.00.00.00,4318002,Despesas Empenhadas,3.2.90.00.00 - Aplicações Diretas,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.2.90.00.00.00,4318002,Despesas Liquidadas,3.2.90.00.00 - Aplicações Diretas,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.2.90.00.00.00,4318002,Despesas Pagas,3.2.90.00.00 - Aplicações Diretas,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.2.90.21.00.00,4318002,Despesas Empenhadas,3.2.90.21.00 - Juros sobre a Dívida por Contrato,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.2.90.21.00.00,4318002,Despesas Liquidadas,3.2.90.21.00 - Juros sobre a Dívida por Contrato,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.2.90.21.00.00,4318002,Despesas Pagas,3.2.90.21.00 - Juros sobre a Dívida por Contrato,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DI3.2.91.00.00.00,4318002,Despesas Empenhadas,"3.2.91.00.00 - Aplicação direta decorrente de operação entre Órgãos, fundos e entidades integrantes dos OFSS",2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DI3.2.91.00.00.00,4318002,Despesas Liquidadas,"3.2.91.00.00 - Aplicação direta decorrente de operação entre Órgãos, fundos e entidades integrantes dos OFSS",2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DI3.2.91.00.00.00,4318002,Despesas Pagas,"3.2.91.00.00 - Aplicação direta decorrente de operação entre Órgãos, fundos e entidades integrantes dos OFSS",2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.00.00.00.00,4318002,Despesas Empenhadas,3.3.00.00.00 - Outras Despesas Correntes,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.00.00.00.00,4318002,Despesas Liquidadas,3.3.00.00.00 - Outras Despesas Correntes,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.00.00.00.00,4318002,Despesas Pagas,3.3.00.00.00 - Outras Despesas Correntes,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.00.00.00.00,4318002,Inscrição de Restos a Pagar Não Processados,3.3.00.00.00 - Outras Despesas Correntes,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.00.00.00.00,4318002,Inscrição de Restos a Pagar Processados,3.3.00.00.00 - Outras Despesas Correntes,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.20.00.00.00,4318002,Despesas Empenhadas,3.3.20.00.00 - Transferências à União,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.20.00.00.00,4318002,Despesas Liquidadas,3.3.20.00.00 - Transferências à União,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.20.00.00.00,4318002,Despesas Pagas,3.3.20.00.00 - Transferências à União,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.30.00.00.00,4318002,Despesas Empenhadas,3.3.30.00.00 - Transferências a Estados e ao Distrito Federal,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.30.00.00.00,4318002,Despesas Liquidadas,3.3.30.00.00 - Transferências a Estados e ao Distrito Federal,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.30.00.00.00,4318002,Despesas Pagas,3.3.30.00.00 - Transferências a Estados e ao Distrito Federal,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.30.41.00.00,4318002,Despesas Empenhadas,3.3.30.41.00 - Contribuições,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.30.41.00.00,4318002,Despesas Liquidadas,3.3.30.41.00 - Contribuições,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.30.41.00.00,4318002,Despesas Pagas,3.3.30.41.00 - Contribuições,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.30.93.00.00,4318002,Despesas Empenhadas,3.3.30.93.00 - Indenizações e restituições,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.30.93.00.00,4318002,Despesas Liquidadas,3.3.30.93.00 - Indenizações e restituições,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.30.93.00.00,4318002,Despesas Pagas,3.3.30.93.00 - Indenizações e restituições,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.50.00.00.00,4318002,Despesas Empenhadas,3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.50.00.00.00,4318002,Despesas Liquidadas,3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.50.00.00.00,4318002,Despesas Pagas,3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.50.00.00.00,4318002,Inscrição de Restos a Pagar Processados,3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.60.00.00.00,4318002,Despesas Empenhadas,3.3.60.00.00 - Transferências a Instituições Privadas com Fins Lucrativos,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.60.00.00.00,4318002,Despesas Liquidadas,3.3.60.00.00 - Transferências a Instituições Privadas com Fins Lucrativos,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.60.00.00.00,4318002,Despesas Pagas,3.3.60.00.00 - Transferências a Instituições Privadas com Fins Lucrativos,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.00.00.00,4318002,Despesas Empenhadas,3.3.90.00.00 - Aplicações Diretas,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.00.00.00,4318002,Despesas Liquidadas,3.3.90.00.00 - Aplicações Diretas,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.00.00.00,4318002,Despesas Pagas,3.3.90.00.00 - Aplicações Diretas,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.00.00.00,4318002,Inscrição de Restos a Pagar Não Processados,3.3.90.00.00 - Aplicações Diretas,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.00.00.00,4318002,Inscrição de Restos a Pagar Processados,3.3.90.00.00 - Aplicações Diretas,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.08.00.00,4318002,Despesas Empenhadas,3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.08.00.00,4318002,Despesas Liquidadas,3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.08.00.00,4318002,Despesas Pagas,3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.08.00.00,4318002,Inscrição de Restos a Pagar Processados,3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.14.00.00,4318002,Despesas Empenhadas,3.3.90.14.00 - Diárias - Civil,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.14.00.00,4318002,Despesas Liquidadas,3.3.90.14.00 - Diárias - Civil,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.14.00.00,4318002,Despesas Pagas,3.3.90.14.00 - Diárias - Civil,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.14.00.00,4318002,Inscrição de Restos a Pagar Não Processados,3.3.90.14.00 - Diárias - Civil,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.14.00.00,4318002,Inscrição de Restos a Pagar Processados,3.3.90.14.00 - Diárias - Civil,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.30.00.00,4318002,Despesas Empenhadas,3.3.90.30.00 - Material de Consumo,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.30.00.00,4318002,Despesas Liquidadas,3.3.90.30.00 - Material de Consumo,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.30.00.00,4318002,Despesas Pagas,3.3.90.30.00 - Material de Consumo,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.30.00.00,4318002,Inscrição de Restos a Pagar Não Processados,3.3.90.30.00 - Material de Consumo,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.30.00.00,4318002,Inscrição de Restos a Pagar Processados,3.3.90.30.00 - Material de Consumo,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.31.00.00,4318002,Despesas Empenhadas,"3.3.90.31.00 - Premiações Culturais, Artísticas, Científicas, Desportivas e Outras",2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.31.00.00,4318002,Despesas Liquidadas,"3.3.90.31.00 - Premiações Culturais, Artísticas, Científicas, Desportivas e Outras",2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.31.00.00,4318002,Despesas Pagas,"3.3.90.31.00 - Premiações Culturais, Artísticas, Científicas, Desportivas e Outras",2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.32.00.00,4318002,Despesas Empenhadas,"3.3.90.32.00 - Material, Bem ou Serviço para Distribuição Gratuita",2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.32.00.00,4318002,Despesas Liquidadas,"3.3.90.32.00 - Material, Bem ou Serviço para Distribuição Gratuita",2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.32.00.00,4318002,Despesas Pagas,"3.3.90.32.00 - Material, Bem ou Serviço para Distribuição Gratuita",2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.32.00.00,4318002,Inscrição de Restos a Pagar Não Processados,"3.3.90.32.00 - Material, Bem ou Serviço para Distribuição Gratuita",2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.32.00.00,4318002,Inscrição de Restos a Pagar Processados,"3.3.90.32.00 - Material, Bem ou Serviço para Distribuição Gratuita",2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.33.00.00,4318002,Despesas Empenhadas,3.3.90.33.00 - Passagens e Despesas com Locomoção,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.33.00.00,4318002,Despesas Liquidadas,3.3.90.33.00 - Passagens e Despesas com Locomoção,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.33.00.00,4318002,Despesas Pagas,3.3.90.33.00 - Passagens e Despesas com Locomoção,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.33.00.00,4318002,Inscrição de Restos a Pagar Não Processados,3.3.90.33.00 - Passagens e Despesas com Locomoção,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.33.00.00,4318002,Inscrição de Restos a Pagar Processados,3.3.90.33.00 - Passagens e Despesas com Locomoção,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.35.00.00,4318002,Despesas Empenhadas,3.3.90.35.00 - Serviços de Consultoria,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.35.00.00,4318002,Despesas Liquidadas,3.3.90.35.00 - Serviços de Consultoria,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.35.00.00,4318002,Despesas Pagas,3.3.90.35.00 - Serviços de Consultoria,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.36.00.00,4318002,Despesas Empenhadas,3.3.90.36.00 - Outros Serviços de Terceiros - Pessoa Física,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.36.00.00,4318002,Despesas Liquidadas,3.3.90.36.00 - Outros Serviços de Terceiros - Pessoa Física,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.36.00.00,4318002,Despesas Pagas,3.3.90.36.00 - Outros Serviços de Terceiros - Pessoa Física,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.36.00.00,4318002,Inscrição de Restos a Pagar Não Processados,3.3.90.36.00 - Outros Serviços de Terceiros - Pessoa Física,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.36.00.00,4318002,Inscrição de Restos a Pagar Processados,3.3.90.36.00 - Outros Serviços de Terceiros - Pessoa Física,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.39.00.00,4318002,Despesas Empenhadas,3.3.90.39.00 - Outros Serviços de Terceiros - Pessoa Jurídica,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.39.00.00,4318002,Despesas Liquidadas,3.3.90.39.00 - Outros Serviços de Terceiros - Pessoa Jurídica,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.39.00.00,4318002,Despesas Pagas,3.3.90.39.00 - Outros Serviços de Terceiros - Pessoa Jurídica,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.39.00.00,4318002,Inscrição de Restos a Pagar Não Processados,3.3.90.39.00 - Outros Serviços de Terceiros - Pessoa Jurídica,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.39.00.00,4318002,Inscrição de Restos a Pagar Processados,3.3.90.39.00 - Outros Serviços de Terceiros - Pessoa Jurídica,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.40.00.00,4318002,Despesas Empenhadas,3.3.90.40.00 - Serviços de Tecnologia da Informação e Comunicação (TIC) - Pessoa Jurídica,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.40.00.00,4318002,Despesas Liquidadas,3.3.90.40.00 - Serviços de Tecnologia da Informação e Comunicação (TIC) - Pessoa Jurídica,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.40.00.00,4318002,Despesas Pagas,3.3.90.40.00 - Serviços de Tecnologia da Informação e Comunicação (TIC) - Pessoa Jurídica,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.40.00.00,4318002,Inscrição de Restos a Pagar Não Processados,3.3.90.40.00 - Serviços de Tecnologia da Informação e Comunicação (TIC) - Pessoa Jurídica,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.40.00.00,4318002,Inscrição de Restos a Pagar Processados,3.3.90.40.00 - Serviços de Tecnologia da Informação e Comunicação (TIC) - Pessoa Jurídica,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.46.00.00,4318002,Despesas Empenhadas,3.3.90.46.00 - Auxílio-Alimentação,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.46.00.00,4318002,Despesas Liquidadas,3.3.90.46.00 - Auxílio-Alimentação,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.46.00.00,4318002,Despesas Pagas,3.3.90.46.00 - Auxílio-Alimentação,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.46.00.00,4318002,Inscrição de Restos a Pagar Processados,3.3.90.46.00 - Auxílio-Alimentação,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.47.00.00,4318002,Despesas Empenhadas,3.3.90.47.00 - Obrigações Tributárias e Contributivas,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.47.00.00,4318002,Despesas Liquidadas,3.3.90.47.00 - Obrigações Tributárias e Contributivas,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.47.00.00,4318002,Despesas Pagas,3.3.90.47.00 - Obrigações Tributárias e Contributivas,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.47.00.00,4318002,Inscrição de Restos a Pagar Processados,3.3.90.47.00 - Obrigações Tributárias e Contributivas,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.49.00.00,4318002,Despesas Empenhadas,3.3.90.49.00 - Auxílio-Transporte,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.49.00.00,4318002,Despesas Liquidadas,3.3.90.49.00 - Auxílio-Transporte,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.49.00.00,4318002,Despesas Pagas,3.3.90.49.00 - Auxílio-Transporte,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.91.00.00,4318002,Despesas Empenhadas,3.3.90.91.00 - Sentenças Judiciais,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.91.00.00,4318002,Despesas Liquidadas,3.3.90.91.00 - Sentenças Judiciais,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.91.00.00,4318002,Despesas Pagas,3.3.90.91.00 - Sentenças Judiciais,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.92.00.00,4318002,Despesas Empenhadas,3.3.90.92.00 - Despesas de Exercícios Anteriores,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.92.00.00,4318002,Despesas Liquidadas,3.3.90.92.00 - Despesas de Exercícios Anteriores,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.92.00.00,4318002,Despesas Pagas,3.3.90.92.00 - Despesas de Exercícios Anteriores,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.92.00.00,4318002,Inscrição de Restos a Pagar Não Processados,3.3.90.92.00 - Despesas de Exercícios Anteriores,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.93.00.00,4318002,Despesas Empenhadas,3.3.90.93.00 - Indenizações e Restituições,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.93.00.00,4318002,Despesas Liquidadas,3.3.90.93.00 - Indenizações e Restituições,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.93.00.00,4318002,Despesas Pagas,3.3.90.93.00 - Indenizações e Restituições,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO3.3.90.93.00.00,4318002,Inscrição de Restos a Pagar Processados,3.3.90.93.00 - Indenizações e Restituições,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.0.00.00.00.00,4318002,Despesas Empenhadas,4.0.00.00.00 - Despesas de Capital,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.0.00.00.00.00,4318002,Despesas Liquidadas,4.0.00.00.00 - Despesas de Capital,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.0.00.00.00.00,4318002,Despesas Pagas,4.0.00.00.00 - Despesas de Capital,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.0.00.00.00.00,4318002,Inscrição de Restos a Pagar Não Processados,4.0.00.00.00 - Despesas de Capital,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.0.00.00.00.00,4318002,Inscrição de Restos a Pagar Processados,4.0.00.00.00 - Despesas de Capital,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.00.00.00.00,4318002,Despesas Empenhadas,4.4.00.00.00 - Investimentos,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.00.00.00.00,4318002,Despesas Liquidadas,4.4.00.00.00 - Investimentos,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.00.00.00.00,4318002,Despesas Pagas,4.4.00.00.00 - Investimentos,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.00.00.00.00,4318002,Inscrição de Restos a Pagar Não Processados,4.4.00.00.00 - Investimentos,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.00.00.00.00,4318002,Inscrição de Restos a Pagar Processados,4.4.00.00.00 - Investimentos,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.20.00.00.00,4318002,Despesas Empenhadas,4.4.20.00.00 - Transferências à União,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.20.00.00.00,4318002,Despesas Liquidadas,4.4.20.00.00 - Transferências à União,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.20.00.00.00,4318002,Despesas Pagas,4.4.20.00.00 - Transferências à União,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.20.00.00.00,4318002,Inscrição de Restos a Pagar Processados,4.4.20.00.00 - Transferências à União,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.50.00.00.00,4318002,Despesas Empenhadas,4.4.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.50.00.00.00,4318002,Despesas Liquidadas,4.4.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.50.00.00.00,4318002,Despesas Pagas,4.4.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.90.00.00.00,4318002,Despesas Empenhadas,4.4.90.00.00 - Aplicações Diretas,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.90.00.00.00,4318002,Despesas Liquidadas,4.4.90.00.00 - Aplicações Diretas,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.90.00.00.00,4318002,Despesas Pagas,4.4.90.00.00 - Aplicações Diretas,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.90.00.00.00,4318002,Inscrição de Restos a Pagar Não Processados,4.4.90.00.00 - Aplicações Diretas,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.90.00.00.00,4318002,Inscrição de Restos a Pagar Processados,4.4.90.00.00 - Aplicações Diretas,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.90.40.00.00,4318002,Despesas Empenhadas,4.4.90.40.00 - Serviços de Tecnologia da Informação e Comunicação (TIC) - Pessoa Jurídica,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.90.40.00.00,4318002,Despesas Liquidadas,4.4.90.40.00 - Serviços de Tecnologia da Informação e Comunicação (TIC) - Pessoa Jurídica,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.90.40.00.00,4318002,Despesas Pagas,4.4.90.40.00 - Serviços de Tecnologia da Informação e Comunicação (TIC) - Pessoa Jurídica,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.90.40.00.00,4318002,Inscrição de Restos a Pagar Não Processados,4.4.90.40.00 - Serviços de Tecnologia da Informação e Comunicação (TIC) - Pessoa Jurídica,2020,Padrão
DCA-Anexo I-D,2020,DCA-Anexo I-D,DO4.4.90.40.00.00,4318002,Inscrição de Restos a Pagar Processados,4.4.90.40.00 - Serviços de Tecnologia da Informação e Comunicação (TIC) - Pessoa Jurídica,2020,Padrão
