_annex_requested,_exercise,anexo,cod_conta,cod_ibge,coluna,conta,exercicio,instituicao,populacao,rotulo,uf,valor
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.03.00.00,4318002,Despesas Pagas,3.1.90.03.00 - Pensões do RPPS e do Militar,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,3316657.15
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.04.00.00,4318002,Despesas Empenhadas,3.1.90.04.00 - Contratação por Tempo Determinado,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,19637391.57
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.04.00.00,4318002,Despesas Liquidadas,3.1.90.04.00 - Contratação por Tempo Determinado,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,19637391.57
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.04.00.00,4318002,Despesas Pagas,3.1.90.04.00 - Contratação por Tempo Determinado,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,19286218.99
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.04.00.00,4318002,Inscrição de Restos a Pagar Processados,3.1.90.04.00 - Contratação por Tempo Determinado,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,351172.58
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.11.00.00,4318002,Despesas Empenhadas,3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,59397100.1
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.11.00.00,4318002,Despesas Liquidadas,3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,59397100.1
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.11.00.00,4318002,Despesas Pagas,3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,59397100.1
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.13.00.00,4318002,Despesas Empenhadas,3.1.90.13.00 - Obrigações Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,2124871.92
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.13.00.00,4318002,Despesas Liquidadas,3.1.90.13.00 - Obrigações Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,2084750.28
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.13.00.00,4318002,Despesas Pagas,3.1.90.13.00 - Obrigações Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,1946024.79
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.13.00.00,4318002,Inscrição de Restos a Pagar Não Processados,3.1.90.13.00 - Obrigações Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,40121.64
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.13.00.00,4318002,Inscrição de Restos a Pagar Processados,3.1.90.13.00 - Obrigações Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,138725.49
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.13.01.00,4318002,Despesas Empenhadas,3.1.90.13.01 - FGTS,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,190516.97
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.13.01.00,4318002,Despesas Liquidadas,3.1.90.13.01 - FGTS,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,190516.97
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.13.01.00,4318002,Despesas Pagas,3.1.90.13.01 - FGTS,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,162107.18
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.13.01.00,4318002,Inscrição de Restos a Pagar Processados,3.1.90.13.01 - FGTS,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,28409.79
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.13.02.00,4318002,Despesas Empenhadas,3.1.90.13.02 - Contribuições Previdenciárias - INSS,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,1921998.97
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.13.02.00,4318002,Despesas Liquidadas,3.1.90.13.02 - Contribuições Previdenciárias - INSS,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,1882563.33
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.13.02.00,4318002,Despesas Pagas,3.1.90.13.02 - Contribuições Previdenciárias - INSS,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,1772247.63
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.13.02.00,4318002,Inscrição de Restos a Pagar Não Processados,3.1.90.13.02 - Contribuições Previdenciárias - INSS,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,39435.64
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.13.02.00,4318002,Inscrição de Restos a Pagar Processados,3.1.90.13.02 - Contribuições Previdenciárias - INSS,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,110315.7
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.13.99.00,4318002,Despesas Empenhadas,3.1.90.13.99 - Outras Obrigações Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,12355.98
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.13.99.00,4318002,Despesas Liquidadas,3.1.90.13.99 - Outras Obrigações Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,11669.98
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.13.99.00,4318002,Despesas Pagas,3.1.90.13.99 - Outras Obrigações Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,11669.98
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.13.99.00,4318002,Inscrição de Restos a Pagar Não Processados,3.1.90.13.99 - Outras Obrigações Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,686
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.16.00.00,4318002,Despesas Empenhadas,3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,4029601.22
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.16.00.00,4318002,Despesas Liquidadas,3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,4029601.22
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.16.00.00,4318002,Despesas Pagas,3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,4029601.22
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.94.00.00,4318002,Despesas Empenhadas,3.1.90.94.00 - Indenizações e Restituições Trabalhistas,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,472904.8
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.94.00.00,4318002,Despesas Liquidadas,3.1.90.94.00 - Indenizações e Restituições Trabalhistas,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,448813.38
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.94.00.00,4318002,Despesas Pagas,3.1.90.94.00 - Indenizações e Restituições Trabalhistas,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,448813.38
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.1.90.94.00.00,4318002,Inscrição de Restos a Pagar Não Processados,3.1.90.94.00 - Indenizações e Restituições Trabalhistas,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,24091.42
DCA-Anexo I-D,2021,DCA-Anexo I-D,DI3.1.91.00.00.00,4318002,Despesas Empenhadas,"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,17913427.25
DCA-Anexo I-D,2021,DCA-Anexo I-D,DI3.1.91.00.00.00,4318002,Despesas Liquidadas,"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,17913427.25
DCA-Anexo I-D,2021,DCA-Anexo I-D,DI3.1.91.00.00.00,4318002,Despesas Pagas,"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,15002725.27
DCA-Anexo I-D,2021,DCA-Anexo I-D,DI3.1.91.00.00.00,4318002,Inscrição de Restos a Pagar Processados,"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,2910701.98
DCA-Anexo I-D,2021,DCA-Anexo I-D,DI3.1.91.13.00.00,4318002,Despesas Empenhadas,3.1.91.13.00 - Contribuições Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,17913427.25
DCA-Anexo I-D,2021,DCA-Anexo I-D,DI3.1.91.13.00.00,4318002,Despesas Liquidadas,3.1.91.13.00 - Contribuições Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,17913427.25
DCA-Anexo I-D,2021,DCA-Anexo I-D,DI3.1.91.13.00.00,4318002,Despesas Pagas,3.1.91.13.00 - Contribuições Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,15002725.27
DCA-Anexo I-D,2021,DCA-Anexo I-D,DI3.1.91.13.00.00,4318002,Inscrição de Restos a Pagar Processados,3.1.91.13.00 - Contribuições Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,2910701.98
DCA-Anexo I-D,2021,DCA-Anexo I-D,DI3.1.91.13.08.00,4318002,Despesas Empenhadas,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,6154326.2
DCA-Anexo I-D,2021,DCA-Anexo I-D,DI3.1.91.13.08.00,4318002,Despesas Liquidadas,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,6154326.2
DCA-Anexo I-D,2021,DCA-Anexo I-D,DI3.1.91.13.08.00,4318002,Despesas Pagas,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,5156695.12
DCA-Anexo I-D,2021,DCA-Anexo I-D,DI3.1.91.13.08.00,4318002,Inscrição de Restos a Pagar Processados,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,997631.08
DCA-Anexo I-D,2021,DCA-Anexo I-D,DI3.1.91.13.20.00,4318002,Despesas Empenhadas,3.1.91.13.20 - Alíquota suplementar de contribuição previdenciária - pessoal ativo - plano previdenciário,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,11759101.05
DCA-Anexo I-D,2021,DCA-Anexo I-D,DI3.1.91.13.20.00,4318002,Despesas Liquidadas,3.1.91.13.20 - Alíquota suplementar de contribuição previdenciária - pessoal ativo - plano previdenciário,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,11759101.05
DCA-Anexo I-D,2021,DCA-Anexo I-D,DI3.1.91.13.20.00,4318002,Despesas Pagas,3.1.91.13.20 - Alíquota suplementar de contribuição previdenciária - pessoal ativo - plano previdenciário,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,9846030.15
DCA-Anexo I-D,2021,DCA-Anexo I-D,DI3.1.91.13.20.00,4318002,Inscrição de Restos a Pagar Processados,3.1.91.13.20 - Alíquota suplementar de contribuição previdenciária - pessoal ativo - plano previdenciário,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,1913070.9
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.2.00.00.00.00,4318002,Despesas Empenhadas,3.2.00.00.00 - Juros e Encargos da Dívida,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,4644656.99
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.2.00.00.00.00,4318002,Despesas Liquidadas,3.2.00.00.00 - Juros e Encargos da Dívida,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,4644656.99
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.2.00.00.00.00,4318002,Despesas Pagas,3.2.00.00.00 - Juros e Encargos da Dívida,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,4644656.99
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.2.90.00.00.00,4318002,Despesas Empenhadas,3.2.90.00.00 - Aplicações Diretas,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,2373114.33
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.2.90.00.00.00,4318002,Despesas Liquidadas,3.2.90.00.00 - Aplicações Diretas,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,2373114.33
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.2.90.00.00.00,4318002,Despesas Pagas,3.2.90.00.00 - Aplicações Diretas,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,2373114.33
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.2.90.21.00.00,4318002,Despesas Empenhadas,3.2.90.21.00 - Juros sobre a Dívida por Contrato,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,2373114.33
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.2.90.21.00.00,4318002,Despesas Liquidadas,3.2.90.21.00 - Juros sobre a Dívida por Contrato,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,2373114.33
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.2.90.21.00.00,4318002,Despesas Pagas,3.2.90.21.00 - Juros sobre a Dívida por Contrato,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,2373114.33
DCA-Anexo I-D,2021,DCA-Anexo I-D,DI3.2.91.00.00.00,4318002,Despesas Empenhadas,"3.2.91.00.00 - Aplicação direta decorrente de operação entre Órgãos, fundos e entidades integrantes dos OFSS",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,2271542.66
DCA-Anexo I-D,2021,DCA-Anexo I-D,DI3.2.91.00.00.00,4318002,Despesas Liquidadas,"3.2.91.00.00 - Aplicação direta decorrente de operação entre Órgãos, fundos e entidades integrantes dos OFSS",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,2271542.66
DCA-Anexo I-D,2021,DCA-Anexo I-D,DI3.2.91.00.00.00,4318002,Despesas Pagas,"3.2.91.00.00 - Aplicação direta decorrente de operação entre Órgãos, fundos e entidades integrantes dos OFSS",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,2271542.66
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.00.00.00.00,4318002,Despesas Empenhadas,3.3.00.00.00 - Outras Despesas Correntes,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,89863621.57
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.00.00.00.00,4318002,Despesas Liquidadas,3.3.00.00.00 - Outras Despesas Correntes,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,84810858.01
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.00.00.00.00,4318002,Despesas Pagas,3.3.00.00.00 - Outras Despesas Correntes,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,82993181.17
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.00.00.00.00,4318002,Inscrição de Restos a Pagar Não Processados,3.3.00.00.00 - Outras Despesas Correntes,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,5052763.56
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.00.00.00.00,4318002,Inscrição de Restos a Pagar Processados,3.3.00.00.00 - Outras Despesas Correntes,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,1817676.84
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.20.00.00.00,4318002,Despesas Empenhadas,3.3.20.00.00 - Transferências à União,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,151111.49
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.20.00.00.00,4318002,Despesas Liquidadas,3.3.20.00.00 - Transferências à União,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,151111.49
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.20.00.00.00,4318002,Despesas Pagas,3.3.20.00.00 - Transferências à União,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,151111.49
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.30.00.00.00,4318002,Despesas Empenhadas,3.3.30.00.00 - Transferências a Estados e ao Distrito Federal,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,199980.12
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.30.00.00.00,4318002,Despesas Liquidadas,3.3.30.00.00 - Transferências a Estados e ao Distrito Federal,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,193108.62
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.30.00.00.00,4318002,Despesas Pagas,3.3.30.00.00 - Transferências a Estados e ao Distrito Federal,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,193108.62
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.30.00.00.00,4318002,Inscrição de Restos a Pagar Não Processados,3.3.30.00.00 - Transferências a Estados e ao Distrito Federal,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,6871.5
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.30.41.00.00,4318002,Despesas Empenhadas,3.3.30.41.00 - Contribuições,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,199980.12
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.30.41.00.00,4318002,Despesas Liquidadas,3.3.30.41.00 - Contribuições,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,193108.62
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.30.41.00.00,4318002,Despesas Pagas,3.3.30.41.00 - Contribuições,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,193108.62
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.30.41.00.00,4318002,Inscrição de Restos a Pagar Não Processados,3.3.30.41.00 - Contribuições,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,6871.5
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.50.00.00.00,4318002,Despesas Empenhadas,3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,1202998.2
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.50.00.00.00,4318002,Despesas Liquidadas,3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,1182998.2
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.50.00.00.00,4318002,Despesas Pagas,3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,1182998.2
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.50.00.00.00,4318002,Inscrição de Restos a Pagar Não Processados,3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,20000
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.00.00.00,4318002,Despesas Empenhadas,3.3.90.00.00 - Aplicações Diretas,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,88309531.76
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.00.00.00,4318002,Despesas Liquidadas,3.3.90.00.00 - Aplicações Diretas,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,83283639.7
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.00.00.00,4318002,Despesas Pagas,3.3.90.00.00 - Aplicações Diretas,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,81465962.86
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.00.00.00,4318002,Inscrição de Restos a Pagar Não Processados,3.3.90.00.00 - Aplicações Diretas,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,5025892.06
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.00.00.00,4318002,Inscrição de Restos a Pagar Processados,3.3.90.00.00 - Aplicações Diretas,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,1817676.84
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.08.00.00,4318002,Despesas Empenhadas,3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,5793655.31
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.08.00.00,4318002,Despesas Liquidadas,3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,5782509.55
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.08.00.00,4318002,Despesas Pagas,3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,5395317.82
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.08.00.00,4318002,Inscrição de Restos a Pagar Não Processados,3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,11145.76
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.08.00.00,4318002,Inscrição de Restos a Pagar Processados,3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,387191.73
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.14.00.00,4318002,Despesas Empenhadas,3.3.90.14.00 - Diárias - Civil,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,1215018.2
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.14.00.00,4318002,Despesas Liquidadas,3.3.90.14.00 - Diárias - Civil,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,1215018.2
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.14.00.00,4318002,Despesas Pagas,3.3.90.14.00 - Diárias - Civil,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,1211925.53
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.14.00.00,4318002,Inscrição de Restos a Pagar Processados,3.3.90.14.00 - Diárias - Civil,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,3092.67
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.30.00.00,4318002,Despesas Empenhadas,3.3.90.30.00 - Material de Consumo,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,9055486.48
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.30.00.00,4318002,Despesas Liquidadas,3.3.90.30.00 - Material de Consumo,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,8243627.29
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.30.00.00,4318002,Despesas Pagas,3.3.90.30.00 - Material de Consumo,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,7964784.47
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.30.00.00,4318002,Inscrição de Restos a Pagar Não Processados,3.3.90.30.00 - Material de Consumo,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,811859.19
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.30.00.00,4318002,Inscrição de Restos a Pagar Processados,3.3.90.30.00 - Material de Consumo,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,278842.82
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.31.00.00,4318002,Despesas Empenhadas,"3.3.90.31.00 - Premiações Culturais, Artísticas, Científicas, Desportivas e Outras",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,100138.78
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.31.00.00,4318002,Despesas Liquidadas,"3.3.90.31.00 - Premiações Culturais, Artísticas, Científicas, Desportivas e Outras",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,100138.78
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.31.00.00,4318002,Despesas Pagas,"3.3.90.31.00 - Premiações Culturais, Artísticas, Científicas, Desportivas e Outras",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,100138.78
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.32.00.00,4318002,Despesas Empenhadas,"3.3.90.32.00 - Material, Bem ou Serviço para Distribuição Gratuita",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,5618036.48
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.32.00.00,4318002,Despesas Liquidadas,"3.3.90.32.00 - Material, Bem ou Serviço para Distribuição Gratuita",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,5291575
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.32.00.00,4318002,Despesas Pagas,"3.3.90.32.00 - Material, Bem ou Serviço para Distribuição Gratuita",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,5135905.53
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.32.00.00,4318002,Inscrição de Restos a Pagar Não Processados,"3.3.90.32.00 - Material, Bem ou Serviço para Distribuição Gratuita",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,326461.48
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.32.00.00,4318002,Inscrição de Restos a Pagar Processados,"3.3.90.32.00 - Material, Bem ou Serviço para Distribuição Gratuita",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,155669.47
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.33.00.00,4318002,Despesas Empenhadas,3.3.90.33.00 - Passagens e Despesas com Locomoção,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,82196.32
DCA-Anexo I-D,2021,DCA-Anexo I-D,DO3.3.90.33.00.00,4318002,Despesas Liquidadas,3.3.90.33.00 - Passagens e Despesas com Locomoção,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,82196.32
