_annex_requested,_exercise,_keyword_hits,anexo,cod_conta,cod_ibge,coluna,conta,exercicio,instituicao,populacao,rotulo,uf,valor
DCA-Anexo I-E,2020,DESPESA,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,12.365 - Educação Infantil,2020,Prefeitura Municipal de São Borja - RS,60282,Total Geral da Despesa por Função,RS,74710.5
DCA-Anexo I-E,2020,DESPESA,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,12.122 - Administração Geral,2020,Prefeitura Municipal de São Borja - RS,60282,Total Geral da Despesa por Função,RS,89127.15
DCA-Anexo I-E,2020,DESPESA,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,13 - Cultura,2020,Prefeitura Municipal de São Borja - RS,60282,Total Geral da Despesa por Função,RS,4295.72
DCA-Anexo I-E,2020,DESPESA,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,13.392 - Difusão Cultural,2020,Prefeitura Municipal de São Borja - RS,60282,Total Geral da Despesa por Função,RS,4295.72
DCA-Anexo I-E,2020,DESPESA,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,15 - Urbanismo,2020,Prefeitura Municipal de São Borja - RS,60282,Total Geral da Despesa por Função,RS,1696339.32
DCA-Anexo I-E,2020,DESPESA,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,15.451 - Infraestrutura Urbana,2020,Prefeitura Municipal de São Borja - RS,60282,Total Geral da Despesa por Função,RS,922569.21
DCA-Anexo I-E,2020,DESPESA,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,15.452 - Serviços Urbanos,2020,Prefeitura Municipal de São Borja - RS,60282,Total Geral da Despesa por Função,RS,773770.11
DCA-Anexo I-E,2020,DESPESA,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,18 - Gestão Ambiental,2020,Prefeitura Municipal de São Borja - RS,60282,Total Geral da Despesa por Função,RS,1792
DCA-Anexo I-E,2020,DESPESA,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,18.541 - Preservação e Conservação Ambiental,2020,Prefeitura Municipal de São Borja - RS,60282,Total Geral da Despesa por Função,RS,1792
DCA-Anexo I-E,2020,DESPESA,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,20 - Agricultura,2020,Prefeitura Municipal de São Borja - RS,60282,Total Geral da Despesa por Função,RS,33238
DCA-Anexo I-E,2020,DESPESA,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,20.606 - Extensão Rural,2020,Prefeitura Municipal de São Borja - RS,60282,Total Geral da Despesa por Função,RS,33238
DCA-Anexo I-E,2020,DESPESA,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,26 - Transporte,2020,Prefeitura Municipal de São Borja - RS,60282,Total Geral da Despesa por Função,RS,1270
DCA-Anexo I-E,2020,DESPESA,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,26.781 - Transporte Aéreo,2020,Prefeitura Municipal de São Borja - RS,60282,Total Geral da Despesa por Função,RS,1270
DCA-Anexo I-E,2020,DESPESA,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,27 - Desporto e Lazer,2020,Prefeitura Municipal de São Borja - RS,60282,Total Geral da Despesa por Função,RS,127166.73
DCA-Anexo I-E,2020,DESPESA,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,27.812 - Desporto Comunitário,2020,Prefeitura Municipal de São Borja - RS,60282,Total Geral da Despesa por Função,RS,127166.73
DCA-Anexo I-E,2020,DESPESA,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,28 - Encargos Especiais,2020,Prefeitura Municipal de São Borja - RS,60282,Total Geral da Despesa por Função,RS,179710.31
DCA-Anexo I-E,2020,DESPESA|DIVIDA,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,28.843 - Serviço da Dívida Interna,2020,Prefeitura Municipal de São Borja - RS,60282,Total Geral da Despesa por Função,RS,179710.31
DCA-Anexo I-E,2020,DESPESA,DCA-Anexo I-E,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,Despesas Intraorçamentárias,2020,Prefeitura Municipal de São Borja - RS,60282,Total Geral da Despesa por Função,RS,2397188.24
DCA-Anexo I-C,2021,FUNDEB,DCA-Anexo I-C,ReceitasExcetoIntraOrcamentarias,4318002,Deduções - FUNDEB,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,23294828.74
DCA-Anexo I-C,2021,FUNDEB,DCA-Anexo I-C,RO1.0.0.0.00.0.0,4318002,Deduções - FUNDEB,1.0.0.0.00.0.0 - Receitas Correntes,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,23294828.74
DCA-Anexo I-C,2021,JUROS,DCA-Anexo I-C,RO1.3.2.1.00.0.0,4318002,Receitas Brutas Realizadas,1.3.2.1.00.0.0 - Juros e Correções Monetárias,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,7667899.49
DCA-Anexo I-C,2021,PREVID,DCA-Anexo I-C,RO1.3.2.1.00.4.0,4318002,Receitas Brutas Realizadas,1.3.2.1.00.4.0 - Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,6351095.56
DCA-Anexo I-C,2021,JUROS,DCA-Anexo I-C,RO1.3.2.1.00.5.0,4318002,Receitas Brutas Realizadas,1.3.2.1.00.5.0 - Juros de Títulos de Renda,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,181511.6
DCA-Anexo I-C,2021,TRANSFERENCIAS CORRENTES,DCA-Anexo I-C,RO1.7.0.0.00.0.0,4318002,Receitas Brutas Realizadas,1.7.0.0.00.0.0 - Transferências Correntes,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,206741472.88
DCA-Anexo I-C,2021,FUNDEB|TRANSFERENCIAS CORRENTES,DCA-Anexo I-C,RO1.7.0.0.00.0.0,4318002,Deduções - FUNDEB,1.7.0.0.00.0.0 - Transferências Correntes,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,23294828.74
DCA-Anexo I-C,2021,TRANSFERENCIAS CORRENTES,DCA-Anexo I-C,RO1.7.0.0.00.0.0,4318002,Outras Deduções da Receita,1.7.0.0.00.0.0 - Transferências Correntes,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,188.37
DCA-Anexo I-C,2021,FUNDEB,DCA-Anexo I-C,RO1.7.1.0.00.0.0,4318002,Deduções - FUNDEB,1.7.1.0.00.0.0 - Transferências da União e de suas Entidades,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,9052326.54
DCA-Anexo I-C,2021,FUNDEB,DCA-Anexo I-C,RO1.7.1.8.00.0.0,4318002,Deduções - FUNDEB,"1.7.1.8.00.0.0 - Transferências da União - Específicas de Estados, DF e Municípios",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,9052326.54
DCA-Anexo I-C,2021,FUNDEB,DCA-Anexo I-C,RO1.7.1.8.01.0.0,4318002,Deduções - FUNDEB,1.7.1.8.01.0.0 - Participação na Receita da União,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,9052326.54
DCA-Anexo I-C,2021,FUNDO DE PARTICIPACAO DOS MUNICIPIOS,DCA-Anexo I-C,RO1.7.1.8.01.2.0,4318002,Receitas Brutas Realizadas,1.7.1.8.01.2.0 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,41279974.51
DCA-Anexo I-C,2021,FUNDEB|FUNDO DE PARTICIPACAO DOS MUNICIPIOS,DCA-Anexo I-C,RO1.7.1.8.01.2.0,4318002,Deduções - FUNDEB,1.7.1.8.01.2.0 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,8255994.62
DCA-Anexo I-C,2021,FUNDO DE PARTICIPACAO DOS MUNICIPIOS,DCA-Anexo I-C,RO1.7.1.8.01.4.0,4318002,Receitas Brutas Realizadas,1.7.1.8.01.4.0 - Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,1598286.38
DCA-Anexo I-C,2021,FUNDEB,DCA-Anexo I-C,RO1.7.1.8.01.5.0,4318002,Deduções - FUNDEB,1.7.1.8.01.5.0 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,796331.92
DCA-Anexo I-C,2021,FUNDEB,DCA-Anexo I-C,RO1.7.2.0.00.0.0,4318002,Deduções - FUNDEB,1.7.2.0.00.0.0 - Transferências dos Estados e do Distrito Federal e de suas Entidades,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,14242502.2
DCA-Anexo I-C,2021,FUNDEB,DCA-Anexo I-C,RO1.7.2.8.00.0.0,4318002,Deduções - FUNDEB,"1.7.2.8.00.0.0 - Transferências dos Estados - Específicas de Estados, DF e Municípios",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,14242502.2
DCA-Anexo I-C,2021,FUNDEB,DCA-Anexo I-C,RO1.7.2.8.01.0.0,4318002,Deduções - FUNDEB,1.7.2.8.01.0.0 - Participação na Receita dos Estados,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,14242502.2
DCA-Anexo I-C,2021,ICMS,DCA-Anexo I-C,RO1.7.2.8.01.1.0,4318002,Receitas Brutas Realizadas,1.7.2.8.01.1.0 - Cota-Parte do ICMS,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,61182352.85
DCA-Anexo I-C,2021,FUNDEB|ICMS,DCA-Anexo I-C,RO1.7.2.8.01.1.0,4318002,Deduções - FUNDEB,1.7.2.8.01.1.0 - Cota-Parte do ICMS,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,12244177.57
DCA-Anexo I-C,2021,IPVA,DCA-Anexo I-C,RO1.7.2.8.01.2.0,4318002,Receitas Brutas Realizadas,1.7.2.8.01.2.0 - Cota-Parte do IPVA,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,9368631.98
DCA-Anexo I-C,2021,FUNDEB|IPVA,DCA-Anexo I-C,RO1.7.2.8.01.2.0,4318002,Deduções - FUNDEB,1.7.2.8.01.2.0 - Cota-Parte do IPVA,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,1873725.22
DCA-Anexo I-C,2021,FUNDEB,DCA-Anexo I-C,RO1.7.2.8.01.3.0,4318002,Deduções - FUNDEB,1.7.2.8.01.3.0 - Cota-Parte do IPI - Municípios,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,124599.41
DCA-Anexo I-C,2021,FUNDEB,DCA-Anexo I-C,RO1.7.5.8.01.0.0,4318002,Receitas Brutas Realizadas,1.7.5.8.01.0.0 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação ¿ FUNDEB,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,36557027.52
DCA-Anexo I-C,2021,PREVID,DCA-Anexo I-C,RO1.9.9.0.03.0.0,4318002,Receitas Brutas Realizadas,1.9.9.0.03.0.0 - Compensações Financeiras entre o Regime Geral e os Regimes Próprios de Previdência dos Servidores,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,188862.74
DCA-Anexo I-C,2021,DIVIDA,DCA-Anexo I-C,RO1.9.9.0.12.0.0,4318002,Receitas Brutas Realizadas,1.9.9.0.12.0.0 - Encargos Legais pela Inscrição em Dívida Ativa e Receitas de Ônus de Sucumbência,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,3300.02
DCA-Anexo I-C,2021,FUNDEB,DCA-Anexo I-C,TotalReceitas,4318002,Deduções - FUNDEB,TOTAL DAS RECEITAS (III) = (I + II),2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,23294828.74
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,TotalDespesas,4318002,Despesas Empenhadas,Total Geral da Despesa,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,241401601.57
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,TotalDespesas,4318002,Despesas Liquidadas,Total Geral da Despesa,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,232124580.04
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,TotalDespesas,4318002,Despesas Pagas,Total Geral da Despesa,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,226187346.98
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,TotalDespesas,4318002,Inscrição de Restos a Pagar Não Processados,Total Geral da Despesa,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,9277021.53
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,TotalDespesas,4318002,Inscrição de Restos a Pagar Processados,Total Geral da Despesa,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,5937233.06
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.0.00.00.00.00,4318002,Despesas Empenhadas,3.0.00.00.00 - Despesas Correntes,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,223590561.9
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.0.00.00.00.00,4318002,Despesas Liquidadas,3.0.00.00.00 - Despesas Correntes,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,218473585.28
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.0.00.00.00.00,4318002,Despesas Pagas,3.0.00.00.00 - Despesas Correntes,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,213255308.39
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.0.00.00.00.00,4318002,Inscrição de Restos a Pagar Não Processados,3.0.00.00.00 - Despesas Correntes,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,5116976.62
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.0.00.00.00.00,4318002,Inscrição de Restos a Pagar Processados,3.0.00.00.00 - Despesas Correntes,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,5218276.89
DCA-Anexo I-D,2021,DESPESA|PESSOAL,DCA-Anexo I-D,DO3.1.00.00.00.00,4318002,Despesas Empenhadas,3.1.00.00.00 - Pessoal e Encargos Sociais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,129082283.34
DCA-Anexo I-D,2021,DESPESA|PESSOAL,DCA-Anexo I-D,DO3.1.00.00.00.00,4318002,Despesas Liquidadas,3.1.00.00.00 - Pessoal e Encargos Sociais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,129018070.28
DCA-Anexo I-D,2021,DESPESA|PESSOAL,DCA-Anexo I-D,DO3.1.00.00.00.00,4318002,Despesas Pagas,3.1.00.00.00 - Pessoal e Encargos Sociais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,125617470.23
DCA-Anexo I-D,2021,PESSOAL,DCA-Anexo I-D,DO3.1.00.00.00.00,4318002,Inscrição de Restos a Pagar Não Processados,3.1.00.00.00 - Pessoal e Encargos Sociais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,64213.06
DCA-Anexo I-D,2021,PESSOAL,DCA-Anexo I-D,DO3.1.00.00.00.00,4318002,Inscrição de Restos a Pagar Processados,3.1.00.00.00 - Pessoal e Encargos Sociais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,3400600.05
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.00.00.00,4318002,Despesas Empenhadas,3.1.90.00.00 - Aplicações Diretas,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,111168856.09
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.00.00.00,4318002,Despesas Liquidadas,3.1.90.00.00 - Aplicações Diretas,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,111104643.03
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.00.00.00,4318002,Despesas Pagas,3.1.90.00.00 - Aplicações Diretas,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,110614744.96
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.01.00.00,4318002,Despesas Empenhadas,"3.1.90.01.00 - Aposentadorias do RPPS, Reserva Remunerada e Reformas dos Militares",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,22190329.33
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.01.00.00,4318002,Despesas Liquidadas,"3.1.90.01.00 - Aposentadorias do RPPS, Reserva Remunerada e Reformas dos Militares",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,22190329.33
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.01.00.00,4318002,Despesas Pagas,"3.1.90.01.00 - Aposentadorias do RPPS, Reserva Remunerada e Reformas dos Militares",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,22190329.33
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.03.00.00,4318002,Despesas Empenhadas,3.1.90.03.00 - Pensões do RPPS e do Militar,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,3316657.15
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.03.00.00,4318002,Despesas Liquidadas,3.1.90.03.00 - Pensões do RPPS e do Militar,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,3316657.15
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.03.00.00,4318002,Despesas Pagas,3.1.90.03.00 - Pensões do RPPS e do Militar,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,3316657.15
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.04.00.00,4318002,Despesas Empenhadas,3.1.90.04.00 - Contratação por Tempo Determinado,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,19637391.57
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.04.00.00,4318002,Despesas Liquidadas,3.1.90.04.00 - Contratação por Tempo Determinado,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,19637391.57
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.04.00.00,4318002,Despesas Pagas,3.1.90.04.00 - Contratação por Tempo Determinado,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,19286218.99
DCA-Anexo I-D,2021,DESPESA|PESSOAL,DCA-Anexo I-D,DO3.1.90.11.00.00,4318002,Despesas Empenhadas,3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,59397100.1
DCA-Anexo I-D,2021,DESPESA|PESSOAL,DCA-Anexo I-D,DO3.1.90.11.00.00,4318002,Despesas Liquidadas,3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,59397100.1
DCA-Anexo I-D,2021,DESPESA|PESSOAL,DCA-Anexo I-D,DO3.1.90.11.00.00,4318002,Despesas Pagas,3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,59397100.1
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.13.00.00,4318002,Despesas Empenhadas,3.1.90.13.00 - Obrigações Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,2124871.92
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.13.00.00,4318002,Despesas Liquidadas,3.1.90.13.00 - Obrigações Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,2084750.28
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.13.00.00,4318002,Despesas Pagas,3.1.90.13.00 - Obrigações Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,1946024.79
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.13.01.00,4318002,Despesas Empenhadas,3.1.90.13.01 - FGTS,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,190516.97
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.13.01.00,4318002,Despesas Liquidadas,3.1.90.13.01 - FGTS,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,190516.97
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.13.01.00,4318002,Despesas Pagas,3.1.90.13.01 - FGTS,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,162107.18
DCA-Anexo I-D,2021,DESPESA|PREVID,DCA-Anexo I-D,DO3.1.90.13.02.00,4318002,Despesas Empenhadas,3.1.90.13.02 - Contribuições Previdenciárias - INSS,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,1921998.97
DCA-Anexo I-D,2021,DESPESA|PREVID,DCA-Anexo I-D,DO3.1.90.13.02.00,4318002,Despesas Liquidadas,3.1.90.13.02 - Contribuições Previdenciárias - INSS,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,1882563.33
DCA-Anexo I-D,2021,DESPESA|PREVID,DCA-Anexo I-D,DO3.1.90.13.02.00,4318002,Despesas Pagas,3.1.90.13.02 - Contribuições Previdenciárias - INSS,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,1772247.63
DCA-Anexo I-D,2021,PREVID,DCA-Anexo I-D,DO3.1.90.13.02.00,4318002,Inscrição de Restos a Pagar Não Processados,3.1.90.13.02 - Contribuições Previdenciárias - INSS,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,39435.64
DCA-Anexo I-D,2021,PREVID,DCA-Anexo I-D,DO3.1.90.13.02.00,4318002,Inscrição de Restos a Pagar Processados,3.1.90.13.02 - Contribuições Previdenciárias - INSS,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,110315.7
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.13.99.00,4318002,Despesas Empenhadas,3.1.90.13.99 - Outras Obrigações Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,12355.98
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.13.99.00,4318002,Despesas Liquidadas,3.1.90.13.99 - Outras Obrigações Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,11669.98
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.13.99.00,4318002,Despesas Pagas,3.1.90.13.99 - Outras Obrigações Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,11669.98
DCA-Anexo I-D,2021,DESPESA|PESSOAL,DCA-Anexo I-D,DO3.1.90.16.00.00,4318002,Despesas Empenhadas,3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,4029601.22
DCA-Anexo I-D,2021,DESPESA|PESSOAL,DCA-Anexo I-D,DO3.1.90.16.00.00,4318002,Despesas Liquidadas,3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,4029601.22
DCA-Anexo I-D,2021,DESPESA|PESSOAL,DCA-Anexo I-D,DO3.1.90.16.00.00,4318002,Despesas Pagas,3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,4029601.22
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.94.00.00,4318002,Despesas Empenhadas,3.1.90.94.00 - Indenizações e Restituições Trabalhistas,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,472904.8
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.94.00.00,4318002,Despesas Liquidadas,3.1.90.94.00 - Indenizações e Restituições Trabalhistas,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,448813.38
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DO3.1.90.94.00.00,4318002,Despesas Pagas,3.1.90.94.00 - Indenizações e Restituições Trabalhistas,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,448813.38
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DI3.1.91.00.00.00,4318002,Despesas Empenhadas,"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,17913427.25
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DI3.1.91.00.00.00,4318002,Despesas Liquidadas,"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,17913427.25
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DI3.1.91.00.00.00,4318002,Despesas Pagas,"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,15002725.27
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DI3.1.91.13.00.00,4318002,Despesas Empenhadas,3.1.91.13.00 - Contribuições Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,17913427.25
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DI3.1.91.13.00.00,4318002,Despesas Liquidadas,3.1.91.13.00 - Contribuições Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,17913427.25
DCA-Anexo I-D,2021,DESPESA,DCA-Anexo I-D,DI3.1.91.13.00.00,4318002,Despesas Pagas,3.1.91.13.00 - Contribuições Patronais,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,15002725.27
DCA-Anexo I-D,2021,DESPESA|PESSOAL|PREVID,DCA-Anexo I-D,DI3.1.91.13.08.00,4318002,Despesas Empenhadas,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,6154326.2
DCA-Anexo I-D,2021,DESPESA|PESSOAL|PREVID,DCA-Anexo I-D,DI3.1.91.13.08.00,4318002,Despesas Liquidadas,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,6154326.2
DCA-Anexo I-D,2021,DESPESA|PESSOAL|PREVID,DCA-Anexo I-D,DI3.1.91.13.08.00,4318002,Despesas Pagas,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,2021,Prefeitura Municipal de São Borja - RS,60019,Padrão,RS,5156695.12
