cnpj,nome_credor,rubrica,empenhos,empenhado_R$,anulado_R$,liquidado_R$,pago_R$
12418191000195,CONQUISTA DISTRIBUIDORA DE MEDICAMENTOS,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",4,8387.0,0.0,3355.0,3355.0
58158024000153,MECANICAR SERVICOS E REPAROS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,3300.0,0.0,3300.0,3300.0
37885137000180,AMB DISTRIBUIDORA DE MEDICAMENTO E MATER,EQUIPAMENTOS E MATERIAL PERMANENTE,1,3300.0,0.0,3300.0,3300.0
72150550000106,JULIANO DE COSTA LTDA  EPP,MATERIAL DE CONSUMO,5,6049.8,0.0,3248.1,3248.1
28075541000106,INTEGRA GEOLOGIA AMBIENTAL LTDA ME,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3,24879.0,0.0,3200.0,3200.0
11262969000157,SUPRAMIL COMERCIAL LTDA,MATERIAL DE CONSUMO,1,3151.2,0.0,3151.2,3151.2
08476288000187,DENISE ELISANDRA COUTO FERON,MATERIAL DE CONSUMO,2,3108.3,0.0,3108.3,3108.3
24402903000167,NACIONAL SAFETY EQUIPAMENTOS DE SEGURANC,MATERIAL DE CONSUMO,5,3929.29,0.0,3101.59,3101.59
00341435000108,TORNEARIA E MECANICA FITZ LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,3100.0,0.0,3100.0,3100.0
50445599000145,K2M MAQUINAS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1,3080.0,0.0,3080.0,3080.0
43074841000156,AGIL STOCK COMERCIO DE MEDICAMENTOS LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,3054.94,0.0,3054.94,3054.94
93641710003873,FERNANDEZ COMERCIO DE MEDICAMENTOS SA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,3026.37,0.0,3026.37,3026.37
14066804000106,FUNDO DE REAPARELHAMENTO DO PODER JUDICI,SENTENCAS JUDICIAIS,10,3021.83,0.0,3021.83,3021.83
03961467000196,MULTI QUADROS E VIDROS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,2,6041.4,3020.7,3020.7,3020.7
30632911000100,C. F. MELGARECHO,EQUIPAMENTOS E MATERIAL PERMANENTE,1,3000.0,0.0,3000.0,3000.0
04709243000154,BS EQUIPAMENTOS INDUSTRIA E COMERCIO LTD,EQUIPAMENTOS E MATERIAL PERMANENTE,1,2990.0,0.0,2990.0,2990.0
37364053000100,CASA & CORES COMERCIO DE MATERIAIS DE CO,MATERIAL DE CONSUMO,4,9605.0,0.0,2985.0,2985.0
91083212000135,DENTÁRIA E DIST.  HOSP.  PORTO ALEGRENSE,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,2980.0,0.0,2980.0,2980.0
06175908000112,BIO LOGICA DISTRIBUIDORA LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,2980.0,0.0,2980.0,2980.0
73887663000143,GUASSO FERRAGENS LTDA,MATERIAL DE CONSUMO,6,2928.5,0.0,2928.5,2928.5
64313681000120,64.313.681 PEDRO IZAIAS ROSO LAGO,MATERIAL DE CONSUMO,5,2904.0,0.0,2904.0,2904.0
42496258000170,METTA FARMACEUTICA LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,2850.0,1.14,2848.86,2848.86
51740794000160,YNEMED PRODUTOS MEDICOS E HOSPITALARES L,EQUIPAMENTOS E MATERIAL PERMANENTE,4,2838.0,0.0,2838.0,2838.0
45232778000164,INOVARE COMERCIO DE SUPRIMENTOS DE INFOR,MATERIAL DE CONSUMO,24,2833.25,0.0,2833.25,2833.25
25433520000119,RMS ELETRO REFRIGERACAO E DISTRIBUIDORA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,15,6546.0,1200.0,3290.0,2831.0
44223526000106,DISTRIBUIDORA AGUA BOA LTDA,MATERIAL DE CONSUMO,3,2806.08,0.0,2806.08,2806.08
50210605000185,GT COMERCIO E LICITACOES LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,2,2787.8,0.0,2787.8,2787.8
60845283000102,GJ MOVEIS E DECORACOES LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,3,4920.0,2160.0,2760.0,2760.0
18740207000168,JOHAN E STEFANI LTDA - ME,MATERIAL DE CONSUMO,1,2750.0,0.0,2750.0,2750.0
32121534000162,ADEMIR ABRAO BRUSTOLIN 62179330049,MATERIAL DE CONSUMO,1,2719.0,0.0,2719.0,2719.0
34098668000216,SULPASSO COMERCIO DE CAMINHOES LTDA,MATERIAL DE CONSUMO,2,2707.53,0.0,2707.53,2707.53
18527195000198,DOMINIO COMERCIO DE EQUIPAMENTOS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1,2688.92,0.0,2688.92,2688.92
46615867000152,LCA INDUSTRIA E COMERCIO DE CORDAS E RED,MATERIAL DE CONSUMO,4,2684.0,0.0,2684.0,2684.0
37406687000170,INFRASEG EQUIPAMENTOS DE PROTEÇÃO LTDA,MATERIAL DE CONSUMO,2,2672.4,0.0,2672.4,2672.4
55240764000146,NOROESTE SUPRIMENTOS LTDA,MATERIAL DE CONSUMO,21,5870.38,0.0,2656.24,2656.24
23588621000133,VITOR DIOGO WENDLING,EQUIPAMENTOS E MATERIAL PERMANENTE,2,5312.0,2656.0,2656.0,2656.0
05095847000110,NARANEI DE ROSSO NEVES,MATERIAL DE CONSUMO,1,2646.9,0.0,2646.9,2646.9
23217514000107,HUBNET E-COMMERCE EIRELI,EQUIPAMENTOS E MATERIAL PERMANENTE,2,2624.95,0.0,2624.95,2624.95
10790611000134,FLAVIO WALAU VALANDRO,MATERIAL DE CONSUMO,2,2623.0,0.0,2623.0,2623.0
52159781000165,PAOLA MELLO MOTTA,MATERIAL DE CONSUMO,6,2730.0,0.0,2610.0,2610.0
17605216000183,EFICAZ MED COMERCIO DE PRODUTOS HOSPITAL,EQUIPAMENTOS E MATERIAL PERMANENTE,2,2580.0,0.0,2580.0,2580.0
07014318000170,CISCRE IMPORTACAO E DISTRIBUICAO DE PROD,MATERIAL DE CONSUMO,1,24177.37,0.0,2551.54,2551.54
11273797000117,R. S. SCHMIDT  CIA LTDA,MATERIAL DE CONSUMO,8,7400.0,0.0,3179.0,2534.0
30401055000174,ARMACOES NORTE COMERCIO DE FERRAGENS LTD,MATERIAL DE CONSUMO,4,7040.0,0.0,2507.5,2507.5
01806961000150,CONDOMÍNIO CENTRO COMERCIAL PRESIDENTEVA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,8,2836.9,340.85,2496.05,2496.05
59058520000106,RZN COMERCIO LTDA,MATERIAL DE CONSUMO,1,2490.0,0.0,2490.0,2490.0
11175931000147,MASTERFER COMERCIO DE FERRAGENS LTDA,MATERIAL DE CONSUMO,1,2483.8,0.0,2483.8,2483.8
26769011000124,GRAFICA JHZ LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,2430.0,0.0,2430.0,2430.0
54647123000148,JT COMERCIO DE PRODUTOS MEDICOS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,4,4590.0,0.0,2430.0,2430.0
04892707000100,DNIT-DEPARTAMENTO NACIONAL DE INFRAEST D,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4,2424.6,0.0,2424.6,2424.6
63679550000107,VERLUMA COMERCIO LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,3,10110.0,2415.0,2415.0,2415.0
50591089000186,A2XR COMERCIAL LTDA,MATERIAL DE CONSUMO,5,3165.3,0.0,2401.3,2401.3
42422253000101,EMPRESA DE TECNOLOGIA E INFORMACOES DA P,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4,2400.0,0.0,2400.0,2400.0
73887663000143,GUASSO FERRAGENS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,6,4216.0,0.0,2371.0,2371.0
88489430000160,MADEIREIRA CHAPECO LTDA.,EQUIPAMENTOS E MATERIAL PERMANENTE,1,2300.0,0.0,2300.0,2300.0
50066792000175,TIARLEN KOBER POERSCHKE LTDA,SENTENCAS JUDICIAIS,1,2264.03,0.0,2264.03,2264.03
21227039000116,LIFE CENTER COMERCIO E DISTRIBUIDORA DE,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",3,2426.8,0.0,2261.9,2261.9
07883005000159,ANDREAS HALMENSCHLAGER,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,2235.89,0.0,2235.89,2235.89
23218942000146,SW VETTORAZZI LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1,2200.0,0.0,2200.0,2200.0
61518314000175,BOMPP - DISTRIBUIDORA DE NUTRICAO E MEDI,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2,3570.5,0.0,2198.0,2198.0
54808865000108,JRMA DISTRIBUIDORA DE EQUIPAMENTOS E MAT,EQUIPAMENTOS E MATERIAL PERMANENTE,2,2190.0,0.0,2190.0,2190.0
62201240000101,RENATO CESAR PRAUCHNER LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1,2169.1,0.0,2169.1,2169.1
30380856000109,"EXXITUS COMERCIO ATACADISTA, VAREJISTA E",MATERIAL DE CONSUMO,1,2150.5,0.0,2150.5,2150.5
11660639000110,CARLOS ASSIS LOURENÇO DA SILVA 419601060,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,5,2348.0,0.0,2150.0,2150.0
46529034000179,RICARDO DORNELES CHUQUEL,EQUIPAMENTOS E MATERIAL PERMANENTE,3,2439.76,0.0,2119.76,2119.76
54152890000186,TMD E-COMMERCE LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1,2118.0,0.0,2118.0,2118.0
50373558000190,VENGUER INDUSTRIA E COMERCIO LTDA,MATERIAL DE CONSUMO,1,2100.0,0.0,2100.0,2100.0
15152448000106,REGIS AZEVEDO KAPP,EQUIPAMENTOS E MATERIAL PERMANENTE,1,2088.0,0.0,2088.0,2088.0
01935819000103,DETRAN/RS - DEPART. ESTADUAL DE TRÂNSITO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,13,2599.1,511.63,2087.47,2087.47
36047635000191,AJP COMERCIO ATACADO E VAREJO DE PRODUTO,MATERIAL DE CONSUMO,1,2083.0,0.0,2083.0,2083.0
52339425000123,N M LICITACOES LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2,2062.0,0.0,2062.0,2062.0
16989002000276,ELIANE RESTA DAL ROSSO GOYA /ME,EQUIPAMENTOS E MATERIAL PERMANENTE,3,2060.3,0.0,2060.3,2060.3
48283528000141,LIVRARIA NOVA LTDA,MATERIAL DE CONSUMO,5,2031.7,0.0,2031.7,2031.7
29589364000130,LAUREANA AQUINO SANT ANA MERCADO,MATERIAL DE CONSUMO,1,2003.88,0.0,2003.88,2003.88
20994694000137,CENTRO AUTOMOTIVO LV MECANICA LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,2090.0,0.0,2090.0,2000.0
09594945000153,G. A. ROCHA & CIA. LTDA.,MATERIAL DE CONSUMO,1,2000.0,0.0,2000.0,2000.0
62925921000112,62925921 TEREZA WENDLER MORAIS,EQUIPAMENTOS E MATERIAL PERMANENTE,1,1989.9,0.0,1989.9,1989.9
88489430000160,MADEIREIRA CHAPECO LTDA.,MATERIAL DE CONSUMO,3,1977.0,0.0,1977.0,1977.0
22249000000162,"FRANCISCO LEMOS, ADVOGADOS ASSOCIADOS-ME",SENTENCAS JUDICIAIS,1,1938.39,0.0,1938.39,1938.39
81706251000198,PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPI,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",4,1914.0,0.0,1914.0,1914.0
31521689000123,FELIPE VISSOTTO LOPES - SOCIEDADE INDIVI,SENTENCAS JUDICIAIS,1,1890.61,0.0,1890.61,1890.61
08628327000114,PAULO RENATO MAIDANA ODY,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4,1880.0,0.0,1880.0,1880.0
18336780000100,PLENARIA ASSESSRIA E GESTAO DE EVENTOS L,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,1874.0,0.0,1874.0,1874.0
00735067000174,ARCELIO IRIO KLEINERT,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,9,13569.6,0.0,1860.0,1860.0
55482667000160,55.482.667 VANDERSON MACHADO PACHECO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,11,1840.9,0.0,1840.9,1840.9
14840270000115,CONSELHO DE ARQUITETURA E URBANISMO DO R,OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS,15,1959.6,130.64,1828.96,1828.96
28927340000181,COMERCIAL DE TINTAS SANTO ANTONIO LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,3,4308.1,0.0,1818.1,1818.1
08459946000122,RETROPARTES PEÇAS E SERVIÇOS LTDA,MATERIAL DE CONSUMO,1,1818.0,0.0,1818.0,1818.0
22113603000132,ROBERTO KRELING NASCIMENTO ME,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4,1742.0,0.0,1742.0,1742.0
18809845000864,FRONTEIRA INTERNET LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1,3007.9,0.0,1718.8,1718.8
00358519000146,"RCC - DISTRIBUIDORA DE MEDICAMENTOS, COR",MATERIAL DE CONSUMO,1,1710.0,0.0,1710.0,1710.0
53308814000154,ACESSORIOS AUTOMOTIVOS ROBALOS LTDA,MATERIAL DE CONSUMO,1,1700.0,0.0,1700.0,1700.0
24864422000173,C E C IMPORTACAO E COMERCIO DE PRODUTOS,EQUIPAMENTOS E MATERIAL PERMANENTE,1,1690.0,0.0,1690.0,1690.0
10573521000191,MERCADO PAGOINSTITUIÇAO DE PAGAMENTO LTD,MATERIAL DE CONSUMO,9,1772.02,0.0,1687.3,1687.3
06175908000112,BIO LOGICA DISTRIBUIDORA LTDA,MATERIAL DE CONSUMO,3,1667.3,0.0,1667.3,1667.3
62234180000123,CHSF DISTRIBUIDORA TEXTIL LTDA,MATERIAL DE CONSUMO,3,1659.6,0.0,1659.6,1659.6
54084848000175,GESTOR UM EDUCACAO LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1,1650.0,0.0,1650.0,1650.0
22850731000169,BMH MATERIAIS HIDRULICOS LTDA ME,MATERIAL DE CONSUMO,6,2520.69,5.89,1645.8,1645.8
24550559000153,WORKOUT COMERCIO DE PRODUTOS PARA SAUDE,MATERIAL DE CONSUMO,1,1633.55,0.0,1633.55,1633.55
11933619000175,UNIAO NACIONAL DOS CONSELHOS MUNICIPAIS,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,1631.5,0.0,1631.5,1631.5
30759356000174,BEATRIZ SULZBACH CORNELIUS LTDA,MATERIAL DE CONSUMO,3,1711.0,85.0,1626.0,1626.0
02558157000162,TELEFONICA BRASIL SA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,6,3241.94,203.12,1615.3,1615.3
19139482000193,DSL COMERCIO DE COMBUSTIVEIS LTDA,MATERIAL DE CONSUMO,5,1615.17,0.0,1615.17,1615.17
03549816000167,M. A. FERROS E CHAPAS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,1610.0,0.0,1610.0,1610.0
44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICO,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,1595.0,0.0,1595.0,1595.0
44880091000172,EVO SISTEMAS INTELIGENTES LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,2,20670.0,0.0,1590.0,1590.0
74386038000695,J.C. DURIGAM COMERCIO DE AUTOPECAS LTDA,MATERIAL DE CONSUMO,1,1563.0,0.0,1563.0,1563.0
03426592000104,FLAVIO IVAN DOS PRAZERES DE DEUS,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,1560.0,0.0,1560.0,1560.0
92823764000103,DIRCEU LONGO & CIA LTDA - EPP,EQUIPAMENTOS E MATERIAL PERMANENTE,2,3117.96,1558.98,1558.98,1558.98
87975280000131,CASA DOS RADIADORES COMÉRCIO DE PEÇAS E,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,1540.0,0.0,1540.0,1540.0
49644526000101,BNP ASSESSORIA E PRODUTOS PARA SAUDE LTD,MATERIAL DE CONSUMO,1,13225.11,0.0,1511.76,1511.76
02016440005040,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,DESPESAS DE EXERCÍCIOS ANTERIORES,1,1506.29,0.0,1506.29,1506.29
11383230000101,AMAZONAS COMERCIO DE ADESIVOS E BRINDES,MATERIAL DE CONSUMO,5,1833.6,0.0,1502.4,1502.4
58472229000109,58.472.229 JEFERSON LEON MACHADO DA SILV,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,1500.0,0.0,1500.0,1500.0
82225947000165,A.  G.  KIENEN & CIA.  LTDA.,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2,1491.0,0.0,1491.0,1491.0
75014167000100,NUNESFARMA PRODUTOS FARMACEUTICOS LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,1440.0,0.0,1440.0,1440.0
46924137000133,"MM DISTRIBUIDORA, INDUSTRIA E COMÉRCIO L",MATERIAL DE CONSUMO,7,1436.8,0.0,1436.8,1436.8
29404097000180,OCTO FARMACO LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,1422.0,0.0,1422.0,1422.0
00072182000106,ROSSI PRODUTOS HOSPITALARES LTDA.,MATERIAL DE CONSUMO,2,1407.84,0.0,1407.84,1407.84
87296026014833,BENOIT ELETRODOMÉSTICOS LTDA.,MATERIAL DE CONSUMO,2,1407.7,0.0,1407.7,1407.7
52932346000121,VTR COMERCIAL LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,1400.0,0.0,1400.0,1400.0
12130958000186,NADJA MARINA PIRES,EQUIPAMENTOS E MATERIAL PERMANENTE,1,1399.0,0.0,1399.0,1399.0
10907550000142,QUERENCIA COMERCIAL E DISTRIBUIDORA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,2,1380.0,0.0,1380.0,1380.0
08427697000193,VILSON AMAURI SOARES DE SOARES,EQUIPAMENTOS E MATERIAL PERMANENTE,3,1632.0,0.0,1377.0,1377.0
18828722000102,POLISPORT ARTIGOS ESPORTIVOS E CONFECCOE,MATERIAL DE CONSUMO,3,1377.0,0.0,1377.0,1377.0
21112395000194,CIRURGICA LAJEADENSE LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,1376.5,0.0,1376.5,1376.5
01634429000101,J.    P.    GOLLEM INDUSTRIA E COMÉRCIO,MATERIAL DE CONSUMO,9,1682.8,310.8,1372.0,1372.0
23143410000197,DFER DISTRIBUIDORA DE FERRAGENS LTDA,MATERIAL DE CONSUMO,5,7090.0,0.0,1370.0,1370.0
15759650000192,TAIUR SCHUMACHER - ME,MATERIAL DE CONSUMO,3,1355.0,0.0,1355.0,1355.0
01227689000154,METRICA TECNOLOGIA LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1,1349.0,0.0,1349.0,1349.0
39538437000119,UTILAR COMERCIO DE FERRAGEM LTDA,MATERIAL DE CONSUMO,2,1806.0,0.0,1336.0,1336.0
88594544000684,REDEMAQ REAL DISTRIB. DE MÁQUINAS AGRÍCO,MATERIAL DE CONSUMO,1,1330.0,0.0,1330.0,1330.0
92802784000190,COMPANHIA RIOGRANDENSE DE SANEAMENTO,DESPESAS DE EXERCÍCIOS ANTERIORES,1,1310.41,0.0,1310.41,1310.41
08427697000193,VILSON AMAURI SOARES DE SOARES,MATERIAL DE CONSUMO,3,2307.0,0.0,1293.0,1293.0
58951274000146,RAFAEL L. SCHRAMM,EQUIPAMENTOS E MATERIAL PERMANENTE,2,1289.79,0.0,1289.79,1289.79
93088649000197,ABASE SISTEMAS E SOLUÇÕES LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1,1276.05,0.0,1276.05,1276.05
02310921000186,IEM INSTITUTO DE ESTUDOS MUNICIPAIS LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,2,1272.5,0.0,1272.5,1272.5
37968398000164,LUCAS MORAES LEITE,MATERIAL DE CONSUMO,25,2865.6,0.0,1269.6,1269.6
05570714000159,KABUM COMÉRCIO ELETRONICO S.A.,EQUIPAMENTOS E MATERIAL PERMANENTE,1,1266.36,0.0,1266.36,1266.36
09396523000173,PROMISSE COMERCIO DE MATERIAIS MEDICO HO,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,1245.0,0.0,1245.0,1245.0
26155703000182,COMTELAS SERVICOS E CONSTRUCOES LTDA,MATERIAL DE CONSUMO,2,1208.0,0.0,1208.0,1208.0
42422253000101,EMPRESA DE TECNOLOGIA E INFORMACOES DA P,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,2,1200.0,0.0,1200.0,1200.0
42422253000284,EMPRESA DE TECNOLOGIA E INFORMACOES DA P,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,1200.0,0.0,1200.0,1200.0
30713195000188,TERABYTE SOLUÇOES EM TI LTDA,MATERIAL DE CONSUMO,2,1172.0,0.0,1172.0,1172.0
00662270000320,"INSTITUTO NACIONAL DE METROLOGIA, QUALID",OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,1171.17,0.0,1171.17,1171.17
03578349000101,DAL OSTO DEDETIZADORA LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,1170.0,0.0,1170.0,1170.0
73193211000161,TELEVIDA CENTRO ESPECIALIZADO DE TELEDI,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,2100.0,0.0,1165.5,1165.5
39700820000121,MBEM COMERCIO E DISTRIBUICAO DE MATERIAI,MATERIAL DE CONSUMO,14,1334.47,0.0,1157.03,1157.03
21932618000160,ALDOMAR RENATO PEDERIVA FILHO LTDA,SENTENCAS JUDICIAIS,1,1143.25,0.0,1143.25,1143.25
21601494000130,PAMPA COMÉRCIO E DISTRIBUIDORA EIRELI,EQUIPAMENTOS E MATERIAL PERMANENTE,1,1140.0,0.0,1140.0,1140.0
08658622000113,J.J.VITALLI,MATERIAL DE CONSUMO,5,1203.31,0.0,1130.91,1130.91
55695599000117,MAGBA E-COMMERCE LTDA,MATERIAL DE CONSUMO,1,1127.96,0.0,1127.96,1127.96
18449927000179,ROBERTO DE CONTO  CIA LTDA,MATERIAL DE CONSUMO,1,1116.0,0.0,1116.0,1116.0
04067663000184,VALDETAR RIBEIRO DE CARVALHO,MATERIAL DE CONSUMO,1,1112.0,0.0,1112.0,1112.0
44946936000185,ASSOC. GRUPO DE MÃES ESPEC. DE SÃO BORJA,DESPESAS DE EXERCÍCIOS ANTERIORES,1,1110.0,0.0,1110.0,1110.0
57530637000107,T.M.F FALCAO LTDA,DESPESAS DE EXERCÍCIOS ANTERIORES,1,1109.12,0.0,1109.12,1109.12
18892189000130,TRAJANO NETO E PACIORNIK - ADVOGADOS ASS,SENTENCAS JUDICIAIS,1,1095.98,0.0,1095.98,1095.98
05117514000145,INSTALART MATERIAIS ELÉTRICOS LTDA,MATERIAL DE CONSUMO,6,4856.7,0.0,1061.5,1061.5
03666234000160,RODSON MAGGIO PINTO & CIA LTDA,MATERIAL DE CONSUMO,3,1002.0,0.0,1002.0,1002.0
52126556000122,WILIAN DOS SANTOS BLANCO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,1000.0,0.0,1000.0,1000.0
41277322000160,DW MATERIAIS ELETRICOS LTDA,MATERIAL DE CONSUMO,4,1592.0,0.0,995.0,995.0
55818205000170,BF3 TINTAS LTDA,MATERIAL DE CONSUMO,6,1552.0,0.0,970.0,970.0
91421511000132,CGK SISTEMAS DE INFORMACAO LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1,967.0,0.0,967.0,967.0
18486182000118,NORTE INDUSTRIA GRAFICA LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,960.0,0.0,960.0,960.0
01997775000146,LOUSART IND. E COM. DE MATERIAIS PEDAGOG,EQUIPAMENTOS E MATERIAL PERMANENTE,1,950.0,0.0,950.0,950.0
54154953000133,54.154.953 VANESSA SANTOS DO NASCIMENTO,MATERIAL DE CONSUMO,1,948.0,0.0,948.0,948.0
17952607000174,INDUSTRIA DE BOLAS TITA LTDA,MATERIAL DE CONSUMO,4,934.68,0.0,934.68,934.68
91525790002128,FELICE AUTOMOVEIS LTDA.,MATERIAL DE CONSUMO,1,927.05,0.0,927.05,927.05
38413979000100,OLIVEIRA TELECOM,MATERIAL DE CONSUMO,1,925.0,0.0,925.0,925.0
73993362000102,BARONESA LTDA,MATERIAL DE CONSUMO,4,2358.87,0.0,909.07,909.07
49591832000119,FW SOLUCOES EM TECNOLOGIA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1,901.92,0.0,901.92,901.92
42338388000185,42.338.388 CARLOS ANSELMO FONTANELLA,EQUIPAMENTOS E MATERIAL PERMANENTE,3,1072.2,173.64,898.56,898.56
04812021000162,NOROESTE MAQUINAS E EQUIPAMENTOS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,860.0,0.0,860.0,860.0
18811871000150,MASTERPLAN SAO BORJA LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,841.5,0.0,841.5,841.5
88008057000188,FUNDAÇÃO EST. DE PLANEJ. METROPOLITANO E,INDENIZAÇÕES E RESTITUIÇÕES,2,840.16,0.0,840.16,840.16
13338681000144,COMERCIAL SPONCHIADO LTDA,MATERIAL DE CONSUMO,5,3157.1,98.6,818.0,818.0
64179473000180,KETLEN CHALMES DE ROSSO,MATERIAL DE CONSUMO,3,816.0,0.0,816.0,816.0
27545675000172,JONES ADAIR WECKER SIEBERT 02358119040,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,800.0,0.0,800.0,800.0
29696668000105,OFTALMOLOGIA MUNARETO LTDA,SENTENCAS JUDICIAIS,1,787.11,0.0,787.11,787.11
31296543000121,IMPERMEABILIZA COMERCIO DE TINTAS LTDA.,MATERIAL DE CONSUMO,5,757.5,0.0,757.5,757.5
39840107000183,MASTERMEDIC DISTRIBUIDORA LTDA,MATERIAL DE CONSUMO,2,1505.6,0.0,752.8,752.8
15071878000195,CLEUDIONIR GLOGER DOS SANTOS,EQUIPAMENTOS E MATERIAL PERMANENTE,5,1125.0,0.0,750.0,750.0
92883834000100,DAER/RS-DEPART. AUTON. ESTR. DE RODAGEM,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,5,728.88,0.0,728.88,728.88
05135045000197,MASTER RELÓGIOS COMERCIO DE EQUIPAMENTOS,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1,725.76,0.0,725.76,725.76
