cnpj,nome_credor,rubrica,empenhos,empenhado_R$,anulado_R$,liquidado_R$,pago_R$
21968331000190,VERA ALICE CHAGAS-ME,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,55012.0,0.0,55012.0,55012.0
73856593000166,PRATI DONADUZZI & CIA LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",14,65031.0,533.6,61209.4,53863.4
07319261000118,ELIETE BEATRIZ HAUPENTHAL & CIA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,8,60334.5,7095.0,53239.5,53239.5
34539958000177,PAULO RICARDO DOZZA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,5,101971.8,22579.47,52118.92,52118.92
50625983000120,MATEUS G DROPA SERVICOS MEDICOS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,5,77692.8,971.16,50985.9,50985.9
09647647000184,CRISTIANE BORGES DA SILVA,MATERIAL DE CONSUMO,25,76162.72,0.0,50687.08,50687.08
20657155000102,ILG COMERCIAL LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",17,75177.68,16.2,50498.21,50498.21
34996803000160,RICARDO DOS SANTOS 84480378049,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,50000.0,0.0,50000.0,50000.0
02961362000174,MINISTERIO DO ESPORTE,INDENIZAÇÕES E RESTITUIÇÕES,1,49634.84,0.0,49634.84,49634.84
22778938000170,CRISTIANE MARTINS PEREIRA E CIA LTDA,MATERIAL DE CONSUMO,19,62700.55,6512.4,49306.0,49306.0
19689111000185,4 PATAS PET LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4,149586.81,464.0,49293.85,49293.85
63155462000106,RESIDENCIAL CASA VIVARE,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,72000.0,0.0,48000.0,48000.0
96491709000106,SINDICATO RURAL DE SAO BORJA,SUBVENÇÕES SOCIAIS,1,48000.0,0.0,48000.0,48000.0
16779255000304,ELETRO CENTRO COMERCIO DE PEÇAS E ELETRO,EQUIPAMENTOS E MATERIAL PERMANENTE,1,46800.0,0.0,46800.0,46800.0
26918777000123,LAURENCE RODRIGUES LOPES E VARGAS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,45,70785.03,4035.54,59488.73,46788.73
47820174000164,A MARINHO MOREIRA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,46680.0,0.0,46680.0,46680.0
51560442000123,DUFILTER DISTRIBUIDORA DE FILTROS E LUBR,MATERIAL DE CONSUMO,11,56354.6,0.0,46155.7,46155.7
01304858000102,ETIO AMARILHO MATTES & CIA LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,43,47931.0,0.0,45891.0,45891.0
42470027000198,TBR CONSTRUCOES LTDA,OBRAS E INSTALAÇÕES,1,67588.77,0.0,45036.89,45036.89
88733811000142,FAMURS - FEDERAÇÃO DAS ASSOC. DE MUNICIP,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,12,61078.96,3117.0,44560.47,44560.47
48566347000122,TELES SOLUCOES EMPRESARIAIS LTDA,MATERIAL DE CONSUMO,1,42559.0,0.0,42559.0,42559.0
22795601000170,MORABEZA CULTURAL LTDA,SERVIÇOS DE CONSULTORIA,2,42000.0,0.0,42000.0,42000.0
52692151000151,SAN ANGEL CONSTRUTORA LTDA,OBRAS E INSTALAÇÕES,2,44012.24,0.0,41907.74,41907.74
42188256000114,ODIMED COMERCIO VAREJISTA DE PRODUTOS DE,MATERIAL DE CONSUMO,31,79661.85,0.0,41863.95,41863.95
20275382000173,DALBERTO CONSULTORIA E ASSESSORIA LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3,53251.38,0.0,47334.56,41417.74
92702067000196,BANRISUL - BANCO DO ESTADO DO RS,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,29,41549.04,1107.96,40350.94,40350.94
02823782000194,GRUPO DE APOIO A BRIGADA MILITAR DE SAO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,40000.0,0.0,40000.0,40000.0
02016440000162,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,DESPESAS DE EXERCÍCIOS ANTERIORES,3,39558.29,0.0,39558.29,39558.29
90217225000197,AGRIMETAL INDUSTRIA E COM DE MAQUINAS LT,OBRAS E INSTALAÇÕES,1,39500.0,0.0,39500.0,39500.0
89704522000188,ASSOCIACAO DOS MUNICIPIOS DA FRONTEIRA O,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,58800.0,0.0,39200.0,39200.0
33393503000123,J BORELLA & BORELLA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,8,46144.42,7130.42,39014.0,39014.0
41032927000190,RODNEI ROBERTO DE LIMA CAETANO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,38997.32,0.0,38997.32,38997.32
03775069001076,SERVICO NACIONAL DE APRENDIZAGEM INDUSTR,DESPESAS DE EXERCÍCIOS ANTERIORES,2,38880.0,0.0,38880.0,38880.0
61645182000142,ROGERIO MOLLMANN,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4,38865.0,0.0,38865.0,38865.0
06136424000164,ECO VERDE PRESTAÇÃO DE SERVIÇO DE COLETA,DESPESAS DE EXERCÍCIOS ANTERIORES,2,38549.79,0.0,38549.79,38549.79
27343163000123,RD INFORMATICA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,3,38340.0,0.0,38340.0,38340.0
06244192000168,MSM CREATIVE CONFECCOES LTDA,MATERIAL DE CONSUMO,3,38256.0,0.0,38256.0,38256.0
19054118000120,JULIANO UGGERI FERREIRA,MATERIAL DE CONSUMO,10,38219.8,0.0,38219.8,38219.8
18136904000104,GUILHERME XAVIER PIVA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,17,66828.75,0.0,37854.75,37854.75
36591545000167,CLINICA VANESSA  TEICHMANN - ATENDIMENTO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,9,62635.2,8017.8,35653.9,35653.9
87519237000161,TELEVISAO URUGUAIANA LTDA.,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,35000.0,0.0,35000.0,35000.0
92885888000105,PAUSE & PERIN - ADVOGADOS ASSOCIADOS,SERVIÇOS DE CONSULTORIA,2,94141.6,39066.93,34954.67,34954.67
31676209000101,RS CONSULTORIA GESTAO EMPRESARIAL - LTDA,DESPESAS DE EXERCÍCIOS ANTERIORES,1,34577.45,0.0,34577.45,34577.45
17090276000100,EDUARDO MARTINS GOMES 01802881050,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,34110.0,0.0,34110.0,34110.0
08070693000109,COSTA PLANO DE ASSISTENCIA FAMILIAR E EM,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,51000.0,0.0,34000.0,34000.0
30483455000176,INSTITUTO DE ASSISTENCIA A SAUDE DOS SER,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,8,33092.14,0.0,33092.14,33092.14
24230368000104,ORTOMOBIL INDÚSTRIA E COMÉRCIO LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",12,56636.58,386.1,32267.76,32267.76
53800800000153,NOBRE HORSE LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,5,141646.0,0.0,141646.0,32216.0
37952262000166,SC COMERCIO DE PNEUS LTDA,MATERIAL DE CONSUMO,2,32200.0,0.0,32200.0,32200.0
90073974000198,MARKEL COMERCIO DE BATERIAS LTDA,MATERIAL DE CONSUMO,14,36881.0,0.0,31251.0,31251.0
25386019000149,FARMODONTO PRODUTOS HOSPITALARES LTDA -,MATERIAL DE CONSUMO,5,31158.5,0.0,31158.5,31158.5
00390052000111,CONTRANSIN - INDUSTRIA E COMERCIO LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1,30690.0,0.0,30690.0,30690.0
15759650000192,TAIUR SCHUMACHER - ME,EQUIPAMENTOS E MATERIAL PERMANENTE,8,30512.0,0.0,30512.0,30512.0
18740207000168,JOHAN E STEFANI LTDA - ME,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,30420.0,0.0,30420.0,30420.0
89511083000197,RODA PNEUS E ACESSORIOS LTDA.,MATERIAL DE CONSUMO,5,29782.0,0.0,29782.0,29782.0
33910508000186,ALESSANDRO ANDRADE BENITES,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,10,29320.0,0.0,29320.0,29320.0
72309164000106,BATAIOLLI BOMBAS INJETORAS LTDA.,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,24,30520.0,0.0,28920.0,28920.0
34015868000187,NARA REGINA CAVALHEIRO DOS SANTOS,MATERIAL DE CONSUMO,4,28805.0,0.0,28805.0,28805.0
36757380000150,MEDSANTA COMERCIO DE MEDICAMENTOS E MATE,MATERIAL DE CONSUMO,2,28226.82,0.0,28226.82,28226.82
32398233000180,A. S. GARCIA COMERCIO DE PNEUS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3,27999.0,0.0,27999.0,27999.0
34883104000103,RAPIDA INDUSTRIA DE PRODUTOS PARA SAUDE,MATERIAL DE CONSUMO,4,31780.0,0.0,27880.0,27880.0
09031569000199,CITTA INFORMATICA LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1,51455.04,0.0,27871.48,27871.48
49648233000194,SSZ DISTRIBUIDORA DE MEDICAMENTOS LTDA,MATERIAL DE CONSUMO,2,46770.0,0.0,27733.4,27733.4
42572060000129,PORTO ATACADISTA LTDA,MATERIAL DE CONSUMO,44,30116.42,0.0,27267.06,27267.06
24802687000309,"HS COMERCIO, LOCACAO E MANUTENCAO DE EQU",EQUIPAMENTOS E MATERIAL PERMANENTE,4,27170.0,0.0,27170.0,27170.0
04998667000186,EQUIPAR GASTRO ACESSÓRIOS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1,26700.0,0.0,26700.0,26700.0
34028316002661,EMPRESA BRASILEIRA DE CORREIOS E TELEGRA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,6,59232.93,7549.28,26573.87,26573.87
58951274000146,RAFAEL L. SCHRAMM,MATERIAL DE CONSUMO,9,29035.9,0.0,26392.0,26392.0
23639923000193,CONS. INTERM. DE DESENV. DO PAMPA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,39293.4,0.0,26195.6,26195.6
13021017000177,DPM EDUCAÇÃO LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,38,29838.0,2326.0,27512.0,26114.0
88489786000101,MUNICIPIO DE SAO BORJA,AUXÍLIO ALIMENTAÇÃO,8,26113.88,0.0,26113.88,26113.88
31228836000171,ORTOBRAS INDUSTRIA E COMERCIO DE ORTOPED,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",7,32572.15,6467.3,26094.85,26094.85
45767888000120,MECÂNICA E TORNEARIA SRS LTDA,MATERIAL DE CONSUMO,7,26080.0,0.0,26080.0,26080.0
11417674000455,ACTE-ASSOCIAÇÃO COMUNIDADE TERAPEUTICA E,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3,39324.0,0.0,25996.0,25996.0
51365151000184,VIGA PRE MOLDADOS LTDA,OBRAS E INSTALAÇÕES,2,25983.11,0.0,25983.11,25983.11
04939481000156,FUNMISSÕES - FUND. MUNIC. MISSÕES,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,37800.0,0.0,25830.0,25830.0
87296026014833,BENOIT ELETRODOMÉSTICOS LTDA.,EQUIPAMENTOS E MATERIAL PERMANENTE,5,25350.0,0.0,25350.0,25350.0
65120204000101,65.120.204 LEONARDO GUILET MACHADO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3,25200.0,0.0,25200.0,25200.0
94516671000153,CIRURGICA SANTA CRUZ COM. PROD. HOSP. LT,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",6,27981.54,0.0,26420.54,25048.04
57775539000130,GEO MARKT COMUNICACAO ESTRATEGICA LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,24980.0,0.0,24980.0,24980.0
38303545000140,ANGELICA LOPES SAUERESSIG,MATERIAL DE CONSUMO,13,29242.35,0.0,24567.15,24567.15
89989255000132,ASSOCIACAO DOS MUNICIPIOS DAS MISSOES,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,31340.0,0.0,23930.0,23930.0
33159931000196,PORTO UNIAO COMERCIO E REPRESENTACAO LTD,MATERIAL DE CONSUMO,11,29057.0,0.0,23531.0,23531.0
00472805000308,TRACADO CONSTRUCOES E SERVICOS LTDA,MATERIAL DE CONSUMO,5,31892.0,0.0,23492.0,23492.0
98102924000101,DELTASUL UTILIDADES LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1,22600.0,0.0,22600.0,22600.0
36138462000117,ALESSANDRO ORTIZ BARBIERI,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4,22560.0,0.0,22560.0,22560.0
14137626000159,FUNDO ESTADUAL DE DEFESA CIVIL DO ESTADO,INDENIZAÇÕES E RESTITUIÇÕES,2,22547.53,0.0,22547.53,22547.53
08955458000106,DOLORES ANI HECK OLIVEIRA,EQUIPAMENTOS E MATERIAL PERMANENTE,2,44640.0,22320.0,22320.0,22320.0
23720752000122,JARDIM DISTRIBUIDORA DE COSMETICOS LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,21870.0,0.0,21870.0,21870.0
45767888000120,MECÂNICA E TORNEARIA SRS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,8,21730.0,0.0,21730.0,21730.0
90791997000138,CAMARA MUNICIPAL DE VEREADORES DE SAO BO,INDENIZAÇÕES  TRABALHISTAS,6,21683.54,0.0,21683.54,21683.54
14481040000107,GRÁFICA GRGRAF EIRELI,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,6,21301.02,0.0,21301.02,21301.02
00703157000183,CONFEDERAÇÃO NACIONAL DE MUNICIPIOS - CN,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,28536.0,0.0,21282.0,21282.0
23643693000136,AUTO PEÇAS IRMÃOS ROBALO LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,25,21212.55,0.0,21212.55,21212.55
10759369000136,ARGAVALE DISTRIBUIDORA DE MATERIAIS DE C,MATERIAL DE CONSUMO,3,20769.0,0.0,20769.0,20769.0
01952684000194,G3 COMERCIAL LTDA,MATERIAL DE CONSUMO,18,28488.98,0.0,20616.98,20616.98
93583912000114,L M VIEIRA,PREMIAÇÕES CULT. ARTÍST. CIENT. DESPORT. E OUTRAS,35,20897.01,0.0,20604.21,20604.21
06636589000103,DAGOBERTO DOS SANTOS HOLKEM,MATERIAL DE CONSUMO,5,20494.0,0.0,20494.0,20494.0
47459386000168,ANDRELIS DISTRIBUIDORA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,3,20449.0,0.0,20449.0,20449.0
02823782000194,GRUPO DE APOIO A BRIGADA MILITAR DE SAO,SUBVENÇÕES SOCIAIS,1,20000.0,0.0,20000.0,20000.0
52977047000103,52.977.047 JONAS ADAIR RODRIGUES SARTURI,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,20000.0,0.0,20000.0,20000.0
30713195000188,TERABYTE SOLUÇOES EM TI LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1,19900.0,0.0,19900.0,19900.0
30713195000188,TERABYTE SOLUÇOES EM TI LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,57596.88,0.0,19198.96,19198.96
59584939000193,RD COMERCIO OPTICO LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2,27972.5,0.0,19101.05,19101.05
09654067000114,EXCLUSIVACAO - EDUCACAO E DESENVOLVIMENT,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,19000.0,0.0,19000.0,19000.0
37766833000178,JOSÉ ANTÔNIO GOULART ANDRADES,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,18900.0,0.0,18900.0,18900.0
27171625000172,KENYA OLIVEIRA FERNANDES LIMA SOARES ME,EQUIPAMENTOS E MATERIAL PERMANENTE,8,34021.96,11202.1,18799.86,18799.86
58390067000160,"BERTANI, OLIVEIRA & HASSTENTEUFEL ADVOGA",OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,18700.0,0.0,18700.0,18700.0
14157326000131,FUNDO ESPECIAL DE SEGURANÇA PUBLICA,OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS,12,18284.67,0.0,18284.67,18284.67
87124582000104,PROCERGS - CENTRO DE TECNOLOGIA DA INFO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,42980.0,0.0,18040.87,18040.87
19498639000177,BERTA INDUSTRIA E COMERCIO DE FRALDAS LT,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,18000.0,0.0,18000.0,18000.0
53696164000161,AK INOVACOES LTDA,PREMIAÇÕES CULT. ARTÍST. CIENT. DESPORT. E OUTRAS,20,17774.0,0.0,17774.0,17774.0
40031401000123,FREDERICO VIERO DE OLIVEIRA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4,30664.23,0.0,20194.91,17577.58
23969712000119,L.J. BREDOW REPRESENTAÇÕES,MATERIAL DE CONSUMO,5,32912.32,0.0,17487.95,17487.95
11145401000156,L.A DALLA PORTA JUNIOR,MATERIAL DE CONSUMO,3,24902.32,0.0,17387.32,17387.32
47076858000101,SPORTSUL EVENTOS ESPORTIVOS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,49441.24,32361.24,17080.0,17080.0
60453656000191,CAVALEIROS DA FRONTEIRA,SUBVENÇÕES SOCIAIS,1,16500.0,0.0,16500.0,16500.0
46388826000170,OCIAN  COMERCIAL FARMACEUTICA UNIPESSOAL,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",3,16500.0,3.3,16496.7,16496.7
97530228000125,R. DE O. SANTIL EPI,MATERIAL DE CONSUMO,6,16200.5,0.0,16200.5,16200.5
03404393000197,JS SERVICOS DE ENGENHARIA LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1,16099.2,0.0,16099.2,16099.2
31912337000107,SB EMPRESA DE MIDIA E NOTICIA LTDA,SERVIÇOS DE CONSULTORIA,1,36000.0,0.0,16000.0,16000.0
72309164000297,BATAIOLLI BOMBAS INJETORAS LTDA - FILIAL,MATERIAL DE CONSUMO,5,16522.4,542.4,15980.0,15980.0
28114183000195,CONSULTORIA EDUCACAO E ACAO LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,15980.0,0.0,15980.0,15980.0
47701463000144,SILVIO GREI BAZ MACHADO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,8,16920.36,0.0,16920.36,15930.27
51954194000103,ZAMPIERE VOLPATTO SOLUCOES INTEGRADAS LT,EQUIPAMENTOS E MATERIAL PERMANENTE,2,15839.0,0.0,15839.0,15839.0
40214888000180,CLS SERVICOS E ASSESSORIA LTDA.,EQUIPAMENTOS E MATERIAL PERMANENTE,2,31179.8,15589.9,15589.9,15589.9
48346978000136,DAMED DISTRIBUIDORA DE MEDICAMENTOS E MA,MATERIAL DE CONSUMO,1,15505.8,0.0,15505.8,15505.8
26270786000150,BAGE ELEVADORES LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,27747.84,0.0,17850.4,15493.15
00802002000102,ALTERMED MATERIAL MEDICO HOSPITALAR LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",16,22300.03,2469.0,15212.39,15212.39
76386283000113,DIMEVA DISTRIBUIDORA DE MEDICAMENTOS LTD,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",5,15039.94,0.0,15039.94,15039.94
35011420000158,35.011.420 JOSE DESIDERIO LUZ DE SOUZA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,15000.0,0.0,15000.0,15000.0
18342297000139,SANDRO ALEXANDRE COELHO LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,15000.0,0.0,15000.0,15000.0
42338388000185,42.338.388 CARLOS ANSELMO FONTANELLA,MATERIAL DE CONSUMO,4,14967.65,0.0,14967.65,14967.65
96418264002859,LOJAS QUERO-QUERO S.A.,MATERIAL DE CONSUMO,3,14881.4,0.0,14881.4,14881.4
26979673000129,JARDEL JACOBS PEREIRA DA SILVA,MATERIAL DE CONSUMO,7,14726.4,0.0,14726.4,14726.4
59820838000174,DAGOBERTO HOLKEM REPARAÇAO DE CAMINHOES,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3,14025.0,0.0,14025.0,14025.0
04071245000160,"LICIMED DISTRIBUIDORA DE MEDICAMENTOS, C","MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2,14000.0,80.0,13920.0,13920.0
01568077003655,B-GREEN GESTÃO AMBIENTAL S.A.,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4,30000.0,0.0,13850.0,13850.0
92581933000138,ALBERI PINTON,MATERIAL DE CONSUMO,4,13799.0,0.0,13799.0,13799.0
24531333000105,NEOFINE PIGMENTOS E DISPERSÕES INDÚS,MATERIAL DE CONSUMO,2,13750.0,0.0,13750.0,13750.0
35250918000173,L FERREIRA DA COSTA DISTRIBUIDORA DE MED,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",3,44694.0,0.0,13738.25,13738.25
92954957000195,CENTRO DE INTEGRACAO EMPRESA ESCOLA DO R,OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA,7,13616.5,0.1,13616.4,13616.4
03549816000167,M. A. FERROS E CHAPAS LTDA,MATERIAL DE CONSUMO,3,13601.0,0.0,13601.0,13601.0
02150800000114,KALINOVSKI E KALINOVSKI LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1,13570.0,0.0,13570.0,13570.0
14767899000187,GRA ASSESSORIA E CONSULTORIA EMNEGOCIOS,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,8,25475.0,0.0,13484.0,13484.0
34034228000114,NOVO HORIZONTE COMERCIO DE PRODUTOS E AC,MATERIAL DE CONSUMO,26,18006.24,0.0,13467.49,13467.49
07797967000195,NP TECNOLOGIA E GESTAO DE DADOS LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1,13291.98,0.0,13291.98,13291.98
07793561000134,IMPRIME SOLUÇÕES GRÁFICAS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,6,14080.0,0.0,13208.0,13208.0
03422707000184,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCI,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,13158.78,0.0,13158.78,13158.78
15071878000195,CLEUDIONIR GLOGER DOS SANTOS,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",5,15029.57,0.0,13139.57,13139.57
02016440005040,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3,22178.48,827.19,12997.27,12997.27
23457564000153,AJM INSUMOS INDUSTRIAIS EIRELI,MATERIAL DE CONSUMO,9,16439.21,0.0,12871.67,12871.67
05836388000189,JOAO FRANCISCO DA SILVA DORNELLES,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,12770.0,0.0,12770.0,12770.0
11273797000117,R. S. SCHMIDT  CIA LTDA,OBRAS E INSTALAÇÕES,1,12600.0,0.0,12600.0,12600.0
35186472000165,ODAIR DE OLIVEIRA CERENTINI,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3,12540.0,0.0,12540.0,12540.0
40331916000149,RAFHAELA BUENO DE LOURENCO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2,12396.03,0.0,12396.03,12396.03
92859768000133,CONS. SEC. MUNIC. SAÚDE RS - COSEMS-RS,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,18501.12,0.0,13875.84,12334.08
41507227000105,JAB COMERCIO E DISTRIBUICAO DE PRODUTOS,MATERIAL DE CONSUMO,21,12363.87,0.0,12292.07,12292.07
37954602000198,USIBRAS INDUSTRIA E COMERCIO DE VIDROS L,MATERIAL DE CONSUMO,2,12240.0,0.0,12240.0,12240.0
07239059000186,BARROSO & MACHADO LTDA,PASSAGENS E DESPESAS COM LOCOMOÇÃO,13,12206.1,0.4,12205.7,12205.7
22673037000113,SINALIR JOSE DOTTO,MATERIAL DE CONSUMO,1,39785.81,0.0,12198.0,12198.0
01484706000139,IGAM-INSTIT.GAMMA DE ASSES.ORGAO PUBL.S/,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,7,42970.17,0.0,12170.17,12170.17
19822275000139,BRUNA SANTOS DE ALMEIDA 03124299086,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,12000.0,0.0,12000.0,12000.0
62201240000101,RENATO CESAR PRAUCHNER LTDA,MATERIAL DE CONSUMO,3,11995.3,0.0,11995.3,11995.3
32819954000389,PPD COMERCIO DE ELETRONICOS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1,11995.0,0.0,11995.0,11995.0
28717167000197,ELITE ASSESSORIA EM SEGURANCA E MEDICINA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,9,36333.68,0.0,11874.93,11874.93
64313681000120,64.313.681 PEDRO IZAIAS ROSO LAGO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,6,11830.0,0.0,11830.0,11830.0
55875621000100,BS COLORS COMERCIO DE TINTAS LTDA,MATERIAL DE CONSUMO,11,13130.0,0.0,11830.0,11830.0
88993175000198,UVERGS-UNIAO DOS VEREADORES DO RS.,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1,19400.0,0.0,11640.0,11640.0
92021062000106,HOSPITAL SÃO VICENTE DE PAULA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2,17810.0,3000.0,11500.0,11500.0
13062485000270,TIO MARIO EMBALAGENS LTDA,MATERIAL DE CONSUMO,6,11427.9,0.0,11427.9,11427.9
90791377000107,COMERCIAL DE MATERIAIS ESPORTIVOS SURUBI,MATERIAL DE CONSUMO,8,12302.15,0.0,11415.75,11415.75
52496119000109,B. D. R. COMERCIO DE EQUIPAMENTOS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,1,11150.0,0.0,11150.0,11150.0
12541620000117,SERIBAND INDÚSTRIA E COMERCIO DE CONFECÇ,MATERIAL DE CONSUMO,2,11084.0,0.0,11084.0,11084.0
17983017000109,CASSIANO RICARDO FROES SUTHERLAND,MATERIAL DE CONSUMO,1,11068.86,0.0,11068.86,11068.86
33910508000186,ALESSANDRO ANDRADE BENITES,MATERIAL DE CONSUMO,2,10960.0,0.0,10960.0,10960.0
