rank,cnpj,nome_credor,pago_core_R$,share_core,territorial_class,exact_situacao,exact_uf,exact_municipio_tom,exact_municipio_nome,root_local_active_count,rubricas_core,empenhos_core
417,17417852000181,GRÁFICA DIRETA LTDA -ME,3376.5,4.6870125603238554e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4
418,12418191000195,CONQUISTA DISTRIBUIDORA DE MEDICAMENTOS,3355.0,4.6571678187136195e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8061,CAMBORIU,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",4
419,37885137000180,AMB DISTRIBUIDORA DE MEDICAMENTO E MATER,3300.0,4.5808208052920845e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7471,CAMBE,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
420,72150550000106,JULIANO DE COSTA LTDA  EPP,3248.1,4.508776987172491e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7565,FRANCISCO BELTRAO,0,MATERIAL DE CONSUMO,5
421,28075541000106,INTEGRA GEOLOGIA AMBIENTAL LTDA ME,3200.0,4.4420080536165666e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8729,LAJEADO,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3
422,11262969000157,SUPRAMIL COMERCIAL LTDA,3151.2,4.374267430798914e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,6511,INDAIATUBA,0,MATERIAL DE CONSUMO,1
423,51740794000160,YNEMED PRODUTOS MEDICOS E HOSPITALARES L,3148.8,4.370935924758702e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7427,ARAPONGAS,0,EQUIPAMENTOS E MATERIAL PERMANENTE | MATERIAL DE CONSUMO,5
424,08476288000187,DENISE ELISANDRA COUTO FERON,3108.3,4.314716760330118e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8705,IJUI,0,MATERIAL DE CONSUMO,2
425,24402903000167,NACIONAL SAFETY EQUIPAMENTOS DE SEGURANC,3101.59,4.30540242469269e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7691,MARINGA,0,MATERIAL DE CONSUMO,5
426,00341435000108,TORNEARIA E MECANICA FITZ LTDA,3100.0,4.3031953019410494e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
427,50445599000145,K2M MAQUINAS LTDA,3080.0,4.275432751605946e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8179,JOINVILLE,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
428,43074841000156,AGIL STOCK COMERCIO DE MEDICAMENTOS LTDA,3054.94,4.240646276036061e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8839,SANTA CRUZ DO SUL,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1
429,93641710003873,FERNANDEZ COMERCIO DE MEDICAMENTOS SA,3026.37,4.200987472882365e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,9,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1
430,03961467000196,MULTI QUADROS E VIDROS LTDA,3020.7,4.1931167898623636e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,MG,4123,BELO HORIZONTE,0,EQUIPAMENTOS E MATERIAL PERMANENTE,2
431,30401055000174,ARMACOES NORTE COMERCIO DE FERRAGENS LTD,3007.5,4.174793506641195e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,5943,BARRA FUNDA,0,"MATERIAL DE CONSUMO | MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",5
432,30632911000100,C. F. MELGARECHO,3000.0,4.1643825502655315e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8839,SANTA CRUZ DO SUL,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
433,04709243000154,BS EQUIPAMENTOS INDUSTRIA E COMERCIO LTD,2990.0,4.15050127509798e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,MG,5413,VARGINHA,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
434,37364053000100,CASA & CORES COMERCIO DE MATERIAIS DE CO,2985.0,4.143560637514204e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,MS,9113,NAVIRAI,0,MATERIAL DE CONSUMO,4
435,42496258000170,METTA FARMACEUTICA LTDA,2848.86,3.9545809573831545e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7751,PATO BRANCO,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1
436,45232778000164,INOVARE COMERCIO DE SUPRIMENTOS DE INFOR,2833.25,3.9329122868466055e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8909,SERAFINA CORREA,0,MATERIAL DE CONSUMO,24
437,25433520000119,RMS ELETRO REFRIGERACAO E DISTRIBUIDORA,2831.0,3.9297889999339065e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8951,URUGUAIANA,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,15
438,44223526000106,DISTRIBUIDORA AGUA BOA LTDA,2806.08,3.895196862216367e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,9951,IPORA DO OESTE,0,MATERIAL DE CONSUMO,3
439,50210605000185,GT COMERCIO E LICITACOES LTDA,2787.8,3.869821891210083e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,DF,9701,BRASILIA,0,EQUIPAMENTOS E MATERIAL PERMANENTE,2
440,60845283000102,GJ MOVEIS E DECORACOES LTDA,2760.0,3.831231946244289e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7427,ARAPONGAS,0,EQUIPAMENTOS E MATERIAL PERMANENTE,3
441,32121534000162,ADEMIR ABRAO BRUSTOLIN 62179330049,2719.0,3.774318718057327e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8517,ARATIBA,0,MATERIAL DE CONSUMO,1
442,34098668000216,SULPASSO COMERCIO DE CAMINHOES LTDA,2707.53,3.758396895440145e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8847,SANTA ROSA,0,MATERIAL DE CONSUMO,2
443,18527195000198,DOMINIO COMERCIO DE EQUIPAMENTOS LTDA,2688.92,3.732563842353331e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7535,CURITIBA,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
444,46615867000152,LCA INDUSTRIA E COMERCIO DE CORDAS E RED,2684.0,3.7257342549708955e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7553,FLORAI,0,MATERIAL DE CONSUMO,4
445,16989002000276,ELIANE RESTA DAL ROSSO GOYA /ME,2679.7,3.7197653066488484e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8951,URUGUAIANA,0,EQUIPAMENTOS E MATERIAL PERMANENTE | MATERIAL DE CONSUMO,7
446,37406687000170,INFRASEG EQUIPAMENTOS DE PROTEÇÃO LTDA,2672.4,3.7096319757765356e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8041,BARRA VELHA,0,MATERIAL DE CONSUMO,2
447,08427697000193,VILSON AMAURI SOARES DE SOARES,2670.0,3.706300469736323e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8851,SANTIAGO,0,EQUIPAMENTOS E MATERIAL PERMANENTE | MATERIAL DE CONSUMO,6
448,55240764000146,NOROESTE SUPRIMENTOS LTDA,2656.24,3.6871998351057714e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8939,TRES DE MAIO,0,MATERIAL DE CONSUMO,21
449,23588621000133,VITOR DIOGO WENDLING,2656.0,3.6868666845017505e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8649,ESTANCIA VELHA,0,EQUIPAMENTOS E MATERIAL PERMANENTE,2
450,05095847000110,NARANEI DE ROSSO NEVES,2646.9,3.6742347240992784e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,1
451,23217514000107,HUBNET E-COMMERCE EIRELI,2624.95,3.643765325106502e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,6131,AMERICANA,0,EQUIPAMENTOS E MATERIAL PERMANENTE,2
452,52159781000165,PAOLA MELLO MOTTA,2610.0,3.623012818731012e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,6
453,17605216000183,EFICAZ MED COMERCIO DE PRODUTOS HOSPITAL,2580.0,3.581368993228357e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8637,ERECHIM,0,EQUIPAMENTOS E MATERIAL PERMANENTE,2
454,07014318000170,CISCRE IMPORTACAO E DISTRIBUICAO DE PROD,2551.54,3.5418628841015046e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,6291,CAMPINAS,0,MATERIAL DE CONSUMO,1
455,01806961000150,CONDOMÍNIO CENTRO COMERCIAL PRESIDENTEVA,2496.05,3.46483568819676e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,8
456,59058520000106,RZN COMERCIO LTDA,2490.0,3.456437516720391e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7667,LONDRINA,0,MATERIAL DE CONSUMO,1
457,11175931000147,MASTERFER COMERCIO DE FERRAGENS LTDA,2483.8,3.4478311261165094e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8637,ERECHIM,0,MATERIAL DE CONSUMO,1
458,26769011000124,GRAFICA JHZ LTDA,2430.0,3.37314986571508e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8593,CARLOS BARBOSA,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
459,54647123000148,JT COMERCIO DE PRODUTOS MEDICOS LTDA,2430.0,3.37314986571508e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7623,IVAIPORA,0,EQUIPAMENTOS E MATERIAL PERMANENTE,4
460,04892707000100,DNIT-DEPARTAMENTO NACIONAL DE INFRAEST D,2424.6,3.365653977124602e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,DF,9701,BRASILIA,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4
461,63679550000107,VERLUMA COMERCIO LTDA,2415.0,3.3523279529637526e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,6155,ARACATUBA,0,EQUIPAMENTOS E MATERIAL PERMANENTE,3
462,50591089000186,A2XR COMERCIAL LTDA,2401.3,3.333310605984207e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7859,SANTO ANTONIO DA PLATINA,0,MATERIAL DE CONSUMO,5
463,21227039000116,LIFE CENTER COMERCIO E DISTRIBUIDORA DE,2261.9,3.139805630148535e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8637,ERECHIM,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",3
464,07883005000159,ANDREAS HALMENSCHLAGER,2235.89,3.103700433437733e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
465,23218942000146,SW VETTORAZZI LTDA,2200.0,3.05388053686139e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8669,GARIBALDI,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
466,61518314000175,BOMPP - DISTRIBUIDORA DE NUTRICAO E MEDI,2198.0,3.0511042818278792e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2
467,54808865000108,JRMA DISTRIBUIDORA DE EQUIPAMENTOS E MAT,2190.0,3.039999261693838e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,MG,4123,BELO HORIZONTE,0,EQUIPAMENTOS E MATERIAL PERMANENTE,2
468,30380856000109,"EXXITUS COMERCIO ATACADISTA, VAREJISTA E",2150.5,2.9851682247820083e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8045,BIGUACU,0,MATERIAL DE CONSUMO,1
469,54152890000186,TMD E-COMMERCE LTDA,2118.0,2.940054080487465e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,0990,ITAARA,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
470,50373558000190,VENGUER INDUSTRIA E COMERCIO LTDA,2100.0,2.915067785185872e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,6131,AMERICANA,0,MATERIAL DE CONSUMO,1
471,15152448000106,REGIS AZEVEDO KAPP,2088.0,2.89841025498481e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8591,CARAZINHO,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
472,01935819000103,DETRAN/RS - DEPART. ESTADUAL DE TRÂNSITO,2087.47,2.8976745474009293e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,13
473,36047635000191,AJP COMERCIO ATACADO E VAREJO DE PRODUTO,2083.0,2.891469617401034e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,9823,BOM PRINCIPIO,0,MATERIAL DE CONSUMO,1
474,52339425000123,N M LICITACOES LTDA,2062.0,2.8623189395491752e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,MG,4417,CURVELO,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2
475,48283528000141,LIVRARIA NOVA LTDA,2031.7,2.8202586757914935e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,5
476,29589364000130,LAUREANA AQUINO SANT ANA MERCADO,2003.88,2.7816409682753646e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,1
477,09594945000153,G. A. ROCHA & CIA. LTDA.,2000.0,2.7762550335103545e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,2,MATERIAL DE CONSUMO,1
478,53308814000154,ACESSORIOS AUTOMOTIVOS ROBALOS LTDA,2000.0,2.7762550335103545e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
479,62925921000112,62925921 TEREZA WENDLER MORAIS,1989.9,2.762234945591127e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7583,GUARAPUAVA,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
480,81706251000198,PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPI,1914.0,2.656876067069409e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7535,CURITIBA,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",4
481,18336780000100,PLENARIA ASSESSRIA E GESTAO DE EVENTOS L,1874.0,2.601350966399202e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8633,ENCANTADO,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
482,55482667000160,55.482.667 VANDERSON MACHADO PACHECO,1840.9,2.5554039455946058e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,11
483,08459946000122,RETROPARTES PEÇAS E SERVIÇOS LTDA,1818.0,2.523615825460912e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,MATERIAL DE CONSUMO,1
484,22113603000132,ROBERTO KRELING NASCIMENTO ME,1742.0,2.4181181341875186e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,7367,PIRAPO,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4
485,88594544000684,REDEMAQ REAL DISTRIB. DE MÁQUINAS AGRÍCO,1730.0,2.4014606039864564e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
486,18809845000864,FRONTEIRA INTERNET LTDA,1718.8,2.3859135757987984e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1
487,24864422000173,C E C IMPORTACAO E COMERCIO DE PRODUTOS,1690.0,2.3459355033162493e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7623,IVAIPORA,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
488,62234180000123,CHSF DISTRIBUIDORA TEXTIL LTDA,1659.6,2.3037364268068918e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7935,UMUARAMA,0,MATERIAL DE CONSUMO,3
489,22850731000169,BMH MATERIAIS HIDRULICOS LTDA ME,1656.76,2.2997941446593074e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8637,ERECHIM,0,"MATERIAL DE CONSUMO | MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",7
490,24550559000153,WORKOUT COMERCIO DE PRODUTOS PARA SAUDE,1633.55,2.2675757049954195e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,ES,5705,VITORIA,0,MATERIAL DE CONSUMO,1
491,11933619000175,UNIAO NACIONAL DOS CONSELHOS MUNICIPAIS,1631.5,2.2647300435860714e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8877,SAO LEOPOLDO,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
492,30759356000174,BEATRIZ SULZBACH CORNELIUS LTDA,1626.0,2.257095342243918e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8617,CRISSIUMAL,0,MATERIAL DE CONSUMO,3
493,02558157000162,TELEFONICA BRASIL SA,1615.3,2.2422423778146377e-05,ROOT_WITH_LOCAL_ACTIVE_FOOTPRINT,02,SP,7107,SAO PAULO,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,6
494,19139482000193,DSL COMERCIO DE COMBUSTIVEIS LTDA,1615.17,2.2420619212374594e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8841,SANTA MARIA,0,MATERIAL DE CONSUMO,5
495,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICO,1595.0,2.2140633892245075e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,6553,ITAPIRA,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1
496,44880091000172,EVO SISTEMAS INTELIGENTES LTDA,1590.0,2.2071227516407318e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,5453,PINHAIS,0,EQUIPAMENTOS E MATERIAL PERMANENTE,2
497,91525790002128,FELICE AUTOMOVEIS LTDA.,1578.63,2.1913397417752256e-05,ROOT_WITH_LOCAL_ACTIVE_FOOTPRINT,02,RS,8705,IJUI,1,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
498,74386038000695,J.C. DURIGAM COMERCIO DE AUTOPECAS LTDA,1563.0,2.169643308688342e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,MG,4501,EXTREMA,0,MATERIAL DE CONSUMO,1
499,92823764000103,DIRCEU LONGO & CIA LTDA - EPP,1558.98,2.164063036070986e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8533,BARAO DE COTEGIPE,0,EQUIPAMENTOS E MATERIAL PERMANENTE,2
500,03666234000160,RODSON MAGGIO PINTO & CIA LTDA,1552.0,2.154373906004035e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,EQUIPAMENTOS E MATERIAL PERMANENTE | MATERIAL DE CONSUMO,4
501,49644526000101,BNP ASSESSORIA E PRODUTOS PARA SAUDE LTD,1511.76,2.0985156547298067e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7535,CURITIBA,0,MATERIAL DE CONSUMO,1
502,11383230000101,AMAZONAS COMERCIO DE ADESIVOS E BRINDES,1502.4,2.0855227811729783e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,MG,4123,BELO HORIZONTE,0,MATERIAL DE CONSUMO,5
503,58472229000109,58.472.229 JEFERSON LEON MACHADO DA SILV,1500.0,2.0821912751327658e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8963,VIAMAO,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
504,82225947000165,A.  G.  KIENEN & CIA.  LTDA.,1491.0,2.069698127481969e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7751,PATO BRANCO,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",2
505,75014167000100,NUNESFARMA PRODUTOS FARMACEUTICOS LTDA,1440.0,1.998903624127455e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7535,CURITIBA,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1
506,46924137000133,"MM DISTRIBUIDORA, INDUSTRIA E COMÉRCIO L",1436.8,1.9944616160738385e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,GO,9227,APARECIDA DE GOIANIA,0,MATERIAL DE CONSUMO,7
507,39538437000119,UTILAR COMERCIO DE FERRAGEM LTDA,1436.0,1.9933511140604344e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8713,ITAQUI,0,"MATERIAL DE CONSUMO | MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",3
508,29404097000180,OCTO FARMACO LTDA,1422.0,1.973917328825862e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,6635,LEME,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1
509,00072182000106,ROSSI PRODUTOS HOSPITALARES LTDA.,1407.84,1.9542614431886084e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8599,CAXIAS DO SUL,0,MATERIAL DE CONSUMO,2
510,52932346000121,VTR COMERCIAL LTDA,1400.0,1.943378523457248e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7541,DOIS VIZINHOS,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1
511,12130958000186,NADJA MARINA PIRES,1399.0,1.9419903959404927e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,DF,9701,BRASILIA,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
512,10907550000142,QUERENCIA COMERCIAL E DISTRIBUIDORA LTDA,1380.0,1.9156159731221445e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8963,VIAMAO,0,EQUIPAMENTOS E MATERIAL PERMANENTE,2
513,23143410000197,DFER DISTRIBUIDORA DE FERRAGENS LTDA,1378.22,1.91314510614232e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8791,PELOTAS,0,"MATERIAL DE CONSUMO | MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",6
514,18828722000102,POLISPORT ARTIGOS ESPORTIVOS E CONFECCOE,1377.0,1.911451590571879e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8253,PINHALZINHO,0,MATERIAL DE CONSUMO,3
515,01634429000101,J.    P.    GOLLEM INDUSTRIA E COMÉRCIO,1372.0,1.904510952988103e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,MATERIAL DE CONSUMO,9
516,01227689000154,METRICA TECNOLOGIA LTDA,1349.0,1.872584020102734e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,6979,RIO CLARO,0,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1
517,37968398000164,LUCAS MORAES LEITE,1269.6,1.762366695272373e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,MATERIAL DE CONSUMO,25
518,05570714000159,KABUM COMÉRCIO ELETRONICO S.A.,1266.36,1.757869162118086e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,6639,LIMEIRA,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
519,09396523000173,PROMISSE COMERCIO DE MATERIAIS MEDICO HO,1245.0,1.7282187583601957e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7691,MARINGA,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1
520,26155703000182,COMTELAS SERVICOS E CONSTRUCOES LTDA,1208.0,1.676858040240254e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8839,SANTA CRUZ DO SUL,0,MATERIAL DE CONSUMO,2
521,42422253000284,EMPRESA DE TECNOLOGIA E INFORMACOES DA P,1200.0,1.6657530201062125e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RJ,6001,RIO DE JANEIRO,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
